;GO:0050718;GO:0007257;GO:0007254;GO:0042531;GO:0051092;GO:0003333;GO:0032727;GO:0032728;GO:0032729;GO:0034105;GO:0032722;GO:0019886;GO:0050830;GO:0014732;GO:0033138;GO:1904100;GO:0007260;GO:0050729;GO:0006695;GO:0051260;GO:0007265;GO:0033091;GO:0000077;GO:0070431;GO:0001558;GO:0008284;GO:0043123;GO:0043001;GO:0045944;GO:0006027;GO:0002223;GO:0032825;GO:0000165;GO:0046641;GO:0048662;GO:0050691;GO:0050852;GO:0050731;GO:0006396;GO:0007249;GO:0032819;GO:0001779;GO:0010800;GO:0032012;GO:0001938;GO:0015812;GO:0071305;GO:0018108;GO:0032092;GO:0006004;GO:1904417;GO:0043029;GO:0097202;GO:0001866;GO:0031398;GO:0032760;GO:0034142;GO:0043312;GO:0042102;GO:0045580;GO:0043161;GO:0032515;GO:0031663;GO:0010469;GO:0032755;GO:0030212;GO:0045627;GO:0034134;GO:0044257;GO:0006986;GO:0000122;GO:0001961;GO:0043330;GO:0032740;GO:0070427;GO:0050778;GO:0032743;GO:0016139;GO:0060333;GO:0070936;GO:0006351;GO:0051085;GO:0048469;GO:0031929;GO:0006511;GO:0006357;GO:0032735;GO:0071223;GO:0043066;GO:0045087;GO:0042098;GO:0043065;GO:0070374;GO:0035723;GO:0019377;GO:0070534;GO:0070498;GO:0071224;GO:0035725;GO:0071225
GO:0001779;0.0;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3076923076923077;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.14285714285714285;0.13333333333333333;0.0;0.125;0.09523809523809523;0.0;0.0;0.0;0.0;0.0;0.0;0.10526315789473684;0.0;0.11764705882352941;0.0;0.0;0.0;0.1111111111111111;0.0;0.13333333333333333;0.14285714285714285;0.0;1.0;0.0;0.0;0.0;0.0;0.125;0.11764705882352941;0.0;0.0;0.0;0.26666666666666666;0.0;0.625;0.0;0.0;0.1;0.11764705882352941;0.0;0.0;0.11764705882352941;0.0;0.14285714285714285;0.0;0.0;0.13333333333333333;0.0;0.1;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.09523809523809523;0.0;0.0;0.0;0.13333333333333333;0.10526315789473684;0.11764705882352941;0.15384615384615385;0.18181818181818182;0.14285714285714285;0.125;0.0;0.0;0.14285714285714285;0.0;0.3333333333333333;0.7142857142857143;0.0;0.0;0.13333333333333333;0.13333333333333333;0.10526315789473684;0.13333333333333333;0.14285714285714285;0.0;0.13333333333333333
GO:0010800;0.43478260869565216;0.7692307692307693;0.08695652173913043;0.8695652173913043;0.3333333333333333;0.0;0.42105263157894735;0.42105263157894735;0.4444444444444444;0.47058823529411764;0.4444444444444444;0.0;0.0;0.0;0.9090909090909091;0.8181818181818182;0.0;0.42105263157894735;0.0;0.0;0.10526315789473684;0.45454545454545453;0.4;0.08;0.47058823529411764;0.5882352941176471;0.5;0.0;0.5217391304347826;0.0;0.08695652173913043;0.47619047619047616;0.38095238095238093;0.45454545454545453;0.4444444444444444;0.3157894736842105;0.09090909090909091;0.9090909090909091;0.0;0.4444444444444444;0.47619047619047616;0.0;1.0;0.38095238095238093;0.5263157894736842;0.0;0.0;0.0;0.23529411764705882;0.0;0.38095238095238093;0.10526315789473684;0.6666666666666666;0.0;0.8181818181818182;0.42105263157894735;0.08333333333333333;0.0;0.47619047619047616;0.4;0.0;0.7272727272727273;0.4444444444444444;0.4444444444444444;0.4444444444444444;0.0;0.32;0.08333333333333333;0.0;0.0;0.43478260869565216;0.5263157894736842;0.0;0.4444444444444444;0.08;0.47058823529411764;0.4444444444444444;0.0;0.42105263157894735;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.45454545454545453;0.4444444444444444;0.0;0.42105263157894735;0.0;0.0;0.5263157894736842;0.8695652173913043;0.42105263157894735;0.0;0.0;0.42105263157894735;0.0;0.0;0.0
GO:0032012;0.36363636363636365;0.32;0.09090909090909091;0.6363636363636364;0.2608695652173913;0.0;0.3333333333333333;0.3333333333333333;0.35294117647058826;0.375;0.35294117647058826;0.0;0.0;0.0;0.38095238095238093;0.38095238095238093;0.0;0.4444444444444444;0.0;0.0;0.1111111111111111;0.38095238095238093;0.42105263157894735;0.08333333333333333;0.5;0.5;0.7368421052631579;0.0;0.36363636363636365;0.0;0.09090909090909091;0.4;0.4;0.38095238095238093;0.47058823529411764;0.4444444444444444;0.09523809523809523;0.38095238095238093;0.0;0.11764705882352941;0.4;0.0;0.38095238095238093;1.0;0.4444444444444444;0.0;0.0;0.0;0.25;0.0;0.4;0.1111111111111111;0.08695652173913043;0.0;0.38095238095238093;0.3333333333333333;0.08695652173913043;0.0;0.4;0.42105263157894735;0.0;0.38095238095238093;0.11764705882352941;0.7058823529411765;0.35294117647058826;0.0;0.3333333333333333;0.08695652173913043;0.0;0.0;0.36363636363636365;0.6666666666666666;0.0;0.35294117647058826;0.08333333333333333;0.5;0.35294117647058826;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.11764705882352941;0.0;0.38095238095238093;0.35294117647058826;0.0;0.4444444444444444;0.0;0.0;0.4444444444444444;0.6363636363636364;0.1111111111111111;0.0;0.0;0.1111111111111111;0.0;0.0;0.0
GO:0001938;0.5;0.34782608695652173;0.1;0.5;0.38095238095238093;0.0;0.5;0.5;0.5333333333333333;0.5714285714285714;0.5333333333333333;0.0;0.0;0.0;0.5263157894736842;0.5263157894736842;0.0;0.5;0.0;0.0;0.125;0.631578947368421;0.47058823529411764;0.09090909090909091;0.5714285714285714;0.8571428571428571;0.5882352941176471;0.0;0.4;0.0;0.1;0.5555555555555556;0.4444444444444444;0.631578947368421;0.6666666666666666;0.375;0.10526315789473684;0.5263157894736842;0.0;0.5333333333333333;0.6666666666666666;0.0;0.5263157894736842;0.4444444444444444;1.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.4444444444444444;0.125;0.09523809523809523;0.0;0.5263157894736842;0.5;0.09523809523809523;0.0;0.6666666666666666;0.47058823529411764;0.0;0.42105263157894735;0.5333333333333333;0.5333333333333333;0.5333333333333333;0.0;0.36363636363636365;0.09523809523809523;0.0;0.0;0.4;0.625;0.0;0.5333333333333333;0.09090909090909091;0.5714285714285714;0.5333333333333333;0.0;0.125;0.0;0.0;0.0;0.0;0.5333333333333333;0.0;0.42105263157894735;0.5333333333333333;0.0;0.5;0.0;0.0;0.625;0.5;0.125;0.0;0.0;0.125;0.0;0.0;0.0
GO:0015812;0.0;0.0;0.0;0.0;0.0;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5263157894736842;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42105263157894735;0.0
GO:0071305;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23529411764705882;0.23529411764705882;0.0;0.0;0.2;0.0;0.0;0.125;0.23529411764705882;0.0;0.3333333333333333;0.17391304347826086;0.0;0.0;0.0;0.0;0.0;0.0;0.19047619047619047;0.0;0.21052631578947367;0.0;0.0;0.0;0.2;0.0;0.11764705882352941;0.25;0.0;0.125;0.0;0.0;0.0;0.0;1.0;0.21052631578947367;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.18181818181818182;0.10526315789473684;0.0;0.0;0.21052631578947367;0.0;0.25;0.0;0.0;0.23529411764705882;0.0;0.18181818181818182;0.25;0.5333333333333333;0.0;0.0;0.625;0.0;0.17391304347826086;0.0;0.0;0.0;0.23529411764705882;0.19047619047619047;0.10526315789473684;0.26666666666666666;0.3076923076923077;0.25;0.2222222222222222;0.0;0.0;0.625;0.0;0.2857142857142857;0.25;0.0;0.0;0.23529411764705882;0.23529411764705882;0.19047619047619047;0.23529411764705882;0.625;0.0;0.5882352941176471
GO:0018108;0.0;0.0;0.7272727272727273;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9523809523809523;0.0;0.3333333333333333;0.11764705882352941;0.2222222222222222;0.0;0.21052631578947367;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.47058823529411764;0.18181818181818182;0.0;0.8;0.0;0.0;0.0;0.19047619047619047;0.0;0.4444444444444444;0.23529411764705882;0.0;0.11764705882352941;0.0;0.0;0.0;0.0;0.21052631578947367;1.0;0.0;0.35294117647058826;0.0;0.0;0.34782608695652173;0.21052631578947367;0.0;0.0;0.17391304347826086;0.1;0.0;0.0;0.5;0.0;0.23529411764705882;0.0;0.0;0.4444444444444444;0.0;0.17391304347826086;0.7058823529411765;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.35294117647058826;0.2222222222222222;0.6363636363636364;0.4;0.25;0.2857142857142857;0.23529411764705882;0.5263157894736842;0.0;0.0;0.11764705882352941;0.0;0.0;0.23529411764705882;0.0;0.0;0.2222222222222222;0.3333333333333333;0.6363636363636364;0.2222222222222222;0.11764705882352941;0.0;0.2222222222222222
GO:0032092;0.2222222222222222;0.19047619047619047;0.1111111111111111;0.2222222222222222;0.42105263157894735;0.0;0.2857142857142857;0.2857142857142857;0.3076923076923077;0.3333333333333333;0.3076923076923077;0.0;0.0;0.0;0.23529411764705882;0.23529411764705882;0.0;0.2857142857142857;0.0;0.0;0.14285714285714285;0.23529411764705882;0.13333333333333333;0.1;0.3333333333333333;0.3333333333333333;0.26666666666666666;0.0;0.2222222222222222;0.0;0.1111111111111111;0.25;0.125;0.23529411764705882;0.3076923076923077;0.2857142857142857;0.11764705882352941;0.23529411764705882;0.0;0.15384615384615385;0.25;0.0;0.23529411764705882;0.25;0.2857142857142857;0.0;0.0;0.0;1.0;0.0;0.25;0.14285714285714285;0.10526315789473684;0.0;0.23529411764705882;0.2857142857142857;0.10526315789473684;0.0;0.25;0.26666666666666666;0.0;0.35294117647058826;0.15384615384615385;0.46153846153846156;0.3076923076923077;0.0;0.2;0.10526315789473684;0.0;0.0;0.2222222222222222;0.2857142857142857;0.0;0.3076923076923077;0.1;0.3333333333333333;0.3076923076923077;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.23529411764705882;0.3076923076923077;0.0;0.2857142857142857;0.0;0.0;0.2857142857142857;0.2222222222222222;0.14285714285714285;0.0;0.0;0.14285714285714285;0.0;0.0;0.0
GO:0006004;0.0;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.11764705882352941;0.0;0.0;0.0;0.0;0.0;0.26666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.35294117647058826;0.0;1.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23529411764705882;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.3157894736842105;0.23529411764705882;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.3157894736842105;0.0;0.0;0.0;0.0
GO:1904417;0.36363636363636365;0.24;0.09090909090909091;0.45454545454545453;0.34782608695652173;0.0;0.4444444444444444;0.4444444444444444;0.47058823529411764;0.5;0.47058823529411764;0.0;0.0;0.0;0.38095238095238093;0.38095238095238093;0.0;0.7777777777777778;0.0;0.0;0.1111111111111111;0.38095238095238093;0.3157894736842105;0.08333333333333333;0.375;0.5;0.5263157894736842;0.0;0.36363636363636365;0.0;0.09090909090909091;0.4;0.1;0.38095238095238093;0.35294117647058826;0.4444444444444444;0.09523809523809523;0.38095238095238093;0.0;0.11764705882352941;0.4;0.0;0.38095238095238093;0.4;0.4444444444444444;0.0;0.0;0.0;0.25;0.0;1.0;0.1111111111111111;0.08695652173913043;0.0;0.38095238095238093;0.4444444444444444;0.08695652173913043;0.0;0.4;0.3157894736842105;0.0;0.19047619047619047;0.11764705882352941;0.47058823529411764;0.47058823529411764;0.0;0.4166666666666667;0.08695652173913043;0.0;0.0;0.2727272727272727;0.5555555555555556;0.0;0.47058823529411764;0.08333333333333333;0.625;0.47058823529411764;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.11764705882352941;0.0;0.2857142857142857;0.47058823529411764;0.0;0.3333333333333333;0.0;0.0;0.4444444444444444;0.45454545454545453;0.1111111111111111;0.0;0.0;0.1111111111111111;0.0;0.0;0.0
GO:0043029;0.1;0.08695652173913043;0.1;0.1;0.09523809523809523;0.0;0.125;0.125;0.13333333333333333;0.14285714285714285;0.13333333333333333;0.2857142857142857;0.0;0.0;0.10526315789473684;0.10526315789473684;0.0;0.125;0.0;0.0;0.125;0.10526315789473684;0.11764705882352941;0.09090909090909091;0.14285714285714285;0.14285714285714285;0.11764705882352941;0.0;0.1;0.0;0.1;0.1111111111111111;0.1111111111111111;0.10526315789473684;0.13333333333333333;0.125;0.10526315789473684;0.10526315789473684;0.0;0.13333333333333333;0.1111111111111111;0.26666666666666666;0.10526315789473684;0.1111111111111111;0.125;0.0;0.0;0.0;0.14285714285714285;0.0;0.1111111111111111;1.0;0.09523809523809523;0.23529411764705882;0.10526315789473684;0.125;0.09523809523809523;0.2222222222222222;0.1111111111111111;0.11764705882352941;0.0;0.10526315789473684;0.13333333333333333;0.13333333333333333;0.13333333333333333;0.0;0.09090909090909091;0.09523809523809523;0.0;0.0;0.1;0.125;0.0;0.13333333333333333;0.09090909090909091;0.14285714285714285;0.13333333333333333;0.0;0.125;0.0;0.0;0.0;0.0;0.13333333333333333;0.0;0.10526315789473684;0.13333333333333333;0.0;0.125;0.3076923076923077;0.26666666666666666;0.125;0.1;0.125;0.0;0.0;0.125;0.0;0.0;0.0
GO:0097202;0.08;0.07142857142857142;0.08;0.64;0.07692307692307693;0.0;0.09523809523809523;0.09523809523809523;0.1;0.10526315789473684;0.1;0.0;0.0;0.0;0.6666666666666666;0.6666666666666666;0.08333333333333333;0.09523809523809523;0.2857142857142857;0.0;0.09523809523809523;0.08333333333333333;0.09090909090909091;0.07407407407407407;0.10526315789473684;0.10526315789473684;0.09090909090909091;0.0;0.08;0.4;0.08;0.08695652173913043;0.08695652173913043;0.08333333333333333;0.1;0.09523809523809523;0.08333333333333333;0.6666666666666666;0.09523809523809523;0.1;0.08695652173913043;0.0;0.6666666666666666;0.08695652173913043;0.09523809523809523;0.0;0.0;0.34782608695652173;0.10526315789473684;0.2;0.08695652173913043;0.09523809523809523;1.0;0.0;0.6666666666666666;0.09523809523809523;0.07692307692307693;0.0;0.08695652173913043;0.09090909090909091;0.34782608695652173;0.08333333333333333;0.1;0.1;0.1;0.38095238095238093;0.07407407407407407;0.07692307692307693;0.4;0.0;0.08;0.09523809523809523;0.0;0.1;0.07407407407407407;0.10526315789473684;0.1;0.3;0.09523809523809523;0.32;0.34782608695652173;0.0;0.0;0.1;0.36363636363636365;0.08333333333333333;0.1;0.0;0.09523809523809523;0.0;0.0;0.09523809523809523;0.64;0.09523809523809523;0.2857142857142857;0.32;0.09523809523809523;0.0;0.0;0.0
GO:0001866;0.0;0.0;0.09523809523809523;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.26666666666666666;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.125;0.11764705882352941;0.0;0.2222222222222222;0.08695652173913043;0.0;0.0;0.0;0.0;0.0;0.0;0.09523809523809523;0.0;0.10526315789473684;0.0;0.0;0.0;0.1;0.0;0.11764705882352941;0.125;0.0;0.625;0.0;0.0;0.0;0.0;0.2222222222222222;0.21052631578947367;0.0;0.0;0.0;0.23529411764705882;0.0;1.0;0.0;0.0;0.09090909090909091;0.21052631578947367;0.0;0.0;0.10526315789473684;0.0;0.125;0.0;0.0;0.23529411764705882;0.0;0.09090909090909091;0.25;0.0;0.0;0.0;0.0;0.0;0.08695652173913043;0.0;0.0;0.0;0.11764705882352941;0.19047619047619047;0.10526315789473684;0.26666666666666666;0.15384615384615385;0.125;0.1111111111111111;0.0;0.0;0.125;0.0;0.2857142857142857;0.875;0.0;0.0;0.11764705882352941;0.11764705882352941;0.19047619047619047;0.11764705882352941;0.125;0.0;0.23529411764705882
GO:0031398;0.43478260869565216;0.3076923076923077;0.08695652173913043;0.782608695652174;0.3333333333333333;0.0;0.42105263157894735;0.42105263157894735;0.4444444444444444;0.47058823529411764;0.4444444444444444;0.0;0.0;0.0;0.8181818181818182;0.8181818181818182;0.0;0.42105263157894735;0.0;0.0;0.10526315789473684;0.45454545454545453;0.4;0.08;0.47058823529411764;0.5882352941176471;0.5;0.0;0.5217391304347826;0.0;0.08695652173913043;0.47619047619047616;0.38095238095238093;0.45454545454545453;0.4444444444444444;0.3157894736842105;0.09090909090909091;0.8181818181818182;0.0;0.4444444444444444;0.47619047619047616;0.0;0.8181818181818182;0.38095238095238093;0.5263157894736842;0.0;0.0;0.0;0.23529411764705882;0.0;0.38095238095238093;0.10526315789473684;0.6666666666666666;0.0;1.0;0.42105263157894735;0.08333333333333333;0.0;0.47619047619047616;0.4;0.0;0.7272727272727273;0.4444444444444444;0.4444444444444444;0.4444444444444444;0.0;0.32;0.08333333333333333;0.0;0.0;0.43478260869565216;0.5263157894736842;0.0;0.4444444444444444;0.08;0.47058823529411764;0.4444444444444444;0.0;0.42105263157894735;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.45454545454545453;0.4444444444444444;0.0;0.42105263157894735;0.0;0.0;0.5263157894736842;0.782608695652174;0.42105263157894735;0.0;0.0;0.42105263157894735;0.0;0.0;0.0
GO:0032760;0.6;0.2608695652173913;0.1;0.4;0.38095238095238093;0.0;0.75;0.75;0.8;0.7142857142857143;0.8;0.0;0.0;0.0;0.42105263157894735;0.42105263157894735;0.0;0.5;0.0;0.0;0.125;0.42105263157894735;0.35294117647058826;0.09090909090909091;0.42857142857142855;0.5714285714285714;0.47058823529411764;0.0;0.4;0.0;0.1;0.5555555555555556;0.1111111111111111;0.42105263157894735;0.4;0.375;0.10526315789473684;0.42105263157894735;0.0;0.13333333333333333;0.4444444444444444;0.0;0.42105263157894735;0.3333333333333333;0.5;0.0;0.0;0.0;0.2857142857142857;0.0;0.4444444444444444;0.125;0.09523809523809523;0.0;0.42105263157894735;1.0;0.09523809523809523;0.0;0.4444444444444444;0.47058823529411764;0.0;0.21052631578947367;0.13333333333333333;0.26666666666666666;0.8;0.0;0.36363636363636365;0.09523809523809523;0.0;0.0;0.3;0.5;0.0;0.8;0.09090909090909091;0.5714285714285714;0.8;0.0;0.125;0.0;0.0;0.0;0.0;0.13333333333333333;0.0;0.3157894736842105;0.8;0.0;0.375;0.0;0.0;0.5;0.4;0.125;0.0;0.0;0.125;0.0;0.0;0.0
GO:0034142;0.08;0.07142857142857142;0.08;0.08;0.07692307692307693;0.0;0.09523809523809523;0.09523809523809523;0.1;0.10526315789473684;0.1;0.10526315789473684;0.0;0.0;0.08333333333333333;0.08333333333333333;0.08333333333333333;0.09523809523809523;0.0;0.1;0.09523809523809523;0.08333333333333333;0.18181818181818182;0.07407407407407407;0.10526315789473684;0.10526315789473684;0.09090909090909091;0.0;0.08;0.0;0.08;0.08695652173913043;0.08695652173913043;0.08333333333333333;0.1;0.09523809523809523;0.08333333333333333;0.08333333333333333;0.09523809523809523;0.1;0.08695652173913043;0.1;0.08333333333333333;0.08695652173913043;0.09523809523809523;0.0;0.18181818181818182;0.17391304347826086;0.10526315789473684;0.0;0.08695652173913043;0.09523809523809523;0.07692307692307693;0.09090909090909091;0.08333333333333333;0.09523809523809523;1.0;0.08695652173913043;0.08695652173913043;0.09090909090909091;0.08695652173913043;0.08333333333333333;0.1;0.1;0.1;0.19047619047619047;0.4444444444444444;0.07692307692307693;0.2;0.0;0.08;0.09523809523809523;0.0;0.1;0.07407407407407407;0.631578947368421;0.1;0.0;0.09523809523809523;0.16;0.08695652173913043;0.21052631578947367;0.11764705882352941;0.1;0.09090909090909091;0.08333333333333333;0.1;0.1;0.09523809523809523;0.1111111111111111;0.1;0.09523809523809523;0.08;0.09523809523809523;0.09523809523809523;0.16;0.09523809523809523;0.1;0.0;0.19047619047619047
GO:0043312;0.0;0.0;0.09090909090909091;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.09523809523809523;0.0;0.0;0.11764705882352941;0.1111111111111111;0.0;0.10526315789473684;0.08333333333333333;0.0;0.0;0.0;0.10526315789473684;0.0;0.0;0.09090909090909091;0.0;0.1;0.0;0.0;0.0;0.09523809523809523;0.0;0.1111111111111111;0.11764705882352941;0.0;0.11764705882352941;0.0;0.0;0.0;0.1;0.10526315789473684;0.1;0.0;0.0;0.0;0.2222222222222222;0.0;0.21052631578947367;0.0;0.0;0.08695652173913043;1.0;0.0;0.0;0.1;0.0;0.11764705882352941;0.0;0.0;0.1111111111111111;0.0;0.08695652173913043;0.11764705882352941;0.0;0.0;0.0;0.0;0.0;0.08333333333333333;0.0;0.0;0.0;0.1111111111111111;0.09090909090909091;0.1;0.125;0.14285714285714285;0.11764705882352941;0.10526315789473684;0.0;0.0;0.11764705882352941;0.0;0.26666666666666666;0.23529411764705882;0.0;0.0;0.1111111111111111;0.1111111111111111;0.09090909090909091;0.1111111111111111;0.11764705882352941;0.10526315789473684;0.1111111111111111
GO:0042102;0.36363636363636365;0.32;0.09090909090909091;0.36363636363636365;0.34782608695652173;0.0;0.4444444444444444;0.4444444444444444;0.47058823529411764;0.5;0.47058823529411764;0.0;0.0;0.0;0.47619047619047616;0.47619047619047616;0.0;0.4444444444444444;0.0;0.0;0.1111111111111111;0.9523809523809523;0.42105263157894735;0.08333333333333333;0.5;0.75;0.42105263157894735;0.0;0.36363636363636365;0.0;0.09090909090909091;0.8;0.4;0.9523809523809523;0.5882352941176471;0.4444444444444444;0.09523809523809523;0.47619047619047616;0.0;0.11764705882352941;0.9;0.0;0.47619047619047616;0.4;0.6666666666666666;0.0;0.0;0.0;0.25;0.0;0.4;0.1111111111111111;0.08695652173913043;0.0;0.47619047619047616;0.4444444444444444;0.08695652173913043;0.0;1.0;0.8421052631578947;0.0;0.38095238095238093;0.47058823529411764;0.47058823529411764;0.47058823529411764;0.0;0.75;0.08695652173913043;0.0;0.0;0.36363636363636365;0.4444444444444444;0.0;0.47058823529411764;0.08333333333333333;0.625;0.47058823529411764;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.47058823529411764;0.0;0.38095238095238093;0.47058823529411764;0.0;0.4444444444444444;0.0;0.0;0.5555555555555556;0.36363636363636365;0.1111111111111111;0.0;0.0;0.1111111111111111;0.0;0.0;0.0
GO:0045580;0.38095238095238093;0.3333333333333333;0.09523809523809523;0.38095238095238093;0.2727272727272727;0.0;0.47058823529411764;0.47058823529411764;0.5;0.5333333333333333;0.5;0.0;0.0;0.0;0.4;0.4;0.0;0.35294117647058826;0.0;0.0;0.11764705882352941;0.8;0.4444444444444444;0.08695652173913043;0.5333333333333333;0.5333333333333333;0.4444444444444444;0.0;0.38095238095238093;0.0;0.09523809523809523;0.8421052631578947;0.42105263157894735;0.8;0.5;0.47058823529411764;0.1;0.4;0.0;0.5;0.7368421052631579;0.0;0.4;0.42105263157894735;0.47058823529411764;0.0;0.0;0.0;0.26666666666666666;0.0;0.3157894736842105;0.11764705882352941;0.09090909090909091;0.0;0.4;0.47058823529411764;0.09090909090909091;0.0;0.8421052631578947;1.0;0.0;0.4;0.5;0.5;0.5;0.0;0.782608695652174;0.09090909090909091;0.0;0.0;0.38095238095238093;0.47058823529411764;0.0;0.5;0.08695652173913043;0.5333333333333333;0.5;0.0;0.11764705882352941;0.0;0.0;0.0;0.0;0.5;0.0;0.4;0.5;0.0;0.47058823529411764;0.0;0.0;0.47058823529411764;0.38095238095238093;0.11764705882352941;0.0;0.0;0.11764705882352941;0.0;0.0;0.0
GO:0043161;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09523809523809523;0.0;0.3333333333333333;0.11764705882352941;0.1111111111111111;0.0;0.21052631578947367;0.08333333333333333;0.0;0.0;0.0;0.0;0.0;0.5882352941176471;0.09090909090909091;0.0;0.1;0.0;0.0;0.0;0.09523809523809523;0.0;0.1111111111111111;0.11764705882352941;0.0;0.11764705882352941;0.0;0.0;0.0;0.0;0.21052631578947367;0.5;0.0;0.23529411764705882;0.0;0.0;0.34782608695652173;0.10526315789473684;0.0;0.0;0.08695652173913043;0.1;0.0;0.0;1.0;0.0;0.11764705882352941;0.0;0.0;0.4444444444444444;0.0;0.08695652173913043;0.7058823529411765;0.0;0.0;0.0;0.0;0.0;0.08333333333333333;0.0;0.0;0.47058823529411764;0.1111111111111111;0.45454545454545453;0.4;0.25;0.14285714285714285;0.11764705882352941;0.9473684210526315;0.0;0.0;0.11764705882352941;0.0;0.0;0.11764705882352941;0.0;0.0;0.1111111111111111;0.4444444444444444;0.45454545454545453;0.1111111111111111;0.11764705882352941;0.0;0.2222222222222222
GO:0032515;0.34782608695652173;0.3076923076923077;0.08695652173913043;0.6956521739130435;0.25;0.0;0.21052631578947367;0.21052631578947367;0.2222222222222222;0.23529411764705882;0.2222222222222222;0.0;0.0;0.0;0.7272727272727273;0.7272727272727273;0.0;0.21052631578947367;0.0;0.0;0.10526315789473684;0.36363636363636365;0.5;0.08;0.47058823529411764;0.47058823529411764;0.4;0.0;0.43478260869565216;0.0;0.08695652173913043;0.38095238095238093;0.09523809523809523;0.36363636363636365;0.5555555555555556;0.21052631578947367;0.09090909090909091;0.7272727272727273;0.0;0.1111111111111111;0.38095238095238093;0.0;0.7272727272727273;0.38095238095238093;0.42105263157894735;0.0;0.0;0.0;0.35294117647058826;0.0;0.19047619047619047;0.10526315789473684;0.08333333333333333;0.0;0.7272727272727273;0.21052631578947367;0.08333333333333333;0.0;0.38095238095238093;0.4;0.0;1.0;0.1111111111111111;0.3333333333333333;0.2222222222222222;0.0;0.16;0.08333333333333333;0.0;0.0;0.5217391304347826;0.42105263157894735;0.0;0.2222222222222222;0.08;0.23529411764705882;0.2222222222222222;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.45454545454545453;0.2222222222222222;0.0;0.5263157894736842;0.0;0.0;0.42105263157894735;0.6956521739130435;0.10526315789473684;0.0;0.0;0.10526315789473684;0.0;0.0;0.0
