;GO:0006281;GO:0036498;GO:0030031;GO:0045766;GO:0008589;GO:0050796;GO:0050672;GO:0000186;GO:0000184;GO:0045892;GO:0001701;GO:0045893;GO:0000060;GO:0032201;GO:0032204;GO:0007268;GO:0042267;GO:0046621;GO:0071361;GO:0032438;GO:0045540;GO:0071243;GO:0033522;GO:0034058;GO:0043923;GO:0006260;GO:1900034;GO:0008203;GO:0043123;GO:0097192;GO:0000398;GO:0042832;GO:0002223;GO:0000045;GO:0000165;GO:0007229;GO:0048384;GO:0048147;GO:2000134;GO:0032782;GO:0033194;GO:0070979;GO:1904761;GO:0006397;GO:0000294;GO:0001933;GO:0030595;GO:2001235;GO:0007050;GO:0008380;GO:0061418;GO:0051292;GO:0043666;GO:0060687;GO:0043547;GO:0032922;GO:0051289;GO:0018076;GO:0051607;GO:0016573;GO:0019048;GO:0032007;GO:0010591;GO:0032481;GO:1901796;GO:0000422;GO:0006656;GO:0006406;GO:0051058;GO:0015918;GO:2001016;GO:0071447;GO:0015914;GO:0050767;GO:0008360;GO:0045747;GO:1904837;GO:1904828;GO:0050770;GO:0032465;GO:0034644;GO:0100057;GO:0051865;GO:0090403;GO:1903077;GO:0070936;GO:2000074;GO:0007169;GO:0045994;GO:0007288;GO:0046604;GO:0045637;GO:0006513;GO:0006995;GO:0006511;GO:0071222;GO:0071347;GO:0031124;GO:0070498;GO:0015031;GO:0008064;GO:1901985;GO:0060528;GO:0090050;GO:0032968;GO:0001666;GO:0035556;GO:0000902;GO:0006699;GO:0045141;GO:0051497;GO:0006449;GO:0015711;GO:0051017;GO:0033128;GO:0033364;GO:0008285;GO:1905564;GO:0042795;GO:1901522;GO:0042796;GO:0045944;GO:0045945;GO:0043401;GO:0006301;GO:0001893;GO:0006417;GO:0051026;GO:2000778;GO:0001649;GO:0034446;GO:0051028;GO:0016236;GO:2000772;GO:0016358;GO:2000773;GO:0008298;GO:0043536;GO:0080009;GO:0097352;GO:1903828;GO:0010923;GO:0035360;GO:0055012;GO:0042176;GO:0006366;GO:0046777;GO:0006367;GO:0006368;GO:0032526;GO:0000381;GO:0035357;GO:0072703;GO:1904780;GO:0090263;GO:0007221;GO:0042742;GO:0043951;GO:1900745;GO:0010508;GO:0010629;GO:0043161;GO:0070193;GO:0007219;GO:0071044;GO:0070076;GO:0032510;GO:0018105;GO:0030213;GO:0030336;GO:2000323;GO:0061158;GO:0006344;GO:0042753;GO:0000122;GO:0032869;GO:0060070;GO:0035335;GO:0031532;GO:0015721;GO:0035331;GO:0042769;GO:0006351;GO:0031098;GO:1904685;GO:0006470;GO:0045599;GO:0000245;GO:1904209;GO:0006357;GO:0000132;GO:0010845;GO:0043066;GO:0043065;GO:0071864;GO:0034115;GO:0070534
GO:0030336;0.0;0.43852901558847923;0.0;0.4;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.2830074998557688;0.3660149997115376;0.43852901558847923;0.0;0.3660149997115376;0.0;0.43852901558847923;0.43852901558847923;0.0;0.0;0.5356143810225276;0.0;0.0;0.4;0.0;0.0;0.0;0.43852901558847923;0.0;0.48300749985576874;0.0;0.3660149997115376;0.43852901558847923;0.0;0.0;0.43852901558847923;0.0;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.5356143810225276;0.43852901558847923;0.0;0.0;0.0;0.5356143810225276;0.0;0.3660149997115376;0.43852901558847923;0.0;0.4;0.5356143810225276;0.0;0.43852901558847923;0.0;0.3660149997115376;0.48300749985576874;0.3356143810225276;0.4;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.4;0.4;0.4;0.0;0.0;0.0;0.43852901558847923;0.0;0.43852901558847923;0.0;0.0;0.43852901558847923;0.43852901558847923;0.4;0.0;0.4;0.43852901558847923;0.48300749985576874;0.0;0.48300749985576874;0.0;0.0;0.48300749985576874;0.0;0.43852901558847923;0.43852901558847923;0.3356143810225276;0.0;0.3660149997115376;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.4;0.3660149997115376;0.0;0.48300749985576874;0.3081136762725405;0.0;0.48300749985576874;0.0;0.0;0.0;0.43852901558847923;0.43852901558847923;0.0;0.0;0.3660149997115376;0.0;0.6000000000000001;0.3660149997115376;0.0;0.43852901558847923;0.0;0.3356143810225276;0.3356143810225276;0.43852901558847923;0.0;0.0;0.43852901558847923;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.5356143810225276;0.0;0.5356143810225276;0.0;0.0;0.6000000000000001;0.4;0.4;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.3356143810225276;0.43852901558847923;0.0;0.5356143810225276;0.3660149997115376;0.5356143810225276;0.0;0.43852901558847923;0.3660149997115376;0.4;0.48300749985576874;0.0;0.0;0.43852901558847923;0.3660149997115376;0.0;0.0;0.0;0.0;1.0;0.43852901558847923;0.4;0.0;0.48300749985576874;0.4;0.0;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.43852901558847923;0.3081136762725405;0.0;0.5356143810225276;0.0;0.3356143810225276;0.3660149997115376;0.0;0.3356143810225276;0.48300749985576874;0.4;0.43852901558847923;0.48300749985576874;0.0
GO:2000323;0.0;0.4;0.0;0.3660149997115376;0.6000000000000001;0.43852901558847923;0.4;0.4;0.3356143810225276;0.4;0.0;0.3356143810225276;0.0;0.4;0.4;0.0;0.0;0.48300749985576874;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.4;0.0;0.43852901558847923;0.0;0.48300749985576874;0.4;0.0;0.0;0.4;0.0;0.4;0.4;0.4;0.48300749985576874;0.4;0.0;0.0;0.0;0.48300749985576874;0.0;0.3356143810225276;0.4;0.0;0.5356143810225276;0.48300749985576874;0.0;0.4;0.0;0.3356143810225276;0.43852901558847923;0.3081136762725405;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.3660149997115376;0.3660149997115376;0.5356143810225276;0.0;0.0;0.0;0.6000000000000001;0.0;0.4;0.0;0.0;0.4;0.4;0.5356143810225276;0.0;0.3660149997115376;0.4;0.43852901558847923;0.0;0.43852901558847923;0.0;0.0;0.43852901558847923;0.0;0.4;0.4;0.3081136762725405;0.0;0.3356143810225276;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.3660149997115376;0.3356143810225276;0.0;0.3081136762725405;0.2830074998557688;0.0;0.43852901558847923;0.0;0.0;0.0;0.4;0.4;0.0;0.0;0.3356143810225276;0.0;0.5356143810225276;0.3356143810225276;0.0;0.4;0.0;0.3081136762725405;0.3081136762725405;0.4;0.0;0.0;0.4;0.0;0.3356143810225276;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.6000000000000001;0.0;0.3356143810225276;0.0;0.0;0.5356143810225276;0.3660149997115376;0.5356143810225276;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.3081136762725405;0.4;0.0;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.0;0.6000000000000001;0.4;0.3660149997115376;0.43852901558847923;0.0;0.0;0.4;0.3356143810225276;0.0;0.0;0.0;0.0;0.43852901558847923;1.0;0.3660149997115376;0.0;0.43852901558847923;0.3660149997115376;0.0;0.4;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.4;0.2830074998557688;0.0;0.48300749985576874;0.0;0.3081136762725405;0.3356143810225276;0.0;0.3081136762725405;0.43852901558847923;0.3660149997115376;0.4;0.43852901558847923;0.0
GO:0061158;0.0;0.3660149997115376;0.0;0.3660149997115376;0.3660149997115376;0.4;0.3660149997115376;0.3356143810225276;0.48300749985576874;0.6000000000000001;0.0;0.48300749985576874;0.0;0.43852901558847923;0.5356143810225276;0.0;0.0;0.4;0.0;0.0;0.4;0.0;0.0;0.0;0.3660149997115376;0.0;0.4;0.0;0.3660149997115376;0.3660149997115376;0.0;0.0;0.3356143810225276;0.0;0.3660149997115376;0.3660149997115376;0.3660149997115376;0.43852901558847923;0.3660149997115376;0.0;0.0;0.0;0.43852901558847923;0.0;0.48300749985576874;0.5356143810225276;0.0;0.4;0.43852901558847923;0.0;0.4;0.0;0.43852901558847923;0.3660149997115376;0.2599120563717816;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.3081136762725405;0.3660149997115376;0.3356143810225276;0.0;0.0;0.0;0.3660149997115376;0.0;0.43852901558847923;0.0;0.0;0.3660149997115376;0.5356143810225276;0.4;0.0;0.48300749985576874;0.3356143810225276;0.4;0.0;0.4;0.0;0.0;0.3660149997115376;0.0;0.3660149997115376;0.3356143810225276;0.48300749985576874;0.0;0.3660149997115376;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.3356143810225276;0.0;0.4;0.43852901558847923;0.0;0.3081136762725405;0.4;0.0;0.4;0.0;0.0;0.0;0.3660149997115376;0.6000000000000001;0.0;0.0;0.48300749985576874;0.0;0.48300749985576874;0.3660149997115376;0.0;0.4;0.0;0.43852901558847923;0.43852901558847923;0.3660149997115376;0.0;0.0;0.6830074998557688;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.4;0.0;0.43852901558847923;0.0;0.3356143810225276;0.0;0.0;0.43852901558847923;0.4;0.4;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.3660149997115376;0.0;0.4;0.3660149997115376;0.43852901558847923;0.0;0.3660149997115376;0.3356143810225276;0.6000000000000001;0.6830074998557688;0.0;0.0;0.3660149997115376;0.48300749985576874;0.0;0.0;0.0;0.0;0.4;0.3660149997115376;1.0;0.0;0.43852901558847923;0.5356143810225276;0.0;0.3356143810225276;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.3660149997115376;0.3660149997115376;0.0;0.43852901558847923;0.0;0.3356143810225276;0.48300749985576874;0.0;0.43852901558847923;0.4;0.4;0.43852901558847923;0.4;0.0
GO:0006344;0.5356143810225276;0.8;0.8;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.8;0.0;0.43852901558847923;0.0;0.0;0.5356143810225276;0.8;0.0;0.6000000000000001;0.8;0.8;0.0;0.5356143810225276;0.0;0.0;0.0;0.8;0.8;0.0;0.8;0.8;0.8;0.8;0.8;0.0;0.0;0.0;0.0;0.3356143810225276;0.0;0.8;0.4;0.0;0.8;0.0;0.8;0.8;0.8;0.8;0.0;0.0;0.0;0.0;0.8;0.8;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.48300749985576874;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.43852901558847923;0.8;0.3660149997115376;0.8;0.0;0.3356143810225276;0.0;0.8;0.0;0.8;0.0;0.0;0.3660149997115376;0.5356143810225276;0.8;0.8;0.48300749985576874;0.8;0.8;0.0;0.6000000000000001;0.0;0.8;0.0;0.0;0.0;0.8;0.8;0.48300749985576874;0.8;0.0;0.0;0.0;0.8;0.0;0.8;0.0;0.0;0.8;0.0;0.8;0.0;0.0;0.8;0.48300749985576874;0.0;0.0;0.8;0.0;0.8;0.8;0.0;0.6000000000000001;0.0;0.8;0.0;0.0;0.0;0.48300749985576874;0.8;0.0;0.0;0.0;0.8;0.0;0.8;0.43852901558847923;0.8;0.8;0.0;0.0;0.8;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.8;0.8;0.3660149997115376;0.8;0.0;0.43852901558847923;0.48300749985576874;0.0;0.0;0.0;1.0;0.0;0.0;0.43852901558847923;0.8;0.43852901558847923;0.6000000000000001;0.0;0.0;0.6000000000000001;0.8;0.8;0.0;0.48300749985576874;0.0;0.8;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.3356143810225276
GO:0042753;0.0;0.5356143810225276;0.0;0.6000000000000001;0.5356143810225276;0.4;0.43852901558847923;0.3660149997115376;0.3660149997115376;0.43852901558847923;0.0;0.5356143810225276;0.0;0.5356143810225276;0.5356143810225276;0.0;0.0;0.5356143810225276;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.5356143810225276;0.0;0.5356143810225276;0.0;0.5356143810225276;0.5356143810225276;0.0;0.0;0.5356143810225276;0.0;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.48300749985576874;0.4;0.0;0.0;0.0;0.48300749985576874;0.0;0.3660149997115376;0.4;0.0;0.6000000000000001;0.5356143810225276;0.0;0.5356143810225276;0.0;0.4;0.6000000000000001;0.4;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.48300749985576874;0.6000000000000001;0.48300749985576874;0.0;0.0;0.0;0.43852901558847923;0.0;0.6000000000000001;0.0;0.0;0.5356143810225276;0.5356143810225276;0.6000000000000001;0.0;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.0;0.5356143810225276;0.0;0.0;0.48300749985576874;0.0;0.48300749985576874;0.5356143810225276;0.43852901558847923;0.0;0.48300749985576874;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.43852901558847923;0.48300749985576874;0.0;0.48300749985576874;0.43852901558847923;0.0;0.5356143810225276;0.0;0.0;0.0;0.4;0.48300749985576874;0.0;0.0;0.3356143810225276;0.0;0.5356143810225276;0.48300749985576874;0.0;0.5356143810225276;0.0;0.48300749985576874;0.48300749985576874;0.5356143810225276;0.0;0.0;0.48300749985576874;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.5356143810225276;0.0;0.5356143810225276;0.0;0.0;0.6000000000000001;0.4;0.6000000000000001;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.4;0.5356143810225276;0.0;0.5356143810225276;0.5356143810225276;0.6830074998557688;0.0;0.43852901558847923;0.43852901558847923;0.5356143810225276;0.48300749985576874;0.0;0.0;0.5356143810225276;0.3660149997115376;0.0;0.0;0.0;0.0;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.0;1.0;0.4;0.0;0.5356143810225276;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.5356143810225276;0.4;0.0;0.48300749985576874;0.0;0.48300749985576874;0.43852901558847923;0.0;0.48300749985576874;0.43852901558847923;0.5356143810225276;0.6000000000000001;0.48300749985576874;0.0
GO:0000122;0.0;0.3660149997115376;0.0;0.3356143810225276;0.3660149997115376;0.3660149997115376;0.3660149997115376;0.2830074998557688;0.5356143810225276;1.0;0.0;0.6830074998557688;0.0;0.3660149997115376;0.48300749985576874;0.0;0.0;0.43852901558847923;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.4;0.0;0.4;0.0;0.3081136762725405;0.3660149997115376;0.0;0.0;0.3660149997115376;0.0;0.3660149997115376;0.3660149997115376;0.3660149997115376;0.43852901558847923;0.3660149997115376;0.0;0.0;0.0;0.43852901558847923;0.0;0.5356143810225276;0.43852901558847923;0.0;0.3356143810225276;0.43852901558847923;0.0;0.6830074998557688;0.0;0.3660149997115376;0.4;0.2830074998557688;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.3356143810225276;0.3356143810225276;0.3356143810225276;0.0;0.0;0.0;0.3660149997115376;0.0;0.3660149997115376;0.0;0.0;0.3660149997115376;0.3660149997115376;0.3356143810225276;0.0;0.48300749985576874;0.3660149997115376;0.4;0.0;0.4;0.0;0.0;0.4;0.0;0.3660149997115376;0.3660149997115376;0.43852901558847923;0.0;0.3081136762725405;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.3356143810225276;0.3660149997115376;0.0;0.2830074998557688;0.6830074998557688;0.0;0.4;0.0;0.0;0.0;0.3660149997115376;0.5356143810225276;0.0;0.0;0.4;0.0;0.48300749985576874;0.3081136762725405;0.0;0.6830074998557688;0.0;0.8;0.6000000000000001;0.3660149997115376;0.0;0.0;0.6000000000000001;0.0;0.3081136762725405;0.0;0.0;0.0;0.0;0.4;0.0;0.43852901558847923;0.0;0.3081136762725405;0.0;0.0;0.48300749985576874;0.4;0.3356143810225276;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.3660149997115376;0.0;0.43852901558847923;0.3081136762725405;0.6830074998557688;0.0;0.3660149997115376;0.3081136762725405;0.4;0.8;0.0;0.0;0.3660149997115376;0.5356143810225276;0.0;0.0;0.0;0.0;0.4;0.3660149997115376;0.5356143810225276;0.0;0.4;1.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.3660149997115376;0.3356143810225276;0.0;0.43852901558847923;0.0;0.2830074998557688;1.0;0.0;0.4;0.4;0.3356143810225276;0.3660149997115376;0.4;0.0
GO:0032869;0.4;0.48300749985576874;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.2599120563717816;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.2830074998557688;0.3660149997115376;0.0;0.5356143810225276;0.43852901558847923;0.0;0.5356143810225276;0.43852901558847923;0.43852901558847923;0.0;0.3356143810225276;0.0;0.0;0.0;0.43852901558847923;0.43852901558847923;0.3660149997115376;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.0;0.0;0.0;0.5356143810225276;0.21862188087829626;0.0;0.43852901558847923;0.2599120563717816;0.0;0.43852901558847923;0.0;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.43852901558847923;0.0;0.0;0.0;0.0;0.43852901558847923;0.43852901558847923;0.3660149997115376;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.3081136762725405;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.3356143810225276;0.43852901558847923;0.23852901558847928;0.48300749985576874;0.0;0.21862188087829626;0.0;0.43852901558847923;0.0;0.43852901558847923;0.0;0.0;0.23852901558847928;0.4;0.43852901558847923;0.6000000000000001;0.5356143810225276;0.43852901558847923;0.43852901558847923;0.0;0.3356143810225276;0.0;0.43852901558847923;0.0;0.0;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.3081136762725405;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;0.0;0.43852901558847923;0.0;0.0;0.43852901558847923;0.0;0.43852901558847923;0.0;0.0;0.43852901558847923;0.3660149997115376;0.0;0.0;0.43852901558847923;0.0;0.43852901558847923;0.43852901558847923;0.0;0.3660149997115376;0.0;0.43852901558847923;0.0;0.0;0.0;0.3081136762725405;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;0.0;0.43852901558847923;0.2830074998557688;0.43852901558847923;0.43852901558847923;0.5356143810225276;0.0;0.43852901558847923;0.6000000000000001;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.43852901558847923;0.3356143810225276;0.43852901558847923;0.23852901558847928;0.43852901558847923;0.0;0.2830074998557688;0.3081136762725405;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;1.0;0.43852901558847923;0.2830074998557688;0.3660149997115376;0.0;0.0;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.0;0.3081136762725405;0.0;0.43852901558847923;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.21862188087829626
GO:0060070;0.5356143810225276;0.8;0.8;0.43852901558847923;0.48300749985576874;0.43852901558847923;0.4;0.3356143810225276;0.4;0.4;0.0;0.4;0.0;0.8;0.6000000000000001;0.43852901558847923;0.0;0.48300749985576874;0.5356143810225276;0.8;0.43852901558847923;0.6000000000000001;0.8;0.8;0.8;0.5356143810225276;0.48300749985576874;0.0;0.4;0.8;0.8;0.0;0.8;0.8;0.8;0.8;0.8;0.43852901558847923;0.3660149997115376;0.0;0.0;0.3356143810225276;0.43852901558847923;0.8;0.4;0.3660149997115376;0.8;0.43852901558847923;0.8;0.8;0.8;0.8;0.43852901558847923;0.5356143810225276;0.43852901558847923;0.6830074998557688;0.8;0.8;0.0;0.8;0.0;0.4;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.6000000000000001;0.48300749985576874;0.0;0.4;0.0;0.43852901558847923;0.5356143810225276;0.0;0.8;0.6000000000000001;0.43852901558847923;0.8;0.4;0.8;0.48300749985576874;0.43852901558847923;0.8;0.3660149997115376;0.8;0.43852901558847923;0.3356143810225276;0.43852901558847923;0.8;0.3356143810225276;0.8;0.3660149997115376;0.48300749985576874;0.3660149997115376;0.5356143810225276;0.8;0.8;0.48300749985576874;0.8;0.8;0.0;0.5356143810225276;0.3660149997115376;0.8;0.3660149997115376;0.3356143810225276;0.0;0.8;0.8;0.48300749985576874;0.8;0.3660149997115376;0.43852901558847923;0.0;0.8;0.3081136762725405;0.8;0.48300749985576874;0.3660149997115376;0.8;0.8;0.8;0.3660149997115376;0.3660149997115376;0.8;0.48300749985576874;0.0;0.43852901558847923;0.8;0.4;0.8;0.8;0.0;0.6000000000000001;0.48300749985576874;0.8;0.48300749985576874;0.0;0.4;0.48300749985576874;0.8;0.5356143810225276;0.43852901558847923;0.43852901558847923;0.8;0.48300749985576874;0.8;0.43852901558847923;0.8;0.8;0.0;0.3660149997115376;0.8;0.5356143810225276;0.48300749985576874;0.4;0.8;0.0;0.4;0.3660149997115376;0.4;0.43852901558847923;0.8;0.5356143810225276;0.8;0.3660149997115376;0.8;0.0;0.43852901558847923;0.48300749985576874;0.43852901558847923;0.4;0.3356143810225276;0.8;0.5356143810225276;0.3660149997115376;0.43852901558847923;1.0;0.43852901558847923;0.6000000000000001;0.0;0.4;0.6000000000000001;0.8;0.8;0.3660149997115376;0.48300749985576874;0.43852901558847923;0.8;0.3660149997115376;0.4;0.8;0.3660149997115376;0.4;0.4;0.43852901558847923;0.43852901558847923;0.3356143810225276
GO:0035335;0.48300749985576874;0.43852901558847923;0.4;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.2830074998557688;0.0;0.0;0.3356143810225276;0.43852901558847923;0.0;0.3660149997115376;0.5356143810225276;0.4;0.0;0.48300749985576874;0.0;0.3660149997115376;0.0;0.43852901558847923;0.48300749985576874;0.0;0.43852901558847923;0.43852901558847923;0.5356143810225276;0.43852901558847923;0.43852901558847923;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.48300749985576874;0.3660149997115376;0.0;0.43852901558847923;0.0;0.43852901558847923;0.48300749985576874;0.43852901558847923;0.4;0.0;0.0;0.0;0.0;0.4;0.5356143810225276;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.4;0.43852901558847923;0.0;0.0;0.0;0.0;0.3356143810225276;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.2830074998557688;0.48300749985576874;0.48300749985576874;0.43852901558847923;0.0;0.43852901558847923;0.0;0.43852901558847923;0.0;0.43852901558847923;0.0;0.0;0.48300749985576874;0.3356143810225276;0.5356143810225276;0.4;0.3081136762725405;0.48300749985576874;0.43852901558847923;0.0;0.3356143810225276;0.0;0.4;0.0;0.0;0.0;0.43852901558847923;0.4;0.3660149997115376;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;0.0;0.43852901558847923;0.0;0.0;0.48300749985576874;0.0;0.48300749985576874;0.0;0.0;0.43852901558847923;0.43852901558847923;0.0;0.0;0.43852901558847923;0.0;0.4;0.43852901558847923;0.0;0.4;0.0;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;0.43852901558847923;0.0;0.0;0.0;0.4;0.0;0.48300749985576874;0.6000000000000001;0.48300749985576874;0.48300749985576874;0.0;0.0;0.43852901558847923;0.3356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.3356143810225276;0.43852901558847923;0.3660149997115376;0.5356143810225276;0.0;0.6000000000000001;0.3660149997115376;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.2830074998557688;0.43852901558847923;1.0;0.3660149997115376;0.0;0.0;0.3356143810225276;0.48300749985576874;0.43852901558847923;0.0;1.0;0.0;0.43852901558847923;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.43852901558847923
GO:0031532;0.43852901558847923;0.6000000000000001;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.3356143810225276;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.3660149997115376;0.0;0.0;0.43852901558847923;0.6000000000000001;0.0;0.48300749985576874;0.6000000000000001;0.5356143810225276;0.0;0.43852901558847923;0.0;0.0;0.0;0.6000000000000001;0.5356143810225276;0.0;0.6000000000000001;0.6000000000000001;0.6000000000000001;0.6000000000000001;0.6000000000000001;0.0;0.0;0.0;0.0;0.2830074998557688;0.0;0.5356143810225276;0.3356143810225276;0.0;0.6000000000000001;0.0;0.6000000000000001;0.5356143810225276;0.6000000000000001;0.5356143810225276;0.0;0.0;0.0;0.0;0.5356143810225276;0.5356143810225276;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.4;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.3660149997115376;0.5356143810225276;0.3081136762725405;0.6000000000000001;0.0;0.2830074998557688;0.0;0.6000000000000001;0.0;0.6000000000000001;0.0;0.0;0.3081136762725405;0.43852901558847923;0.6000000000000001;0.5356143810225276;0.4;0.5356143810225276;0.6000000000000001;0.0;0.43852901558847923;0.0;0.5356143810225276;0.0;0.0;0.0;0.6000000000000001;0.5356143810225276;0.3660149997115376;0.6000000000000001;0.0;0.0;0.0;0.6000000000000001;0.0;0.6000000000000001;0.0;0.0;0.5356143810225276;0.0;0.5356143810225276;0.0;0.0;0.6000000000000001;0.4;0.0;0.0;0.6000000000000001;0.0;0.5356143810225276;0.6000000000000001;0.0;0.48300749985576874;0.0;0.6000000000000001;0.0;0.0;0.0;0.4;0.6000000000000001;0.0;0.0;0.0;0.5356143810225276;0.0;0.5356143810225276;0.3660149997115376;0.6000000000000001;0.6000000000000001;0.0;0.0;0.6000000000000001;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.5356143810225276;0.6000000000000001;0.3081136762725405;0.6000000000000001;0.0;0.3660149997115376;0.4;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.3660149997115376;0.6000000000000001;0.3660149997115376;1.0;0.0;0.0;0.43852901558847923;0.5356143810225276;0.6000000000000001;0.0;0.4;0.0;0.6000000000000001;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.2830074998557688
