;GO:0014065;GO:1990090;GO:2000360;GO:0015031;GO:0006283;GO:0036092;GO:0046854;GO:0007257;GO:0000338;GO:0006165;GO:0008589;GO:0000462;GO:0000185;GO:0000184;GO:0046068;GO:0045892;GO:0045893;GO:0001701;GO:0015949;GO:0032729;GO:0034504;GO:0071418;GO:0050830;GO:0042307;GO:0021702;GO:0034463;GO:0050728;GO:1902600;GO:0006334;GO:0061844;GO:0051258;GO:0048010;GO:0001678;GO:0002922;GO:0048015;GO:0048255;GO:0071243;GO:2000368;GO:0034976;GO:0051897;GO:0032435;GO:0060265;GO:0060266;GO:0008286;GO:0043409;GO:0006780;GO:0030490;GO:0002181;GO:0006260;GO:0000715;GO:0008284;GO:0038095;GO:0006783;GO:0051272;GO:0045787;GO:0043124;GO:0038096;GO:0022900;GO:0006782;GO:0045944;GO:0043401;GO:0000398;GO:0006417;GO:0002455;GO:0000165;GO:0031338;GO:0019221;GO:0051262;GO:0010513;GO:0001809;GO:0050852;GO:0030522;GO:0007000;GO:0002227;GO:0042692;GO:2000388;GO:0031047;GO:0019731;GO:0050900;GO:0010243;GO:0032092;GO:0045727;GO:0006241;GO:0038111;GO:1902236;GO:0006364;GO:0006644;GO:0006886;GO:0006367;GO:0043547;GO:0110076;GO:0032922;GO:0043030;GO:0010976;GO:0071456;GO:2000435;GO:0010575;GO:1901796;GO:0043551;GO:0000305;GO:0045454;GO:1904667;GO:0000028;GO:0042102;GO:0000027;GO:0006897;GO:0006414;GO:0000389;GO:0006378;GO:0006412;GO:0002687;GO:0010906;GO:0007219;GO:0030218;GO:0051056;GO:0010628;GO:0010506;GO:2000045;GO:0006809;GO:0010469;GO:0072539;GO:0036315;GO:0032753;GO:0008360;GO:0042759;GO:2001275;GO:0090630;GO:0006183;GO:1901687;GO:0009615;GO:0042753;GO:0043687;GO:0032869;GO:0097421;GO:0006614;GO:0071356;GO:0045070;GO:1904044;GO:0060850;GO:0042407;GO:0050829;GO:0006351;GO:0045599;GO:0006355;GO:0060213;GO:0006754;GO:0000245;GO:0006357;GO:0006511;GO:0090090;GO:0006228;GO:0019370;GO:0048599;GO:0002548;GO:0019372;GO:0043066;GO:0071347;GO:0034599;GO:2000623;GO:0035722
GO:0008589;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.1786822519641151;0.0;0.0;1.0;0.0;0.1786822519641151;0.042064647228987374;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.042064647228987374;0.0;0.0;0.1492331351584338;0.0;0.0;0.0;0.0;0.047799631016701725;0.036692364793703955;0.1492331351584338;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.0;0.1786822519641151;0.047799631016701725;0.1492331351584338;0.1492331351584338;0.047799631016701725;0.1786822519641151;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.1492331351584338;0.0;0.047799631016701725;0.047799631016701725;0.1786822519641151;0.1492331351584338;0.0;0.0;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.1492331351584338;0.1492331351584338;0.047799631016701725;0.0;0.0;0.0;0.042064647228987374;0.042064647228987374;0.0;0.0;0.0;0.036692364793703955;0.047799631016701725;0.0;0.047799631016701725;0.1786822519641151;0.0;0.0;0.0;0.0;0.036692364793703955;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.042064647228987374;0.1786822519641151;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.1786822519641151;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.1786822519641151;0.0;0.0;0.042064647228987374;0.047799631016701725;0.0;0.1492331351584338;0.036692364793703955;0.0;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.0;0.0;0.042064647228987374;0.0;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.0;0.047799631016701725;0.0;0.1786822519641151;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.047799631016701725
GO:0000462;0.01468324974140624;0.01468324974140624;0.0;0.0;0.15084348231066635;0.06927734236639929;0.06927734236639929;0.0;0.08547128021085358;0.13943261564481066;0.0;1.0;0.0;0.16542914088709912;0.13943261564481066;0.0;0.0;0.0;0.13943261564481066;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.13549442901423786;0.6019442579329406;0.12826917739045696;0.15084348231066635;0.01468324974140624;0.0;0.01468324974140624;0.13549442901423786;0.0;0.0;0.0;0.01468324974140624;0.06886689890529227;0.13549442901423786;0.0;0.01468324974140624;0.3102169991624253;0.0;0.0;0.08547128021085358;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.13943261564481066;0.01468324974140624;0.0;0.458087606955557;0.06927734236639929;0.0;0.16542914088709912;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.08547128021085358;0.01468324974140624;0.3102169991624253;0.12826917739045696;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.12826917739045696;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.06927734236639929;0.0;0.0;0.13943261564481066;0.07548231845693805;0.0;0.0;0.08547128021085358;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.16542914088709912;0.0;0.0;0.0;0.13943261564481066;0.01468324974140624;0.0;0.08547128021085358;0.0;0.13943261564481066;0.06886689890529227;0.01468324974140624;0.01468324974140624;0.06927734236639929;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624
GO:0000185;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.4296914071138928;0.0;0.0;0.1786822519641151;0.0;1.0;0.10567815125427765;0.0;0.10900961301269105;0.1816892161000484;0.0;0.0;0.11511873865597294;0.0;0.0;0.0;0.11511873865597294;0.0;0.0;0.1492331351584338;0.0;0.0;0.0;0.0;0.047799631016701725;0.036692364793703955;0.21066859409381297;0.047799631016701725;0.17825033928423412;0.0;0.12755981097713553;0.0;0.29215307485716907;0.19885971868423638;0.21066859409381297;0.1492331351584338;0.047799631016701725;0.3256627918320604;0.0;0.0;0.0;0.0;0.0;0.12755981097713553;0.1492331351584338;0.0;0.12755981097713553;0.12755981097713553;0.2326756683755529;0.21066859409381297;0.0;0.0;0.1816892161000484;0.047799631016701725;0.0;0.19885971868423638;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.28270809275848624;0.21066859409381297;0.21066859409381297;0.047799631016701725;0.0;0.0;0.0;0.11511873865597294;0.10567815125427765;0.0;0.0;0.0;0.23753055021918945;0.25118815347651524;0.0;0.047799631016701725;0.2326756683755529;0.0;0.0;0.0;0.0;0.25833176065663566;0.047799631016701725;0.10567815125427765;0.047799631016701725;0.12755981097713553;0.0;0.23426849400579874;0.11511873865597294;0.2326756683755529;0.3058539590628844;0.0;0.047799631016701725;0.2948125070968515;0.0;0.12755981097713553;0.0;0.0;0.0;0.0;0.0;0.0;0.12755981097713553;0.10648035217448149;0.047799631016701725;0.0;0.2326756683755529;0.17825033928423412;0.10577604256148812;0.047799631016701725;0.036692364793703955;0.1786822519641151;0.0;0.0;0.11511873865597294;0.047799631016701725;0.0;0.21066859409381297;0.25833176065663566;0.0;0.0;0.0;0.11511873865597294;0.0;0.0;0.0;0.0;0.0;0.11511873865597294;0.0;0.10900961301269105;0.0;0.0;0.0;0.047799631016701725;0.10900961301269105;0.1816892161000484;0.0;0.0;0.10900961301269105;0.0;0.1786822519641151;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.17825033928423412;0.047799631016701725
GO:0000184;0.042064647228987374;0.01468324974140624;0.12804570306913615;0.0;0.15084348231066635;0.06927734236639929;0.06927734236639929;0.10567815125427765;0.10587402764930422;0.13943261564481066;0.042064647228987374;0.16542914088709912;0.10567815125427765;1.0;0.13943261564481066;0.24029018053993487;0.1356691921375081;0.0;0.13943261564481066;0.042064647228987374;0.0;0.01468324974140624;0.0;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.12804570306913615;0.0;0.01468324974140624;0.0;0.01468324974140624;0.042064647228987374;0.036692364793703955;0.042064647228987374;0.042064647228987374;0.19681204097214483;0.01468324974140624;0.042064647228987374;0.01468324974140624;0.042064647228987374;0.19681204097214483;0.09795404577404272;0.18816457782507542;0.042064647228987374;0.19681204097214483;0.13549442901423786;0.16542914088709912;0.12826917739045696;0.15084348231066635;0.01468324974140624;0.042064647228987374;0.042064647228987374;0.13549442901423786;0.042064647228987374;0.042064647228987374;0.12804570306913615;0.042064647228987374;0.06886689890529227;0.13549442901423786;0.1356691921375081;0.042064647228987374;0.3367509049664712;0.1356691921375081;0.0;0.10587402764930422;0.042064647228987374;0.042064647228987374;0.01468324974140624;0.09795404577404272;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.01468324974140624;0.0;0.01468324974140624;0.042064647228987374;0.24029018053993487;0.0;0.01468324974140624;0.0;0.036692364793703955;0.1356691921375081;0.13943261564481066;0.042064647228987374;0.12804570306913615;0.16542914088709912;0.06927734236639929;0.0;0.16542914088709912;0.036692364793703955;0.12804570306913615;0.1356691921375081;0.042064647228987374;0.042064647228987374;0.01468324974140624;0.19681204097214483;0.042064647228987374;0.042064647228987374;0.09795404577404272;0.0;0.042064647228987374;0.19681204097214483;0.01468324974140624;0.042064647228987374;0.01468324974140624;0.0;0.10587402764930422;0.01468324974140624;0.3367509049664712;0.12826917739045696;0.042064647228987374;0.09795404577404272;0.042064647228987374;0.01468324974140624;0.042064647228987374;0.1356691921375081;0.09795404577404272;0.042064647228987374;0.12826917739045696;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.042064647228987374;0.042064647228987374;0.06927734236639929;0.042064647228987374;0.036692364793703955;0.13943261564481066;0.07548231845693805;0.0;0.042064647228987374;0.10587402764930422;0.01468324974140624;0.0;0.0;0.01468324974140624;0.042064647228987374;0.0;0.1356691921375081;0.01468324974140624;0.0;0.16542914088709912;0.12804570306913615;0.1356691921375081;0.1356691921375081;0.13943261564481066;0.01468324974140624;0.1356691921375081;0.3162972907616533;0.12804570306913615;0.13943261564481066;0.06886689890529227;0.01468324974140624;0.01468324974140624;0.06927734236639929;0.12804570306913615;0.01468324974140624;0.01468324974140624;0.19681204097214483;0.042064647228987374
GO:0046068;0.01468324974140624;0.01468324974140624;0.0;0.0;0.13943261564481066;0.30368378075566843;0.30368378075566843;0.0;0.1237146889194086;0.3795579003384388;0.0;0.13943261564481066;0.0;0.13943261564481066;1.0;0.0;0.0;0.0;0.36016130388521045;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.2355376372194388;0.13943261564481066;0.12826917739045696;0.13943261564481066;0.01468324974140624;0.0;0.01468324974140624;0.13549442901423786;0.0;0.0;0.0;0.01468324974140624;0.06886689890529227;0.13549442901423786;0.0;0.01468324974140624;0.13943261564481066;0.0;0.0;0.22480199536001946;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.41798950575418226;0.01468324974140624;0.0;0.13943261564481066;0.30368378075566843;0.0;0.13943261564481066;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.06886689890529227;0.01468324974140624;0.13943261564481066;0.12826917739045696;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.12826917739045696;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.2355376372194388;0.0;0.0;0.4233085599999313;0.1237146889194086;0.0;0.0;0.1237146889194086;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.13943261564481066;0.0;0.0;0.0;0.4233085599999313;0.01468324974140624;0.0;0.1237146889194086;0.0;0.41798950575418226;0.2355376372194388;0.01468324974140624;0.01468324974140624;0.2355376372194388;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624
GO:0045892;0.047799631016701725;0.0;0.13839445927415203;0.0;0.0;0.0;0.0;0.10900961301269105;0.0;0.0;0.047799631016701725;0.0;0.10900961301269105;0.24029018053993487;0.0;1.0;0.15831211565824807;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.042064647228987374;0.0;0.0;0.12804570306913615;0.0;0.0;0.0;0.0;0.047799631016701725;0.036692364793703955;0.042064647228987374;0.047799631016701725;0.2639988711854729;0.0;0.047799631016701725;0.0;0.047799631016701725;0.20539045317781315;0.09795404577404272;0.18816457782507542;0.047799631016701725;0.20539045317781315;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.13839445927415203;0.047799631016701725;0.0;0.0;0.15831211565824807;0.047799631016701725;0.0;0.14806647662370065;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.14212163039839543;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;0.042064647228987374;0.24029018053993487;0.0;0.0;0.0;0.036692364793703955;0.14806647662370065;0.0;0.047799631016701725;0.13839445927415203;0.0;0.0;0.0;0.0;0.036692364793703955;0.13839445927415203;0.1356691921375081;0.047799631016701725;0.047799631016701725;0.0;0.20539045317781315;0.042064647228987374;0.047799631016701725;0.10648035217448149;0.0;0.047799631016701725;0.20539045317781315;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.10648035217448149;0.047799631016701725;0.0;0.047799631016701725;0.1356691921375081;0.10577604256148812;0.047799631016701725;0.036692364793703955;0.047799631016701725;0.0;0.0;0.042064647228987374;0.047799631016701725;0.0;0.047799631016701725;0.036692364793703955;0.0;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.0;0.0;0.042064647228987374;0.0;0.15831211565824807;0.0;0.0;0.0;0.13839445927415203;0.15831211565824807;0.15191422087961767;0.0;0.0;0.15831211565824807;0.0;0.13839445927415203;0.0;0.0;0.0;0.0;0.0;0.13839445927415203;0.0;0.0;0.2639988711854729;0.047799631016701725
GO:0045893;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.1816892161000484;0.0;0.0;0.047799631016701725;0.0;0.1816892161000484;0.1356691921375081;0.0;0.15831211565824807;1.0;0.0;0.0;0.11511873865597294;0.0;0.0;0.0;0.11511873865597294;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.0;0.047799631016701725;0.036692364793703955;0.11511873865597294;0.047799631016701725;0.2298366916985153;0.0;0.12755981097713553;0.0;0.12755981097713553;0.10900961301269105;0.17111199477934044;0.09795404577404272;0.047799631016701725;0.10900961301269105;0.0;0.0;0.0;0.0;0.0;0.12755981097713553;0.047799631016701725;0.0;0.12755981097713553;0.12755981097713553;0.047799631016701725;0.11511873865597294;0.0;0.0;0.25309998657954436;0.047799631016701725;0.0;0.14806647662370065;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.23160877878580344;0.11511873865597294;0.11511873865597294;0.047799631016701725;0.0;0.0;0.0;0.11511873865597294;0.1356691921375081;0.0;0.0;0.0;0.036692364793703955;0.2380646511352721;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;0.0;0.036692364793703955;0.047799631016701725;0.1356691921375081;0.047799631016701725;0.12755981097713553;0.0;0.10900961301269105;0.11511873865597294;0.047799631016701725;0.10648035217448149;0.0;0.047799631016701725;0.10900961301269105;0.0;0.12755981097713553;0.0;0.0;0.0;0.0;0.0;0.0;0.12755981097713553;0.10648035217448149;0.047799631016701725;0.0;0.047799631016701725;0.2298366916985153;0.10577604256148812;0.047799631016701725;0.036692364793703955;0.047799631016701725;0.0;0.0;0.11511873865597294;0.047799631016701725;0.0;0.12755981097713553;0.036692364793703955;0.0;0.0;0.0;0.11511873865597294;0.0;0.0;0.0;0.0;0.0;0.11511873865597294;0.0;0.15831211565824807;0.0;0.0;0.0;0.047799631016701725;0.15831211565824807;0.2476643438432079;0.0;0.0;0.15831211565824807;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.2298366916985153;0.047799631016701725
GO:0001701;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1642658631441654;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16985210689062205;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16985210689062205;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0015949;0.01468324974140624;0.01468324974140624;0.0;0.0;0.13943261564481066;0.06927734236639929;0.06927734236639929;0.0;0.07548231845693805;0.36016130388521045;0.0;0.13943261564481066;0.0;0.13943261564481066;0.36016130388521045;0.0;0.0;0.0;1.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.2355376372194388;0.13943261564481066;0.12826917739045696;0.13943261564481066;0.01468324974140624;0.0;0.01468324974140624;0.13549442901423786;0.0;0.0;0.0;0.01468324974140624;0.06886689890529227;0.13549442901423786;0.0;0.01468324974140624;0.13943261564481066;0.0;0.0;0.07548231845693805;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.36016130388521045;0.01468324974140624;0.0;0.13943261564481066;0.06927734236639929;0.0;0.13943261564481066;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.06886689890529227;0.01468324974140624;0.13943261564481066;0.12826917739045696;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.12826917739045696;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.2355376372194388;0.0;0.0;0.36016130388521045;0.07548231845693805;0.0;0.0;0.07548231845693805;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.13943261564481066;0.0;0.0;0.0;0.36016130388521045;0.01468324974140624;0.0;0.07548231845693805;0.0;0.36016130388521045;0.2355376372194388;0.01468324974140624;0.01468324974140624;0.2355376372194388;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624
GO:0032729;0.042064647228987374;0.0;0.042064647228987374;0.0;0.0;0.0;0.0;0.11511873865597294;0.0;0.0;0.042064647228987374;0.0;0.11511873865597294;0.042064647228987374;0.0;0.042064647228987374;0.11511873865597294;0.0;0.0;1.0;0.0;0.0;0.0;0.11511873865597294;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.0;0.042064647228987374;0.036692364793703955;0.11511873865597294;0.042064647228987374;0.11511873865597294;0.0;0.11511873865597294;0.0;0.11511873865597294;0.042064647228987374;0.24944431948534626;0.18922943134840794;0.042064647228987374;0.042064647228987374;0.0;0.0;0.0;0.0;0.0;0.11511873865597294;0.042064647228987374;0.0;0.11511873865597294;0.11511873865597294;0.042064647228987374;0.11511873865597294;0.0;0.0;0.11511873865597294;0.042064647228987374;0.0;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.0;0.11511873865597294;0.11511873865597294;0.11511873865597294;0.042064647228987374;0.0;0.0;0.0;0.24944431948534626;0.042064647228987374;0.0;0.0;0.0;0.036692364793703955;0.11511873865597294;0.0;0.042064647228987374;0.042064647228987374;0.0;0.0;0.0;0.0;0.036692364793703955;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.24944431948534626;0.0;0.042064647228987374;0.3897819566140353;0.042064647228987374;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374;0.0;0.11511873865597294;0.0;0.0;0.0;0.0;0.0;0.0;0.11511873865597294;0.042064647228987374;0.042064647228987374;0.0;0.042064647228987374;0.11511873865597294;0.042064647228987374;0.042064647228987374;0.036692364793703955;0.042064647228987374;0.0;0.0;0.3897819566140353;0.042064647228987374;0.0;0.11511873865597294;0.036692364793703955;0.0;0.0;0.0;0.11511873865597294;0.0;0.0;0.0;0.0;0.0;0.11511873865597294;0.0;0.042064647228987374;0.0;0.0;0.0;0.042064647228987374;0.042064647228987374;0.11511873865597294;0.0;0.0;0.042064647228987374;0.0;0.042064647228987374;0.0;0.0;0.0;0.0;0.0;0.042064647228987374;0.0;0.0;0.11511873865597294;0.042064647228987374
GO:0034504;0.0;0.0;0.0;0.2288532216884073;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13331334997803274;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2288532216884073;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13331334997803274;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.34286379866102784;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0071418;0.01468324974140624;0.33202122880245893;0.0;0.0;0.1912422969752877;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;1.0;0.11807622278079505;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.11807622278079505;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.2473380912762773;0.0;0.1912422969752877;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.11807622278079505;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.11807622278079505;0.01468324974140624;0.0;0.01468324974140624;0.11807622278079505;0.01468324974140624;0.32007381485369474;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.2473380912762773;0.0;0.0;0.0;0.0;0.19673256925640645;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.26838521347675653;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.11807622278079505;0.0;0.01468324974140624;0.3884790078726692;0.0;0.0;0.26838521347675653;0.0;0.29398683082268945;0.0;0.01468324974140624;0.11807622278079505;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.26838521347675653;0.2473380912762773;0.0;0.01468324974140624
