;GO:0060441;GO:0007172;GO:0040036;GO:0014068;GO:1905065;GO:0021955;GO:0030072;GO:0007173;GO:0022408;GO:0007097;GO:0007179;GO:0006883;GO:0006685;GO:0043542;GO:0022009;GO:0002244;GO:0045766;GO:0001300;GO:0032967;GO:0030509;GO:0001947;GO:0010613;GO:0019367;GO:0034626;GO:0034625;GO:0031953;GO:0030148;GO:0051964;GO:0060396;GO:0010594;GO:0043552;GO:0007224;GO:1900024;GO:0000226;GO:0046621;GO:0006898;GO:0003222;GO:0010629;GO:0048010;GO:0051893;GO:0007219;GO:0045860;GO:0010507;GO:0048013;GO:0070278;GO:0017015;GO:0051897;GO:0010862;GO:0030336;GO:0016567;GO:0030335;GO:0008360;GO:2000060;GO:1903543;GO:0008284;GO:0003273;GO:0001570;GO:0038096;GO:0003198;GO:1905007;GO:0045944;GO:0001890;GO:0045667;GO:0000165;GO:0007229;GO:0050771;GO:2000811;GO:0001569;GO:0038007;GO:0071559;GO:0009584;GO:0006351;GO:0038083;GO:0042761;GO:0045879;GO:0097084;GO:0030513;GO:0071260;GO:0043066;GO:0045087;GO:0006508;GO:0031960;GO:0016266;GO:2000304
GO:0000165;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.14285714285714285;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.125;0.1111111111111111;0.1111111111111111;0.25;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.3;0.0;0.0;0.3333333333333333;0.0;0.2727272727272727;0.0;0.45454545454545453;0.0;0.0;0.25;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.375;1.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.6;0.14285714285714285;0.3;0.0;0.2727272727272727;0.0;0.3;0.0;0.0;0.0;0.0;0.3
GO:0007229;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.14285714285714285;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.125;0.1111111111111111;0.1111111111111111;0.25;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.3;0.0;0.0;0.3333333333333333;0.0;0.2727272727272727;0.0;0.1111111111111111;0.0;0.0;0.25;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.375;0.0;1.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.14285714285714285;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.3
GO:0050771;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.23076923076923078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.0;1.0;0.36363636363636365;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.2727272727272727
GO:2000811;0.0;0.2727272727272727;0.3;0.23076923076923078;0.23076923076923078;0.0;0.0;0.0;0.4;0.0;0.0;0.0625;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.16666666666666666;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.3076923076923077;0.0;0.36363636363636365;0.0;0.18181818181818182;0.21428571428571427;0.2727272727272727;0.25;0.0;0.3;0.0;0.0;0.2727272727272727;0.0;0.2727272727272727;0.2727272727272727;0.2;0.36363636363636365;0.0;0.0;0.2727272727272727;0.23076923076923078;0.23076923076923078;0.36363636363636365;0.0;0.25;0.2727272727272727;0.21428571428571427;0.25;0.3;0.0;0.0;0.0;0.0;0.25;0.21428571428571427;0.0;0.3;0.2727272727272727;0.2727272727272727;0.36363636363636365;1.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.36363636363636365;0.0;0.23076923076923078;0.0;0.875;0.0;0.0;0.0;0.0;0.25
GO:0001569;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0038007;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.14285714285714285;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.125;0.1111111111111111;0.1111111111111111;0.25;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.3;0.0;0.0;0.3333333333333333;0.0;0.2727272727272727;0.0;0.1111111111111111;0.0;0.0;0.25;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.375;0.0;0.0;0.0;0.2727272727272727;0.0;1.0;0.0;0.0;0.0;0.1111111111111111;0.14285714285714285;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.3
GO:0071559;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.2;0.0;0.3333333333333333;0.0;0.0
GO:0009584;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.14285714285714285;0.0;0.1111111111111111;0.0;0.0
GO:0006351;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.2222222222222222;0.2222222222222222;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.3;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.6;0.0
GO:0038083;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.0;0.0;0.1111111111111111;0.07142857142857142;0.36363636363636365;0.0;0.1111111111111111;0.0;0.0;0.09090909090909091;0.0;0.1111111111111111;0.0;0.0;0.15384615384615385;0.14285714285714285;0.14285714285714285;0.0;0.2727272727272727;0.0;0.1111111111111111;0.0;0.0;0.1111111111111111;0.0;0.1;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.1111111111111111;0.0;0.0;0.1111111111111111;0.1111111111111111;0.0;0.0;0.0;0.0;0.45454545454545453;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.6;0.1111111111111111;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.3;1.0;0.16666666666666666;0.0;0.1111111111111111;0.0;0.08333333333333333;0.0;0.0;0.3333333333333333;0.0;0.3333333333333333;0.0
GO:0042761;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.14285714285714285;0.14285714285714285;0.0;0.0;0.14285714285714285;0.08333333333333333;0.3333333333333333;0.0;0.14285714285714285;0.0;0.0;0.1111111111111111;0.0;0.14285714285714285;0.0;0.0;0.625;0.5555555555555556;0.5555555555555556;0.0;0.5;0.0;0.14285714285714285;0.0;0.0;0.14285714285714285;0.0;0.125;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.14285714285714285;0.0;0.0;0.14285714285714285;0.14285714285714285;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.14285714285714285;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.2857142857142857;0.16666666666666666;1.0;0.0;0.14285714285714285;0.0;0.1;0.0;0.0;0.25;0.0;0.2857142857142857;0.0
GO:0045879;0.0;0.5714285714285714;0.5714285714285714;0.4444444444444444;0.2;0.0;0.0;0.0;0.4444444444444444;0.0;0.0;0.07142857142857142;0.0;0.0;0.0;0.0;0.2;0.0;0.2;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.3333333333333333;0.0;0.14285714285714285;0.0;0.2222222222222222;0.18181818181818182;0.0;0.2222222222222222;0.0;0.375;0.0;0.0;0.3333333333333333;0.0;0.3;0.0;0.21428571428571427;0.4;0.0;0.0;0.5;0.4444444444444444;0.4444444444444444;0.4;0.0;0.2727272727272727;0.125;0.23076923076923078;0.2222222222222222;0.3333333333333333;0.0;0.0;0.0;0.0;0.2727272727272727;0.23076923076923078;0.0;0.3333333333333333;0.3;0.0;0.4;0.36363636363636365;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.4444444444444444;0.0;0.4;0.0;0.0;0.0;0.0;0.2727272727272727
GO:0097084;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.14285714285714285;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.125;0.1111111111111111;0.1111111111111111;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.14285714285714285;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0030513;0.0;0.5;0.5714285714285714;0.5555555555555556;0.3;0.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.06666666666666667;0.0;0.0;0.0;0.0;0.3;0.0;0.3;0.7;0.0;0.3;0.0;0.0;0.0;0.21428571428571427;0.0;0.125;0.0;0.2;0.2727272727272727;0.0;0.2;0.0;0.2;0.0;0.0;0.5;0.0;0.2727272727272727;0.0;0.2857142857142857;0.25;0.0;0.0;0.625;0.5555555555555556;0.75;0.25;0.0;0.3;0.1111111111111111;0.3076923076923077;0.3333333333333333;0.4444444444444444;0.0;0.0;0.0;0.0;0.3;0.7;0.0;0.3;0.2727272727272727;0.0;0.0;0.23076923076923078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;1.0;0.0;0.25;0.0;0.0;0.0;0.0;0.36363636363636365
GO:0071260;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09090909090909091;0.1;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.09090909090909091;0.08333333333333333;0.08333333333333333;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.2857142857142857;0.0;0.08333333333333333;0.1;0.0;0.0;0.0;1.0;0.0;0.16666666666666666;0.0;0.125;0.0;0.0
GO:0043066;0.0;0.3;0.3333333333333333;0.25;0.25;0.0;0.0;0.0;0.4444444444444444;0.0;0.0;0.06666666666666667;0.0;0.0;0.0;0.0;0.18181818181818182;0.0;0.18181818181818182;0.0;0.0;0.18181818181818182;0.0;0.0;0.0;0.3333333333333333;0.0;0.4;0.0;0.2;0.23076923076923078;0.3;0.2727272727272727;0.0;0.3333333333333333;0.0;0.0;0.3;0.0;0.3;0.3;0.21428571428571427;0.4;0.0;0.0;0.3;0.25;0.25;0.4;0.0;0.2727272727272727;0.3;0.23076923076923078;0.2727272727272727;0.3333333333333333;0.0;0.0;0.0;0.0;0.2727272727272727;0.23076923076923078;0.0;0.3333333333333333;0.3;0.3;0.4;0.875;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.25;0.0;1.0;0.0;0.0;0.0;0.0;0.2727272727272727
GO:0045087;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;1.0;0.0;0.14285714285714285;0.0;0.0
GO:0006508;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.2;0.2;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.3333333333333333;0.25;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.6;0.0
GO:0031960;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.14285714285714285;0.0;1.0;0.0;0.0
GO:0016266;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.42857142857142855;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.25;0.2222222222222222;0.2222222222222222;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.3333333333333333;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;1.0;0.0
GO:2000304;0.0;0.3;0.3333333333333333;0.36363636363636365;0.3;0.0;0.0;0.0;0.3;0.0;0.0;0.06666666666666667;0.0;0.0;0.0;0.0;0.3;0.0;0.5555555555555556;0.4166666666666667;0.0;0.3;0.0;0.0;0.0;0.3333333333333333;0.0;0.375;0.0;0.2;0.5;0.3;0.2727272727272727;0.0;0.2;0.0;0.0;0.4;0.0;0.3333333333333333;0.3;0.4166666666666667;0.4;0.0;0.0;0.3;0.36363636363636365;0.45454545454545453;0.2727272727272727;0.0;0.4;0.3;0.45454545454545453;0.375;0.5;0.0;0.0;0.0;0.0;0.4;0.5;0.0;0.3333333333333333;0.3;0.3;0.2727272727272727;0.25;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.36363636363636365;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;1.0
