;GO:0022408;GO:0015670;GO:0015031;GO:0046697;GO:0072070;GO:0060766;GO:1990253;GO:0000186;GO:0045892;GO:0051088;GO:0045893;GO:0071498;GO:0032849;GO:0050715;GO:0010811;GO:0071895;GO:0019521;GO:0050714;GO:0015701;GO:0061444;GO:0065003;GO:2000096;GO:2000370;GO:1900025;GO:0042542;GO:1900028;GO:0051016;GO:0051497;GO:0001953;GO:0045780;GO:0030099;GO:0016241;GO:0050727;GO:2000643;GO:0032436;GO:0035026;GO:0034613;GO:0045665;GO:0038095;GO:0045669;GO:0045944;GO:0002223;GO:0097067;GO:0002456;GO:0097187;GO:0007229;GO:0045672;GO:0051384;GO:0010633;GO:0033630;GO:0051549;GO:0060391;GO:2000391;GO:0048545;GO:0002076;GO:2000661;GO:0030511;GO:0007050;GO:0036179;GO:0040036;GO:0032495;GO:0045445;GO:0007179;GO:0045446;GO:0032091;GO:0045602;GO:0051044;GO:0019322;GO:0016055;GO:0051603;GO:0030501;GO:1904263;GO:0006098;GO:0009247;GO:0043312;GO:0006897;GO:0060675;GO:0006898;GO:0030855;GO:0030216;GO:0072015;GO:0051174;GO:0046034;GO:0072017;GO:0010469;GO:0030336;GO:0010862;GO:0030335;GO:0046718;GO:0009051;GO:0032230;GO:2001150;GO:0006468;GO:0045747;GO:0061314;GO:0043687;GO:0090191;GO:2000738;GO:0010718;GO:0071233;GO:2000737;GO:1903077;GO:0045639;GO:0033033;GO:0038166;GO:0034241;GO:0045599;GO:0007166;GO:0061309;GO:0090090;GO:0042491;GO:0071222;GO:0045087;GO:0043066;GO:0070498;GO:0016266;GO:0030311
GO:0097067;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.07142857142857142;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.1111111111111111;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.14285714285714285;0.0;0.0;0.0;0.09090909090909091
GO:0002456;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;1.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.3333333333333333;0.0;0.0;0.0;0.0
GO:0097187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0007229;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.2727272727272727;0.0;0.2727272727272727;0.2;0.375;0.3;0.0;0.0;0.16666666666666666;0.3333333333333333;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.2727272727272727;0.25;0.2727272727272727;0.0;0.0;0.0;0.3;0.0;0.375;0.23076923076923078;0.0;0.0;0.0;0.0;0.3333333333333333;0.25;0.0;0.0;0.0;0.0;1.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.3;0.3;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.14285714285714285;0.0;0.3333333333333333;0.0;0.14285714285714285;0.3333333333333333;0.0;0.3333333333333333;0.2727272727272727;0.0;0.0;0.3333333333333333;0.5;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.14285714285714285
GO:0045672;0.2727272727272727;0.0;0.0;0.0;0.0;0.23076923076923078;0.0;0.25;0.23076923076923078;0.0;0.25;0.0;0.4444444444444444;0.4;0.3;0.0;0.0;0.4;0.0;0.0;0.0;0.3076923076923077;0.3333333333333333;0.3333333333333333;0.0;0.23076923076923078;0.21428571428571427;0.23076923076923078;0.25;0.36363636363636365;0.0;0.25;0.18181818181818182;0.4444444444444444;0.2857142857142857;0.0;0.0;0.3333333333333333;0.0;0.5555555555555556;0.23076923076923078;0.0;0.0;0.0;0.0;0.2727272727272727;1.0;0.0;0.3;0.3;0.4;0.3333333333333333;0.36363636363636365;0.0;0.0;0.3333333333333333;0.4;0.2727272727272727;0.0;0.3;0.0;0.0;0.0;0.0;0.08333333333333333;0.36363636363636365;0.36363636363636365;0.0;0.25;0.0;0.4;0.3076923076923077;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.2727272727272727;0.25;0.3333333333333333;0.36363636363636365;0.0;0.0;0.36363636363636365;0.2727272727272727;0.0;0.36363636363636365;0.25;0.0;0.2727272727272727;0.5555555555555556;0.5555555555555556;0.0;0.4;0.16666666666666666;0.75;0.23076923076923078;0.2727272727272727;0.4;0.4;0.3;0.0;0.23076923076923078;0.0;0.0;0.0;0.25;0.25;0.0;0.0
GO:0051384;0.0;0.0;0.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.1;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.125;0.0;0.0;0.0;0.0
GO:0010633;0.375;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.07692307692307693;0.3333333333333333;0.0;0.2;0.0;0.25;0.375;0.25;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.3;0.2;0.3333333333333333;0.0;0.3;0.2727272727272727;0.3;0.3333333333333333;0.3333333333333333;0.0;0.2;0.25;0.25;0.15384615384615385;0.0;0.0;0.5;0.0;0.375;0.18181818181818182;0.0;0.0;0.0;0.0;0.0;0.3;0.0;1.0;0.25;0.5714285714285714;0.2;0.45454545454545453;0.0;0.0;0.2;0.2222222222222222;0.375;0.0;0.25;0.0;0.0;0.0;0.0;0.1111111111111111;0.3333333333333333;0.2;0.0;0.0;0.0;0.375;0.18181818181818182;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.14285714285714285;0.8571428571428571;0.2;0.625;0.0;0.0;0.2222222222222222;0.2222222222222222;0.0;0.2222222222222222;0.0;0.0;0.5;0.2222222222222222;0.42857142857142855;0.0;0.375;0.375;0.375;0.3;0.0;0.2222222222222222;0.375;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0
GO:0033630;0.42857142857142855;0.0;0.0;0.0;0.0;0.2;0.0;0.23076923076923078;0.2;0.0;0.3333333333333333;0.0;0.42857142857142855;0.375;0.6666666666666666;0.0;0.0;0.375;0.0;0.0;0.0;0.3;0.3333333333333333;0.375;0.0;0.18181818181818182;0.16666666666666666;0.18181818181818182;0.375;0.3333333333333333;0.0;0.2;0.25;0.42857142857142855;0.25;0.0;0.0;0.0;0.0;0.375;0.3;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.25;1.0;0.375;0.3333333333333333;0.3333333333333333;0.0;0.0;0.3333333333333333;0.375;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.1111111111111111;0.2;0.3333333333333333;0.0;0.0;0.0;0.375;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.14285714285714285;0.2222222222222222;0.3333333333333333;0.375;0.0;0.0;0.375;0.375;0.0;0.375;0.0;0.0;0.2222222222222222;0.375;0.42857142857142855;0.0;0.2222222222222222;0.2222222222222222;0.375;0.18181818181818182;0.0;0.375;0.2222222222222222;0.0;0.0;0.2;0.0;0.0;0.0;0.2;0.0;0.0;0.0
GO:0051549;0.2222222222222222;0.0;0.0;0.0;0.0;0.18181818181818182;0.0;0.21428571428571427;0.18181818181818182;0.0;0.3;0.0;0.375;0.5;0.375;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.2727272727272727;0.3;0.2;0.0;0.16666666666666666;0.15384615384615385;0.16666666666666666;0.2;0.4444444444444444;0.0;0.18181818181818182;0.2222222222222222;0.375;0.23076923076923078;0.0;0.0;0.0;0.0;0.5;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.5714285714285714;0.375;1.0;0.3;0.5454545454545454;0.0;0.0;0.3;0.3333333333333333;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;0.1;0.3;0.3;0.0;0.0;0.0;0.5;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.125;0.5555555555555556;0.3;0.75;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0;0.3333333333333333;0.0;0.0;0.3333333333333333;0.3333333333333333;0.5714285714285714;0.0;0.2;0.2;0.5;0.16666666666666666;0.0;0.3333333333333333;0.2;0.0;0.0;0.18181818181818182;0.0;0.0;0.0;0.18181818181818182;0.0;0.0;0.0
GO:0060391;0.2727272727272727;0.0;0.0;0.0;0.0;0.4;0.0;0.45454545454545453;0.23076923076923078;0.0;0.2727272727272727;0.0;0.4444444444444444;0.3;0.3333333333333333;0.0;0.0;0.4;0.0;0.0;0.0;0.5;0.2727272727272727;0.25;0.0;0.23076923076923078;0.21428571428571427;0.23076923076923078;0.25;0.2727272727272727;0.0;0.25;0.3333333333333333;0.4444444444444444;0.2857142857142857;0.0;0.0;0.0;0.0;0.4;0.25;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.2;0.3333333333333333;0.3;1.0;0.2727272727272727;0.0;0.0;0.5555555555555556;0.75;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.09090909090909091;0.25;0.36363636363636365;0.0;0.0;0.0;0.3;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.5;0.25;0.75;0.3;0.0;0.0;0.4444444444444444;0.3;0.0;0.625;0.0;0.0;0.18181818181818182;0.4;0.3333333333333333;0.0;0.2727272727272727;0.18181818181818182;0.4;0.23076923076923078;0.0;0.3;0.2727272727272727;0.3;0.0;0.4;0.0;0.0;0.0;0.25;0.0;0.0;0.0
GO:2000391;0.2;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.2;0.16666666666666666;0.0;0.2727272727272727;0.0;0.3333333333333333;0.3;0.3333333333333333;0.0;0.0;0.3;0.0;0.0;0.0;0.25;0.2727272727272727;0.18181818181818182;0.0;0.15384615384615385;0.14285714285714285;0.15384615384615385;0.18181818181818182;0.2727272727272727;0.0;0.16666666666666666;0.2;0.3333333333333333;0.21428571428571427;0.0;0.0;0.0;0.0;0.3;0.25;0.0;0.0;0.0;0.0;0.0;0.36363636363636365;0.0;0.45454545454545453;0.3333333333333333;0.5454545454545454;0.2727272727272727;1.0;0.0;0.0;0.2727272727272727;0.3;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.09090909090909091;0.16666666666666666;0.2727272727272727;0.0;0.0;0.0;0.3;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.1111111111111111;0.5;0.2727272727272727;0.6666666666666666;0.0;0.0;0.3;0.3;0.0;0.3;0.0;0.0;0.18181818181818182;0.3;0.3333333333333333;0.0;0.18181818181818182;0.18181818181818182;0.4444444444444444;0.15384615384615385;0.0;0.3;0.18181818181818182;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0
GO:0048545;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.125;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5714285714285714;0.16666666666666666;0.0;0.0;0.0;0.0
GO:0002076;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285
GO:2000661;0.2727272727272727;0.0;0.0;0.0;0.0;0.4;0.0;0.45454545454545453;0.23076923076923078;0.0;0.2727272727272727;0.0;0.4444444444444444;0.3;0.3333333333333333;0.0;0.0;0.4;0.0;0.0;0.0;0.5;0.2727272727272727;0.25;0.0;0.23076923076923078;0.21428571428571427;0.23076923076923078;0.25;0.2727272727272727;0.0;0.25;0.3333333333333333;0.4444444444444444;0.2857142857142857;0.0;0.0;0.0;0.0;0.4;0.25;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.2;0.3333333333333333;0.3;0.5555555555555556;0.2727272727272727;0.0;0.0;1.0;0.5555555555555556;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.09090909090909091;0.25;0.36363636363636365;0.0;0.0;0.0;0.3;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.5;0.25;0.5555555555555556;0.3;0.0;0.0;0.4444444444444444;0.3;0.0;0.625;0.0;0.0;0.18181818181818182;0.4;0.3333333333333333;0.0;0.2727272727272727;0.18181818181818182;0.4;0.23076923076923078;0.0;0.3;0.2727272727272727;0.3;0.0;0.4;0.0;0.0;0.0;0.25;0.0;0.0;0.0
GO:0030511;0.3333333333333333;0.0;0.0;0.0;0.0;0.4;0.0;0.45454545454545453;0.2727272727272727;0.0;0.3;0.0;0.5714285714285714;0.4444444444444444;0.375;0.0;0.0;0.5;0.0;0.0;0.0;0.5;0.4;0.3;0.0;0.2727272727272727;0.25;0.2727272727272727;0.3;0.3;0.0;0.3;0.375;0.5714285714285714;0.3333333333333333;0.0;0.0;0.0;0.0;0.5;0.2727272727272727;0.0;0.0;0.0;0.0;0.3333333333333333;0.4;0.0;0.2222222222222222;0.375;0.3333333333333333;0.75;0.3;0.0;0.0;0.5555555555555556;1.0;0.3333333333333333;0.0;0.5;0.0;0.0;0.0;0.0;0.1;0.3;0.4444444444444444;0.0;0.0;0.0;0.3333333333333333;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.5;0.3;0.75;0.4444444444444444;0.0;0.0;0.4444444444444444;0.3333333333333333;0.0;0.625;0.0;0.0;0.2;0.5;0.5;0.0;0.3333333333333333;0.2;0.5;0.2727272727272727;0.3333333333333333;0.4444444444444444;0.3333333333333333;0.375;0.0;0.4;0.0;0.0;0.0;0.3;0.0;0.0;0.0
GO:0007050;0.5;0.0;0.0;0.0;0.0;0.4;0.14285714285714285;0.0;0.4;0.0;0.2727272727272727;0.2;0.375;0.3;0.0;0.0;0.16666666666666666;0.3333333333333333;0.0;0.0;0.0;0.25;0.0;0.4444444444444444;0.0;0.4;0.36363636363636365;0.4;0.4444444444444444;0.0;0.0;0.3;0.0;0.375;0.23076923076923078;0.0;0.0;0.0;0.0;0.3333333333333333;0.25;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;1.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.3;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.2;0.0;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.14285714285714285;0.3333333333333333;0.3333333333333333;0.0;0.14285714285714285;0.5;0.3333333333333333;0.3333333333333333;0.4;0.0;0.0;0.5;0.0;0.0;0.4;0.0;0.0;0.0;0.4444444444444444;0.0;0.0;0.14285714285714285
GO:0036179;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285
GO:0040036;0.375;0.0;0.0;0.0;0.0;0.5;0.0;0.4;0.3;0.0;0.3;0.0;0.42857142857142855;0.3333333333333333;0.25;0.0;0.0;0.375;0.0;0.0;0.0;0.4444444444444444;0.3;0.3333333333333333;0.0;0.3;0.2727272727272727;0.3;0.3333333333333333;0.125;0.0;0.3333333333333333;0.42857142857142855;0.42857142857142855;0.25;0.0;0.0;0.0;0.0;0.375;0.2727272727272727;0.0;0.0;0.0;0.0;0.375;0.3;0.0;0.25;0.25;0.2222222222222222;0.5;0.2;0.0;0.0;0.5;0.5;0.375;0.0;1.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.3333333333333333;0.3333333333333333;0.0;0.0;0.0;0.2222222222222222;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.6666666666666666;0.3333333333333333;0.5;0.3333333333333333;0.0;0.0;0.375;0.2222222222222222;0.0;0.5714285714285714;0.0;0.0;0.2222222222222222;0.375;0.375;0.0;0.375;0.2222222222222222;0.375;0.3;0.375;0.3333333333333333;0.375;0.42857142857142855;0.0;0.5;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0
GO:0032495;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.125;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.16666666666666666;0.0;0.0;0.0;0.0
GO:0045445;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0007179;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285
GO:0045446;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0032091;0.1111111111111111;0.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.16666666666666666;0.09090909090909091;0.0;0.09090909090909091;0.0;0.1111111111111111;0.1;0.1111111111111111;0.0;0.0;0.1;0.0;0.0;0.0;0.08333333333333333;0.09090909090909091;0.1;0.0;0.08333333333333333;0.07692307692307693;0.08333333333333333;0.1;0.125;0.0;0.09090909090909091;0.1111111111111111;0.1111111111111111;0.07142857142857142;0.0;0.0;0.0;0.0;0.1;0.08333333333333333;0.0;0.0;0.0;0.0;0.0;0.08333333333333333;0.0;0.1111111111111111;0.1111111111111111;0.1;0.09090909090909091;0.09090909090909091;0.0;0.0;0.09090909090909091;0.1;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;1.0;0.09090909090909091;0.09090909090909091;0.0;0.0;0.0;0.1;0.08333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.3333333333333333;0.1;0.09090909090909091;0.1;0.0;0.0;0.1;0.1;0.0;0.1;0.0;0.0;0.1;0.1;0.1111111111111111;0.0;0.1;0.1;0.1;0.08333333333333333;0.0;0.1;0.1;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.0
