;GO:0060760;GO:0016925;GO:0032570;GO:0051091;GO:0060368;GO:1990001;GO:0032727;GO:0030307;GO:0032725;GO:0001666;GO:0045892;GO:0045650;GO:0045893;GO:0006958;GO:0032728;GO:2000110;GO:2000373;GO:0045655;GO:1904469;GO:0006974;GO:0045779;GO:0071360;GO:0030890;GO:0050727;GO:0035549;GO:0033003;GO:0035666;GO:0038095;GO:0007597;GO:0043123;GO:0097190;GO:0043367;GO:0038096;GO:0045944;GO:0060546;GO:0006659;GO:0002576;GO:2000778;GO:0032024;GO:0050853;GO:0016579;GO:0033194;GO:0034165;GO:1902741;GO:0002230;GO:0007249;GO:2000427;GO:0016064;GO:0010803;GO:0050900;GO:0034157;GO:0006366;GO:0051291;GO:0009597;GO:0042730;GO:0032526;GO:0050871;GO:0010977;GO:0001869;GO:0031398;GO:0051607;GO:0060292;GO:2000553;GO:0032480;GO:0038061;GO:0006898;GO:0042742;GO:0032757;GO:0033209;GO:0019674;GO:0032355;GO:0014824;GO:0030334;GO:0030853;GO:0016567;GO:0090307;GO:0060340;GO:0045907;GO:0000122;GO:0030449;GO:0045351;GO:0017121;GO:0034127;GO:0010951;GO:0070424;GO:0034124;GO:0002819;GO:0045071;GO:0039535;GO:0060333;GO:0050709;GO:0034121;GO:0039530;GO:1900245;GO:0007565;GO:1900246;GO:0060337;GO:0007204;GO:0045089;GO:0045087;GO:0043066;GO:0006508;GO:0039529
GO:0034157;0.6000000000000001;0.0;0.0;0.5356143810225276;0.6000000000000001;0.2599120563717816;0.4;0.5356143810225276;0.43852901558847923;0.0;0.3356143810225276;0.3356143810225276;0.4;0.48300749985576874;0.4;0.3081136762725405;0.3081136762725405;0.3660149997115376;0.4;0.0;0.3660149997115376;0.0;0.4;0.5356143810225276;0.4;0.43852901558847923;0.4;0.4;0.0;0.6000000000000001;0.43852901558847923;0.0;0.4;0.3660149997115376;0.3660149997115376;0.0;0.0;0.4;0.48300749985576874;0.4;0.0;0.0;0.8;0.4;0.43852901558847923;0.4;0.4;0.0;0.5356143810225276;0.0;1.0;0.0;0.0;0.0;0.4;0.0;0.43852901558847923;0.4;0.5356143810225276;0.3660149997115376;0.0;0.43852901558847923;0.5356143810225276;0.3660149997115376;0.4;0.0;0.0;0.43852901558847923;0.4;0.0;0.0;0.4;0.4;0.3356143810225276;0.0;0.0;0.6830074998557688;0.43852901558847923;0.3081136762725405;0.48300749985576874;0.0;0.4;0.6830074998557688;0.3081136762725405;0.6000000000000001;0.6830074998557688;0.5356143810225276;0.3356143810225276;0.5356143810225276;0.4;0.4;0.8;0.4;0.6830074998557688;0.0;0.6830074998557688;0.4;0.20000000000000007;0.8;0.0;0.3660149997115376;0.0;0.4
GO:0006366;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.8;0.8;0.8;0.0;0.8;0.8;0.8;0.0;0.0;0.5356143810225276;0.4;0.0;0.0;0.8;0.5356143810225276;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.8;0.0;1.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.8;0.48300749985576874;0.0;0.0;0.0;0.0;0.43852901558847923;0.8;0.0;0.0;0.0;0.0;0.8;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.8;0.0;0.0;0.0;0.8;0.3356143810225276;0.0;0.0;0.0;0.6830074998557688;0.8
GO:0051291;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.8;0.8;0.0;0.0;0.8;0.8;0.8;0.0;0.0;0.43852901558847923;0.4;0.0;0.0;0.8;0.43852901558847923;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.8;0.0;0.8;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.8;0.4;0.0;0.0;0.0;0.0;0.3660149997115376;0.8;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.8;0.0;0.0;0.0;0.8;0.3356143810225276;0.0;0.0;0.0;0.0;0.8
GO:0009597;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.3356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.3356143810225276;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.4;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.8
GO:0042730;0.48300749985576874;0.0;0.0;0.48300749985576874;0.48300749985576874;0.3081136762725405;0.4;0.43852901558847923;0.43852901558847923;0.0;0.43852901558847923;0.43852901558847923;0.3660149997115376;0.43852901558847923;0.4;0.3660149997115376;0.3356143810225276;0.3660149997115376;0.3660149997115376;0.0;0.48300749985576874;0.0;0.3356143810225276;0.6000000000000001;0.3660149997115376;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.0;0.4;0.43852901558847923;0.0;0.43852901558847923;0.3356143810225276;0.43852901558847923;0.0;0.0;0.4;0.3660149997115376;0.43852901558847923;0.0;0.0;0.4;0.3660149997115376;0.48300749985576874;0.43852901558847923;0.3660149997115376;0.0;0.43852901558847923;0.0;0.4;0.0;0.0;0.0;1.0;0.0;0.3660149997115376;0.43852901558847923;0.43852901558847923;0.3081136762725405;0.0;0.48300749985576874;0.4;0.5356143810225276;0.43852901558847923;0.0;0.0;0.43852901558847923;0.43852901558847923;0.0;0.0;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.0;0.0;0.4;0.43852901558847923;0.4;0.48300749985576874;0.0;0.43852901558847923;0.43852901558847923;0.3660149997115376;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.43852901558847923;0.48300749985576874;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.43852901558847923;0.5356143810225276;0.0;0.5356143810225276;0.43852901558847923;0.23852901558847928;0.43852901558847923;0.0;0.43852901558847923;0.0;0.43852901558847923
GO:0032526;0.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.4;0.0;1.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.6000000000000001
GO:0050871;0.48300749985576874;0.0;0.0;0.5356143810225276;0.48300749985576874;0.2599120563717816;0.4;0.5356143810225276;0.43852901558847923;0.0;0.3356143810225276;0.3660149997115376;0.4;0.43852901558847923;0.4;0.3081136762725405;0.3081136762725405;0.4;0.4;0.0;0.3660149997115376;0.0;1.0;0.4;0.4;0.6000000000000001;0.4;0.4;0.0;0.4;0.43852901558847923;0.0;0.4;0.3660149997115376;0.3660149997115376;0.0;0.0;0.4;0.43852901558847923;0.4;0.0;0.0;0.43852901558847923;0.4;0.4;0.4;0.4;0.0;0.3660149997115376;0.0;0.43852901558847923;0.0;0.0;0.0;0.3660149997115376;0.0;1.0;0.4;0.4;0.3660149997115376;0.0;0.3660149997115376;0.48300749985576874;0.3660149997115376;0.4;0.0;0.0;0.43852901558847923;0.4;0.0;0.0;0.4;0.4;0.3660149997115376;0.0;0.0;0.48300749985576874;0.43852901558847923;0.3081136762725405;0.48300749985576874;0.0;0.4;0.4;0.3081136762725405;0.43852901558847923;0.4;0.48300749985576874;0.3356143810225276;0.4;0.4;0.4;0.43852901558847923;0.4;0.5356143810225276;0.0;0.5356143810225276;0.4;0.20000000000000007;0.5356143810225276;0.0;0.3660149997115376;0.0;0.4
GO:0010977;0.48300749985576874;0.0;0.0;0.5356143810225276;0.48300749985576874;0.3356143810225276;0.4;0.5356143810225276;0.43852901558847923;0.0;0.43852901558847923;0.43852901558847923;0.4;0.8;0.4;0.4;0.43852901558847923;0.4;0.3660149997115376;0.0;0.5356143810225276;0.0;0.3660149997115376;0.48300749985576874;0.3660149997115376;0.48300749985576874;0.8;0.8;0.0;0.4;0.8;0.0;0.8;0.3660149997115376;0.48300749985576874;0.0;0.0;0.4;0.4;0.8;0.0;0.0;0.4;0.3660149997115376;0.43852901558847923;0.8;0.43852901558847923;0.0;0.43852901558847923;0.0;0.4;0.0;0.0;0.0;0.43852901558847923;0.0;0.4;1.0;0.4;0.3356143810225276;0.0;0.48300749985576874;0.4;0.48300749985576874;0.8;0.0;0.0;0.43852901558847923;0.8;0.0;0.0;0.8;0.48300749985576874;0.43852901558847923;0.0;0.0;0.4;0.8;0.4;0.48300749985576874;0.0;0.8;0.43852901558847923;0.4;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.4;0.43852901558847923;0.8;0.5356143810225276;0.48300749985576874;0.8;0.48300749985576874;0.0;0.48300749985576874;0.8;0.3356143810225276;0.43852901558847923;0.0;0.48300749985576874;0.0;0.8
GO:0001869;0.48300749985576874;0.0;0.0;0.43852901558847923;0.6000000000000001;0.5356143810225276;0.3356143810225276;0.4;0.3660149997115376;0.0;0.5356143810225276;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.3356143810225276;0.3356143810225276;0.3081136762725405;0.4;0.3081136762725405;0.0;0.4;0.0;0.3660149997115376;0.6000000000000001;0.3081136762725405;0.48300749985576874;0.4;0.43852901558847923;0.0;0.4;0.4;0.0;0.43852901558847923;0.4;0.4;0.0;0.0;0.3356143810225276;0.3356143810225276;0.4;0.0;0.0;0.5356143810225276;0.3081136762725405;0.48300749985576874;0.4;0.3356143810225276;0.0;0.43852901558847923;0.0;0.5356143810225276;0.0;0.0;0.0;0.43852901558847923;0.0;0.4;0.4;1.0;0.3660149997115376;0.0;0.43852901558847923;0.48300749985576874;0.43852901558847923;0.4;0.0;0.0;0.3660149997115376;0.4;0.0;0.0;0.4;0.4;0.43852901558847923;0.0;0.0;0.6000000000000001;0.4;0.48300749985576874;0.8;0.0;0.4;0.6000000000000001;0.5356143810225276;0.6830074998557688;0.6000000000000001;0.6000000000000001;0.4;0.6000000000000001;0.4;0.43852901558847923;0.6830074998557688;0.4;0.6000000000000001;0.0;0.6000000000000001;0.4;0.20000000000000007;0.6830074998557688;0.0;0.4;0.0;0.4
GO:0031398;0.4;0.0;0.0;0.43852901558847923;0.3660149997115376;0.3356143810225276;0.3356143810225276;0.48300749985576874;0.3660149997115376;0.0;0.3660149997115376;0.3081136762725405;0.43852901558847923;0.3356143810225276;0.3356143810225276;0.2830074998557688;0.2599120563717816;0.3356143810225276;0.3660149997115376;0.0;0.3081136762725405;0.0;0.3356143810225276;0.3356143810225276;0.3660149997115376;0.3660149997115376;0.3356143810225276;0.3356143810225276;0.0;0.3660149997115376;0.4;0.0;0.3356143810225276;0.4;0.3356143810225276;0.0;0.0;0.3660149997115376;0.4;0.3356143810225276;0.0;0.0;0.3660149997115376;0.3660149997115376;0.3081136762725405;0.3660149997115376;0.3660149997115376;0.0;0.3356143810225276;0.0;0.3660149997115376;0.0;0.0;0.0;0.3081136762725405;0.0;0.3660149997115376;0.3356143810225276;0.3660149997115376;1.0;0.0;0.3356143810225276;0.3356143810225276;0.3081136762725405;0.3660149997115376;0.0;0.0;0.3660149997115376;0.3356143810225276;0.0;0.0;0.3356143810225276;0.3660149997115376;0.3081136762725405;0.0;0.0;0.3660149997115376;0.3660149997115376;0.3356143810225276;0.43852901558847923;0.0;0.3356143810225276;0.3356143810225276;0.4;0.3356143810225276;0.3356143810225276;0.3356143810225276;0.2830074998557688;0.3081136762725405;0.3356143810225276;0.3660149997115376;0.3660149997115376;0.3356143810225276;0.4;0.0;0.4;0.3356143810225276;0.16601499971153766;0.3660149997115376;0.0;0.3356143810225276;0.0;0.3356143810225276
GO:0051607;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.6000000000000001;0.0;0.0;0.6830074998557688;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.6830074998557688;0.0;0.0;0.0;0.8;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.6830074998557688;0.0;0.0;0.8
GO:0060292;0.43852901558847923;0.0;0.0;0.48300749985576874;0.5356143810225276;0.3356143810225276;0.3660149997115376;0.48300749985576874;0.4;0.0;0.43852901558847923;0.43852901558847923;0.3660149997115376;0.43852901558847923;0.3660149997115376;0.4;0.3356143810225276;0.4;0.3660149997115376;0.0;0.6000000000000001;0.0;0.3356143810225276;0.43852901558847923;0.3660149997115376;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.0;0.43852901558847923;0.48300749985576874;0.0;0.43852901558847923;0.3356143810225276;0.48300749985576874;0.0;0.0;0.3660149997115376;0.43852901558847923;0.43852901558847923;0.0;0.0;0.43852901558847923;0.3660149997115376;0.4;0.43852901558847923;0.3660149997115376;0.0;0.48300749985576874;0.0;0.43852901558847923;0.0;0.0;0.0;0.48300749985576874;0.0;0.3660149997115376;0.48300749985576874;0.43852901558847923;0.3356143810225276;0.0;1.0;0.3660149997115376;0.48300749985576874;0.43852901558847923;0.0;0.0;0.4;0.43852901558847923;0.0;0.0;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.0;0.0;0.43852901558847923;0.43852901558847923;0.4;0.43852901558847923;0.0;0.6000000000000001;0.48300749985576874;0.4;0.48300749985576874;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.5356143810225276;0.5356143810225276;0.43852901558847923;0.43852901558847923;0.0;0.43852901558847923;0.43852901558847923;0.3081136762725405;0.4;0.0;0.48300749985576874;0.0;0.43852901558847923
GO:2000553;0.6000000000000001;0.0;0.0;0.5356143810225276;0.6000000000000001;0.23852901558847928;0.5356143810225276;0.48300749985576874;0.6000000000000001;0.0;0.3356143810225276;0.3660149997115376;0.4;0.5356143810225276;0.5356143810225276;0.2830074998557688;0.3081136762725405;0.4;0.48300749985576874;0.0;0.3660149997115376;0.0;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.4;0.43852901558847923;0.0;0.48300749985576874;0.4;0.0;0.43852901558847923;0.3660149997115376;0.3356143810225276;0.0;0.0;0.5356143810225276;0.4;0.43852901558847923;0.0;0.0;0.5356143810225276;0.48300749985576874;0.4;0.4;0.4;0.0;0.43852901558847923;0.0;0.5356143810225276;0.0;0.0;0.0;0.4;0.0;0.48300749985576874;0.4;0.48300749985576874;0.3356143810225276;0.0;0.3660149997115376;1.0;0.48300749985576874;0.4;0.0;0.0;0.6000000000000001;0.4;0.0;0.0;0.4;0.4;0.3660149997115376;0.0;0.0;0.6000000000000001;0.48300749985576874;0.3081136762725405;0.5356143810225276;0.0;0.4;0.48300749985576874;0.2830074998557688;0.5356143810225276;0.48300749985576874;0.6000000000000001;0.3356143810225276;0.48300749985576874;0.4;0.3660149997115376;0.5356143810225276;0.5356143810225276;0.6000000000000001;0.0;0.6000000000000001;0.4;0.20000000000000007;0.6830074998557688;0.0;0.3356143810225276;0.0;0.5356143810225276
GO:0032480;0.43852901558847923;0.0;0.0;0.48300749985576874;0.43852901558847923;0.3081136762725405;0.6830074998557688;0.43852901558847923;0.6000000000000001;0.0;0.43852901558847923;0.48300749985576874;0.3660149997115376;0.43852901558847923;0.6830074998557688;0.3660149997115376;0.3356143810225276;0.4;0.48300749985576874;0.0;0.5356143810225276;0.0;0.3356143810225276;0.43852901558847923;0.6000000000000001;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.0;0.3660149997115376;0.43852901558847923;0.0;0.43852901558847923;0.3356143810225276;0.43852901558847923;0.0;0.0;0.5356143810225276;0.3660149997115376;0.43852901558847923;0.0;0.0;0.3660149997115376;0.6000000000000001;0.4;0.43852901558847923;0.3660149997115376;0.0;0.4;0.0;0.3660149997115376;0.0;0.0;0.0;0.5356143810225276;0.0;0.3660149997115376;0.48300749985576874;0.43852901558847923;0.3081136762725405;0.0;0.48300749985576874;0.48300749985576874;1.0;0.43852901558847923;0.0;0.0;0.6000000000000001;0.43852901558847923;0.0;0.0;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.0;0.0;0.3660149997115376;0.48300749985576874;0.4;0.43852901558847923;0.0;0.43852901558847923;0.4;0.3660149997115376;0.4;0.4;0.43852901558847923;0.43852901558847923;0.6000000000000001;0.43852901558847923;0.48300749985576874;0.43852901558847923;0.5356143810225276;0.6000000000000001;0.0;0.6000000000000001;0.43852901558847923;0.21862188087829626;0.4;0.0;0.43852901558847923;0.0;0.5356143810225276
GO:0038061;0.48300749985576874;0.4;0.0;0.5356143810225276;0.48300749985576874;0.3081136762725405;0.4;0.5356143810225276;0.43852901558847923;0.0;0.4;0.4;0.4;0.8;0.4;0.3660149997115376;0.43852901558847923;0.43852901558847923;0.4;0.6000000000000001;0.5356143810225276;0.48300749985576874;0.3660149997115376;0.48300749985576874;0.4;0.48300749985576874;0.8;0.8;0.0;0.4;0.8;0.8;0.8;0.3660149997115376;0.43852901558847923;0.5356143810225276;0.5356143810225276;0.4;0.43852901558847923;0.8;0.43852901558847923;0.0;0.4;0.4;0.43852901558847923;0.8;0.4;0.0;0.43852901558847923;0.8;0.4;0.8;0.8;0.0;0.43852901558847923;0.0;0.4;0.8;0.4;0.3660149997115376;0.0;0.43852901558847923;0.4;0.43852901558847923;1.0;0.0;0.0;0.43852901558847923;0.8;0.43852901558847923;0.0;0.8;0.48300749985576874;0.4;0.4;0.8;0.4;0.8;0.3660149997115376;0.48300749985576874;0.0;0.8;0.43852901558847923;0.4;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.4;0.43852901558847923;0.8;0.48300749985576874;0.48300749985576874;0.8;0.48300749985576874;0.0;0.48300749985576874;0.8;0.3660149997115376;0.43852901558847923;0.0;0.43852901558847923;0.0;0.8
GO:0006898;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0042742;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6830074998557688;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.6830074998557688;0.0;0.0;0.6830074998557688
GO:0032757;0.5356143810225276;0.0;0.0;0.6000000000000001;0.43852901558847923;0.2599120563717816;0.6830074998557688;0.5356143810225276;0.8;0.0;0.3660149997115376;0.4;0.43852901558847923;0.43852901558847923;0.6830074998557688;0.3081136762725405;0.3356143810225276;0.4;0.6000000000000001;0.0;0.43852901558847923;0.0;0.4;0.43852901558847923;0.6000000000000001;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.0;0.43852901558847923;0.43852901558847923;0.0;0.43852901558847923;0.4;0.3660149997115376;0.0;0.0;0.6830074998557688;0.43852901558847923;0.43852901558847923;0.0;0.0;0.43852901558847923;0.6000000000000001;0.4;0.43852901558847923;0.43852901558847923;0.0;0.4;0.0;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;0.0;0.43852901558847923;0.43852901558847923;0.3660149997115376;0.3660149997115376;0.0;0.4;0.6000000000000001;0.6000000000000001;0.43852901558847923;0.0;0.0;1.0;0.43852901558847923;0.0;0.0;0.43852901558847923;0.43852901558847923;0.4;0.0;0.0;0.43852901558847923;0.6000000000000001;0.3356143810225276;0.43852901558847923;0.0;0.43852901558847923;0.4;0.3081136762725405;0.4;0.4;0.43852901558847923;0.3660149997115376;0.6000000000000001;0.43852901558847923;0.4;0.43852901558847923;0.6830074998557688;0.8;0.0;0.8;0.43852901558847923;0.21862188087829626;0.48300749985576874;0.0;0.3660149997115376;0.0;0.6830074998557688
GO:0033209;0.48300749985576874;0.4;0.0;0.5356143810225276;0.48300749985576874;0.2830074998557688;0.4;0.48300749985576874;0.43852901558847923;0.0;0.4;0.3660149997115376;0.4;0.8;0.4;0.3356143810225276;0.43852901558847923;0.4;0.3660149997115376;0.6000000000000001;0.5356143810225276;0.48300749985576874;0.3660149997115376;0.48300749985576874;0.3660149997115376;0.48300749985576874;0.8;0.8;0.0;0.4;0.8;0.8;0.8;0.3660149997115376;0.4;0.5356143810225276;0.5356143810225276;0.4;0.4;0.8;0.43852901558847923;0.0;0.4;0.3660149997115376;0.43852901558847923;0.8;0.4;0.0;0.43852901558847923;0.8;0.4;0.8;0.8;0.0;0.43852901558847923;0.0;0.4;0.8;0.4;0.3356143810225276;0.0;0.43852901558847923;0.4;0.43852901558847923;0.8;0.0;0.0;0.43852901558847923;1.0;0.43852901558847923;0.0;0.8;0.48300749985576874;0.3660149997115376;0.4;0.8;0.4;0.8;0.3660149997115376;0.48300749985576874;0.0;0.8;0.43852901558847923;0.4;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.4;0.43852901558847923;0.8;0.43852901558847923;0.48300749985576874;0.8;0.48300749985576874;0.0;0.48300749985576874;0.8;0.3660149997115376;0.43852901558847923;0.0;0.4;0.0;0.8
GO:0019674;0.0;0.3356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.3081136762725405;0.0;0.0;0.0;0.0;0.43852901558847923;0.43852901558847923;0.5356143810225276;0.0;0.43852901558847923;0.4;0.43852901558847923;0.0;0.0;0.43852901558847923;0.3356143810225276;0.0;0.0;0.43852901558847923;0.4;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.4;0.0;0.48300749985576874;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;1.0;0.0;0.0;0.0;0.0;0.3356143810225276;0.43852901558847923;0.0;0.0;0.0;0.0;0.4;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;0.23852901558847928;0.0;0.0;0.0;0.48300749985576874;0.43852901558847923
GO:0032355;0.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.8;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.6000000000000001
GO:0014824;0.48300749985576874;0.0;0.0;0.5356143810225276;0.48300749985576874;0.2830074998557688;0.4;0.48300749985576874;0.43852901558847923;0.0;0.4;0.3660149997115376;0.4;0.8;0.4;0.3356143810225276;0.43852901558847923;0.4;0.3660149997115376;0.0;0.5356143810225276;0.0;0.3660149997115376;0.48300749985576874;0.3660149997115376;0.48300749985576874;0.8;0.8;0.0;0.4;0.8;0.0;0.8;0.3660149997115376;0.4;0.0;0.0;0.4;0.4;0.8;0.0;0.0;0.4;0.3660149997115376;0.43852901558847923;0.8;0.4;0.0;0.43852901558847923;0.0;0.4;0.0;0.0;0.0;0.43852901558847923;0.0;0.4;0.8;0.4;0.3356143810225276;0.0;0.43852901558847923;0.4;0.43852901558847923;0.8;0.0;0.0;0.43852901558847923;0.8;0.0;0.0;1.0;0.48300749985576874;0.3660149997115376;0.0;0.0;0.4;0.8;0.3660149997115376;0.48300749985576874;0.0;0.8;0.43852901558847923;0.4;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.4;0.43852901558847923;0.8;0.43852901558847923;0.48300749985576874;0.8;0.48300749985576874;0.8;0.48300749985576874;0.8;0.3356143810225276;0.43852901558847923;0.0;0.4;0.0;0.8
