;GO:0006366;GO:0001666;GO:0050871;GO:0045332;GO:1990963;GO:0010977;GO:0006958;GO:0098655;GO:0050716;GO:0035556;GO:0071217;GO:1905233;GO:1905232;GO:1905231;GO:1905237;GO:0007186;GO:0035590;GO:2000251;GO:0030182;GO:1905235;GO:0043278;GO:1903413;GO:0008277;GO:0009967;GO:1901557;GO:0042742;GO:0006898;GO:1900028;GO:1903416;GO:0042985;GO:0009914;GO:0033209;GO:0010628;GO:0061092;GO:0015914;GO:0033762;GO:1904140;GO:0060100;GO:0033280;GO:1903861;GO:1904478;GO:1903980;GO:0038095;GO:0060548;GO:0007595;GO:0036150;GO:0038096;GO:0001890;GO:0045944;GO:0050850;GO:0006855;GO:0050892;GO:0071392;GO:0097068;GO:0030449;GO:0071277;GO:0071475;GO:0019221;GO:0032782;GO:0071312;GO:0032024;GO:0071236;GO:1904151;GO:0050855;GO:2001025;GO:0050853;GO:0036146;GO:0006351;GO:0033198;GO:0007168;GO:1903997;GO:0007169;GO:0038083;GO:0060856;GO:1902227;GO:0043215;GO:0001662;GO:0042326;GO:0007204;GO:0050861;GO:0071222;GO:0045761;GO:0045087;GO:0006508;GO:0032496;GO:0050900;GO:0019731;GO:2001238;GO:0032376;GO:0033189;GO:0010524;GO:0071549;GO:0010760
GO:0045944;0.0;0.0;0.3660149997115376;0.3660149997115376;0.0;0.3660149997115376;0.3660149997115376;0.0;0.3660149997115376;0.4;0.0;0.0;0.0;0.0;0.0;0.4;0.3660149997115376;0.3356143810225276;0.0;0.0;0.0;0.0;0.3660149997115376;0.43852901558847923;0.0;0.0;0.0;0.3081136762725405;0.0;0.48300749985576874;0.3356143810225276;0.3660149997115376;0.8;0.4;0.0;0.0;0.3660149997115376;0.3660149997115376;0.0;0.4;0.3660149997115376;0.3660149997115376;0.3660149997115376;0.4;0.3660149997115376;0.0;0.3660149997115376;0.0;1.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.3660149997115376;0.0;0.0;0.3660149997115376;0.0;0.4;0.3356143810225276;0.43852901558847923;0.3660149997115376;0.0;0.0;0.0;0.3660149997115376;0.3356143810225276;0.3660149997115376;0.0;0.0;0.3660149997115376;0.0;0.0;0.3660149997115376;0.18250743174993223;0.3660149997115376;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.3660149997115376;0.0;0.43852901558847923;0.0;0.3081136762725405
GO:0050850;0.0;0.0;0.4;0.4;0.0;0.4;0.43852901558847923;0.0;0.4;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.4;0.4;0.0;0.0;0.0;0.0;0.6000000000000001;0.8;0.0;0.0;0.0;0.3356143810225276;0.0;0.3356143810225276;0.3660149997115376;0.4;0.43852901558847923;0.48300749985576874;0.0;0.0;0.4;0.43852901558847923;0.0;0.48300749985576874;0.4;0.4;0.4;0.43852901558847923;0.4;0.0;0.4;0.0;0.3660149997115376;1.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.4;0.0;0.0;0.48300749985576874;0.0;0.43852901558847923;0.5356143810225276;0.6000000000000001;0.4;0.0;0.0;0.0;0.4;0.2830074998557688;0.4;0.0;0.0;0.48300749985576874;0.0;0.0;0.3356143810225276;0.20000000000000007;0.6000000000000001;0.0;0.3356143810225276;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.4;0.0;0.5356143810225276;0.0;0.3660149997115376
GO:0006855;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;1.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0050892;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.8;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0071392;0.48300749985576874;0.48300749985576874;0.0;0.48300749985576874;0.5356143810225276;0.0;0.5356143810225276;0.0;0.0;0.5356143810225276;0.5356143810225276;0.6000000000000001;0.6830074998557688;0.8;0.6000000000000001;0.5356143810225276;0.5356143810225276;0.0;0.5356143810225276;0.6830074998557688;0.6000000000000001;0.8;0.0;0.0;0.6830074998557688;0.4;0.0;0.0;0.6830074998557688;0.0;0.0;0.5356143810225276;0.0;0.3660149997115376;0.0;0.6000000000000001;0.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.4;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;1.0;0.6830074998557688;0.0;0.5356143810225276;0.43852901558847923;0.5356143810225276;0.0;0.6000000000000001;0.0;0.6830074998557688;0.0;0.0;0.0;0.5356143810225276;0.6000000000000001;0.48300749985576874;0.6830074998557688;0.5356143810225276;0.0;0.5356143810225276;0.3081136762725405;0.5356143810225276;0.0;0.0;0.4;0.0;0.2830074998557688;0.0;0.8;0.0;0.48300749985576874;0.0;0.6830074998557688;0.48300749985576874;0.4;0.0;0.0;0.6830074998557688;0.3356143810225276;0.6830074998557688;0.0
GO:0097068;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.48300749985576874;0.8;0.6830074998557688;0.5356143810225276;0.8;0.0;0.0;0.0;0.0;0.6830074998557688;0.6830074998557688;0.6830074998557688;0.0;0.0;0.8;0.43852901558847923;0.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6830074998557688;1.0;0.0;0.48300749985576874;0.4;0.0;0.0;0.6000000000000001;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.6000000000000001;0.0;0.5356143810225276;0.0;0.6830074998557688;0.0;0.43852901558847923;0.0;0.0;0.6000000000000001;0.0;0.6830074998557688;0.0
GO:0030449;0.0;0.0;0.48300749985576874;0.48300749985576874;0.0;0.48300749985576874;0.48300749985576874;0.0;0.4;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.48300749985576874;0.3660149997115376;0.0;0.0;0.0;0.0;0.5356143810225276;0.5356143810225276;0.0;0.0;0.0;0.3660149997115376;0.0;0.48300749985576874;0.43852901558847923;0.48300749985576874;0.6000000000000001;0.43852901558847923;0.0;0.0;0.48300749985576874;0.4;0.0;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.0;0.48300749985576874;0.0;0.48300749985576874;0.43852901558847923;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.4;0.0;0.43852901558847923;0.6000000000000001;0.5356143810225276;0.48300749985576874;0.0;0.0;0.0;0.48300749985576874;0.3660149997115376;0.48300749985576874;0.0;0.0;0.43852901558847923;0.0;0.0;0.3660149997115376;0.23852901558847928;0.5356143810225276;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.4;0.0;0.48300749985576874;0.0;0.48300749985576874
GO:0071277;0.43852901558847923;0.43852901558847923;0.0;0.43852901558847923;0.48300749985576874;0.0;0.48300749985576874;0.0;0.0;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.5356143810225276;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.0;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.5356143810225276;0.0;0.0;0.48300749985576874;0.3660149997115376;0.0;0.0;0.48300749985576874;0.0;0.0;0.48300749985576874;0.0;0.3356143810225276;0.0;0.4;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.3660149997115376;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.48300749985576874;0.0;1.0;0.4;0.48300749985576874;0.0;0.48300749985576874;0.0;0.6000000000000001;0.0;0.0;0.0;0.48300749985576874;0.5356143810225276;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.0;0.48300749985576874;0.2830074998557688;0.48300749985576874;0.0;0.0;0.3660149997115376;0.0;0.2599120563717816;0.0;0.5356143810225276;0.0;0.43852901558847923;0.0;0.48300749985576874;0.43852901558847923;0.3660149997115376;0.0;0.0;0.43852901558847923;0.3081136762725405;0.5356143810225276;0.0
GO:0071475;0.43852901558847923;0.5356143810225276;0.0;0.43852901558847923;0.48300749985576874;0.0;0.48300749985576874;0.0;0.0;0.48300749985576874;0.48300749985576874;0.4;0.43852901558847923;0.4;0.4;0.48300749985576874;0.48300749985576874;0.0;0.48300749985576874;0.4;0.4;0.43852901558847923;0.0;0.0;0.4;0.43852901558847923;0.0;0.0;0.4;0.0;0.0;0.48300749985576874;0.0;0.3356143810225276;0.0;0.3660149997115376;0.0;0.0;0.4;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.3660149997115376;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.4;0.0;0.4;1.0;0.48300749985576874;0.0;0.4;0.0;0.48300749985576874;0.0;0.0;0.0;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.4;0.48300749985576874;0.0;0.48300749985576874;0.2830074998557688;0.48300749985576874;0.0;0.0;0.43852901558847923;0.0;0.2599120563717816;0.0;0.48300749985576874;0.0;0.48300749985576874;0.0;0.48300749985576874;0.43852901558847923;0.4;0.0;0.0;0.3660149997115376;0.3081136762725405;0.43852901558847923;0.0
GO:0019221;0.8;0.0;0.4;0.8;0.8;0.8;0.8;0.0;0.4;0.8;0.6000000000000001;0.0;0.5356143810225276;0.48300749985576874;0.0;0.8;0.8;0.4;0.8;0.0;0.0;0.5356143810225276;0.48300749985576874;0.48300749985576874;0.0;0.0;0.0;0.4;0.0;0.4;0.5356143810225276;1.0;0.43852901558847923;0.48300749985576874;0.0;0.0;0.8;0.43852901558847923;0.0;0.8;0.48300749985576874;0.4;0.8;0.5356143810225276;0.8;0.5356143810225276;0.8;0.0;0.3660149997115376;0.4;0.0;0.0;0.5356143810225276;0.0;0.48300749985576874;0.48300749985576874;0.48300749985576874;1.0;0.0;0.48300749985576874;0.43852901558847923;0.6000000000000001;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.8;0.5356143810225276;0.8;0.0;0.8;0.3356143810225276;0.8;0.4;0.8;0.48300749985576874;0.0;0.0;0.4;0.3660149997115376;0.4;0.8;0.48300749985576874;0.0;0.0;0.0;0.8;0.0;0.4;0.4;0.0;0.5356143810225276;0.5356143810225276;0.4
GO:0032782;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0071312;0.48300749985576874;0.48300749985576874;0.0;0.48300749985576874;0.48300749985576874;0.0;0.5356143810225276;0.0;0.0;0.48300749985576874;0.48300749985576874;0.6830074998557688;0.6830074998557688;0.6000000000000001;0.6000000000000001;0.48300749985576874;0.48300749985576874;0.0;0.48300749985576874;0.5356143810225276;0.6830074998557688;0.6000000000000001;0.0;0.0;0.5356143810225276;0.4;0.0;0.0;0.6000000000000001;0.0;0.0;0.48300749985576874;0.0;0.3356143810225276;0.0;0.5356143810225276;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.3660149997115376;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.6000000000000001;0.0;0.48300749985576874;0.4;0.48300749985576874;0.0;1.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.48300749985576874;0.5356143810225276;0.48300749985576874;0.6000000000000001;0.48300749985576874;0.0;0.48300749985576874;0.2830074998557688;0.48300749985576874;0.0;0.0;0.4;0.0;0.2599120563717816;0.0;0.6000000000000001;0.0;0.48300749985576874;0.0;0.5356143810225276;0.48300749985576874;0.4;0.0;0.0;0.5356143810225276;0.3356143810225276;0.5356143810225276;0.0
GO:0032024;0.0;0.0;0.43852901558847923;0.4;0.0;0.4;0.4;0.0;0.6830074998557688;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.4;0.43852901558847923;0.0;0.0;0.0;0.0;0.48300749985576874;0.6000000000000001;0.0;0.0;0.0;0.3660149997115376;0.0;0.3660149997115376;0.5356143810225276;0.4;0.43852901558847923;0.5356143810225276;0.0;0.0;0.4;0.48300749985576874;0.0;0.5356143810225276;0.5356143810225276;0.43852901558847923;0.4;0.48300749985576874;0.4;0.0;0.4;0.0;0.3660149997115376;0.48300749985576874;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.43852901558847923;0.0;0.0;1.0;0.0;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.4;0.0;0.0;0.0;0.4;0.3081136762725405;0.4;0.0;0.0;0.43852901558847923;0.0;0.0;0.3660149997115376;0.23852901558847928;0.48300749985576874;0.0;0.3356143810225276;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.48300749985576874;0.0;0.6000000000000001;0.0;0.3356143810225276
GO:0071236;0.5356143810225276;0.5356143810225276;0.0;0.5356143810225276;0.6000000000000001;0.0;0.6000000000000001;0.0;0.0;0.6000000000000001;0.6000000000000001;0.6000000000000001;0.6830074998557688;0.6000000000000001;0.8;0.6000000000000001;0.6000000000000001;0.0;0.6000000000000001;0.8;0.6000000000000001;0.6830074998557688;0.0;0.0;0.6000000000000001;0.43852901558847923;0.0;0.0;0.6000000000000001;0.0;0.0;0.6000000000000001;0.0;0.4;0.0;0.48300749985576874;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.43852901558847923;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.6830074998557688;0.6000000000000001;0.0;0.6000000000000001;0.48300749985576874;0.6000000000000001;0.0;0.6000000000000001;0.0;1.0;0.0;0.0;0.0;0.6000000000000001;0.6830074998557688;0.5356143810225276;0.6000000000000001;0.6000000000000001;0.0;0.6000000000000001;0.3356143810225276;0.6000000000000001;0.0;0.0;0.43852901558847923;0.0;0.3081136762725405;0.0;0.6830074998557688;0.0;0.5356143810225276;0.0;0.6000000000000001;0.5356143810225276;0.43852901558847923;0.0;0.0;0.5356143810225276;0.3660149997115376;0.6830074998557688;0.0
GO:1904151;0.0;0.0;0.43852901558847923;0.43852901558847923;0.0;0.43852901558847923;0.43852901558847923;0.0;0.43852901558847923;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.43852901558847923;0.4;0.0;0.0;0.0;0.0;0.43852901558847923;0.5356143810225276;0.0;0.0;0.0;0.3356143810225276;0.0;0.3356143810225276;0.4;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.0;0.0;0.43852901558847923;0.43852901558847923;0.0;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.0;0.43852901558847923;0.0;0.4;0.43852901558847923;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.43852901558847923;0.0;0.0;0.43852901558847923;0.0;1.0;0.4;0.5356143810225276;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;0.2830074998557688;0.43852901558847923;0.0;0.0;0.4;0.0;0.0;0.3356143810225276;0.21862188087829626;0.43852901558847923;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.43852901558847923;0.0;0.5356143810225276;0.0;0.3660149997115376
GO:0050855;0.0;0.0;0.43852901558847923;0.43852901558847923;0.0;0.43852901558847923;0.48300749985576874;0.0;0.3660149997115376;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.43852901558847923;0.3660149997115376;0.0;0.0;0.0;0.0;0.6830074998557688;0.6830074998557688;0.0;0.0;0.0;0.3660149997115376;0.0;0.3660149997115376;0.4;0.43852901558847923;0.4;0.43852901558847923;0.0;0.0;0.43852901558847923;0.4;0.0;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.43852901558847923;0.0;0.48300749985576874;0.0;0.3356143810225276;0.5356143810225276;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.43852901558847923;0.0;0.0;0.43852901558847923;0.0;0.4;1.0;0.5356143810225276;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;0.2599120563717816;0.43852901558847923;0.0;0.0;0.5356143810225276;0.0;0.0;0.3660149997115376;0.21862188087829626;1.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.3660149997115376;0.0;0.48300749985576874;0.0;0.43852901558847923
GO:2001025;0.0;0.0;0.48300749985576874;0.48300749985576874;0.0;0.48300749985576874;0.5356143810225276;0.0;0.48300749985576874;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.48300749985576874;0.43852901558847923;0.0;0.0;0.0;0.0;0.6000000000000001;0.8;0.0;0.0;0.0;0.3660149997115376;0.0;0.3660149997115376;0.43852901558847923;0.48300749985576874;0.5356143810225276;0.5356143810225276;0.0;0.0;0.48300749985576874;0.48300749985576874;0.0;0.5356143810225276;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.0;0.48300749985576874;0.0;0.43852901558847923;0.6000000000000001;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.48300749985576874;0.0;0.0;0.48300749985576874;0.0;0.5356143810225276;0.5356143810225276;1.0;0.48300749985576874;0.0;0.0;0.0;0.48300749985576874;0.3081136762725405;0.48300749985576874;0.0;0.0;0.48300749985576874;0.0;0.0;0.3660149997115376;0.23852901558847928;0.6000000000000001;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.48300749985576874;0.0;0.6000000000000001;0.0;0.43852901558847923
GO:0050853;0.8;0.0;0.4;0.8;0.8;0.8;0.8;0.0;0.4;0.8;0.6000000000000001;0.0;0.5356143810225276;0.48300749985576874;0.0;0.8;0.8;0.3660149997115376;0.8;0.0;0.0;0.5356143810225276;0.48300749985576874;0.48300749985576874;0.0;0.0;0.0;0.3660149997115376;0.0;0.3660149997115376;0.5356143810225276;0.8;0.43852901558847923;0.48300749985576874;0.0;0.0;0.8;0.4;0.0;0.8;0.48300749985576874;0.4;0.8;0.48300749985576874;0.8;0.5356143810225276;0.8;0.0;0.3660149997115376;0.4;0.0;0.0;0.5356143810225276;0.0;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.8;0.0;0.48300749985576874;0.4;0.6000000000000001;0.43852901558847923;0.43852901558847923;0.48300749985576874;1.0;0.5356143810225276;0.8;0.0;0.8;0.3356143810225276;0.8;0.4;0.8;0.43852901558847923;0.0;0.0;0.3660149997115376;0.3660149997115376;0.43852901558847923;0.8;0.48300749985576874;0.6000000000000001;0.0;0.0;0.8;0.48300749985576874;0.4;0.4;0.0;0.48300749985576874;0.5356143810225276;0.4
GO:0036146;0.48300749985576874;0.48300749985576874;0.0;0.48300749985576874;0.5356143810225276;0.0;0.5356143810225276;0.0;0.0;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.6000000000000001;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.0;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.6000000000000001;0.0;0.0;0.5356143810225276;0.4;0.0;0.0;0.5356143810225276;0.0;0.0;0.5356143810225276;0.0;0.3660149997115376;0.0;0.43852901558847923;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.4;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.5356143810225276;0.0;0.5356143810225276;0.43852901558847923;0.5356143810225276;0.0;0.5356143810225276;0.0;0.6830074998557688;0.0;0.0;0.0;0.5356143810225276;1.0;0.48300749985576874;0.5356143810225276;0.5356143810225276;0.0;0.5356143810225276;0.3081136762725405;0.5356143810225276;0.0;0.0;0.4;0.0;0.2830074998557688;0.0;0.6000000000000001;0.0;0.48300749985576874;0.0;0.5356143810225276;0.48300749985576874;0.4;0.0;0.0;0.48300749985576874;0.3356143810225276;0.6000000000000001;0.0
GO:0006351;1.0;0.0;0.0;0.8;0.8;0.0;0.8;0.0;0.0;0.8;0.5356143810225276;0.0;0.48300749985576874;0.43852901558847923;0.0;0.8;0.8;0.0;0.8;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.5356143810225276;0.8;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.43852901558847923;0.43852901558847923;0.8;0.0;0.48300749985576874;0.0;0.5356143810225276;0.0;0.0;0.0;0.8;0.48300749985576874;1.0;0.0;0.8;0.0;0.8;0.43852901558847923;0.8;0.0;0.0;0.0;0.0;0.3356143810225276;0.0;0.8;0.0;0.0;0.6830074998557688;0.0;0.8;0.0;0.0;0.0;0.0;0.48300749985576874;0.48300749985576874;0.0
GO:0033198;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.48300749985576874;0.8;0.6830074998557688;0.5356143810225276;0.8;0.0;0.0;0.0;0.0;0.6830074998557688;0.6830074998557688;0.6830074998557688;0.0;0.0;0.8;0.43852901558847923;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6830074998557688;0.8;0.0;0.48300749985576874;0.4;0.0;0.0;0.6000000000000001;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.6830074998557688;0.0;0.5356143810225276;0.0;0.8;0.0;0.43852901558847923;0.0;0.0;0.6830074998557688;0.0;0.6830074998557688;0.0
GO:0007168;0.8;0.0;0.4;0.8;0.8;0.8;0.8;0.0;0.4;0.8;0.6000000000000001;0.0;0.5356143810225276;0.48300749985576874;0.0;0.8;0.8;0.3660149997115376;0.8;0.0;0.0;0.5356143810225276;0.48300749985576874;0.48300749985576874;0.0;0.0;0.0;0.3660149997115376;0.0;0.3660149997115376;0.5356143810225276;0.8;0.43852901558847923;0.48300749985576874;0.0;0.0;0.8;0.4;0.0;0.8;0.48300749985576874;0.4;0.8;0.48300749985576874;0.8;0.5356143810225276;0.8;0.0;0.3660149997115376;0.4;0.0;0.0;0.5356143810225276;0.0;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.8;0.0;0.48300749985576874;0.4;0.6000000000000001;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.8;0.5356143810225276;0.8;0.0;1.0;0.3356143810225276;0.8;0.4;0.8;0.43852901558847923;0.0;0.0;0.3660149997115376;0.3660149997115376;0.4;0.8;0.48300749985576874;0.0;0.0;0.0;0.8;0.0;0.4;0.4;0.0;0.48300749985576874;0.5356143810225276;0.4
GO:1903997;0.0;0.0;0.2830074998557688;0.3356143810225276;0.0;0.3356143810225276;0.3356143810225276;0.0;0.2830074998557688;0.3356143810225276;0.0;0.0;0.0;0.0;0.0;0.3356143810225276;0.3356143810225276;0.2830074998557688;0.0;0.0;0.0;0.0;0.2830074998557688;0.3356143810225276;0.0;0.0;0.0;0.23852901558847928;0.0;0.3081136762725405;0.3081136762725405;0.3356143810225276;0.4;0.3356143810225276;0.0;0.0;0.3356143810225276;0.3081136762725405;0.0;0.3356143810225276;0.2830074998557688;0.2830074998557688;0.3356143810225276;0.3081136762725405;0.3356143810225276;0.0;0.3356143810225276;0.0;0.3356143810225276;0.2830074998557688;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.3356143810225276;0.0;0.0;0.3081136762725405;0.0;0.2830074998557688;0.2599120563717816;0.3081136762725405;0.3356143810225276;0.0;0.0;0.0;0.3356143810225276;1.0;0.3356143810225276;0.0;0.0;0.2830074998557688;0.0;0.0;0.48300749985576874;0.16601499971153766;0.2830074998557688;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.2830074998557688;0.2599120563717816;0.0;0.3660149997115376;0.0;0.23852901558847928
GO:0007169;0.8;0.0;0.4;0.8;0.8;0.8;0.8;0.0;0.4;0.8;0.6000000000000001;0.0;0.5356143810225276;0.48300749985576874;0.0;0.8;0.8;0.3660149997115376;0.8;0.0;0.0;0.5356143810225276;0.48300749985576874;0.48300749985576874;0.0;0.0;0.0;0.3660149997115376;0.0;0.3660149997115376;0.5356143810225276;0.8;0.43852901558847923;0.48300749985576874;0.0;0.0;0.8;0.4;0.0;0.8;0.48300749985576874;0.4;0.8;0.48300749985576874;0.8;0.5356143810225276;0.8;0.0;0.3660149997115376;0.4;0.0;0.0;0.5356143810225276;0.0;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.8;0.0;0.48300749985576874;0.4;0.6000000000000001;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.8;0.5356143810225276;0.8;0.0;0.8;0.3356143810225276;1.0;0.4;0.8;0.43852901558847923;0.0;0.0;0.3660149997115376;0.3660149997115376;0.4;0.8;0.48300749985576874;0.0;0.0;0.0;0.8;0.0;0.4;0.4;0.0;0.48300749985576874;0.5356143810225276;0.4
