;GO:0008584;GO:0032693;GO:1902311;GO:0035162;GO:0038156;GO:0015031;GO:1905146;GO:0046854;GO:0097490;GO:0042531;GO:0051092;GO:0001550;GO:0045766;GO:0000187;GO:0045892;GO:0045893;GO:0002636;GO:0051482;GO:2000353;GO:1990408;GO:0019367;GO:0032689;GO:0034626;GO:0050679;GO:0035434;GO:0034625;GO:0035556;GO:0050710;GO:0030148;GO:1902285;GO:0061684;GO:2001186;GO:0060355;GO:0065003;GO:2001181;GO:0007143;GO:0050728;GO:0051260;GO:0045410;GO:0042700;GO:0048010;GO:1990410;GO:0071360;GO:0001556;GO:0002768;GO:0001954;GO:0050680;GO:0001836;GO:0070830;GO:0030890;GO:2000249;GO:2000484;GO:0032436;GO:0031623;GO:0051897;GO:0043406;GO:0090557;GO:0090037;GO:0008284;GO:0043123;GO:0097190;GO:0051151;GO:0045944;GO:0045425;GO:0042832;GO:0048661;GO:0002576;GO:0000165;GO:0043491;GO:0007229;GO:0051781;GO:0051023;GO:0019221;GO:0048146;GO:0006816;GO:0043252;GO:0015804;GO:0010595;GO:0038128;GO:0050731;GO:0033590;GO:2001240;GO:0061740;GO:0031295;GO:0031296;GO:0006670;GO:0000209;GO:0038084;GO:0060019;GO:0046007;GO:1901652;GO:0048305;GO:0048304;GO:1903830;GO:1903556;GO:0009267;GO:0043536;GO:0001782;GO:0097352;GO:0071260;GO:2000145;GO:0032496;GO:0050900;GO:0001938;GO:0017038;GO:0018108;GO:1902475;GO:1902476;GO:0007173;GO:0007179;GO:0045840;GO:0009756;GO:0043547;GO:0006878;GO:0043154;GO:0051607;GO:0006919;GO:0034260;GO:0060674;GO:0007186;GO:0031032;GO:0042100;GO:0043312;GO:0042102;GO:0007189;GO:0006897;GO:0006898;GO:0043434;GO:0046825;GO:0048846;GO:0048208;GO:0010629;GO:0030216;GO:0033209;GO:0006888;GO:0002845;GO:0010628;GO:0034138;GO:0010469;GO:0071329;GO:0072659;GO:0030335;GO:0046718;GO:0045627;GO:0046716;GO:0009299;GO:1905404;GO:0045740;GO:0045741;GO:0045986;GO:0001573;GO:0000122;GO:0050892;GO:0035338;GO:0071356;GO:0051902;GO:0016311;GO:0038043;GO:0061549;GO:0007166;GO:0042761;GO:0042246;GO:0006874;GO:0060337;GO:0006357;GO:0006511;GO:0045086;GO:0032735;GO:0071222;GO:0045089;GO:0045087;GO:0042130;GO:0043066;GO:0071347;GO:0071346;GO:0036016;GO:0036018
GO:0001836;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.07692307692307687;0.08695652173913049;0.1428571428571429;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07692307692307687;0.0;0.15384615384615385;0.06896551724137934;0.0;0.06666666666666665;0.0;0.0;0.06666666666666665;0.18181818181818177;0.0;0.08695652173913049;0.15384615384615385;0.07692307692307687;0.0;0.0;0.4444444444444444;0.0;0.3571428571428571;0.0;0.36363636363636365;0.0;0.16666666666666663;0.1428571428571429;0.1428571428571429;0.09999999999999998;0.1333333333333333;0.125;0.0;0.0;1.0;0.33333333333333337;0.0;0.0;0.0;0.0;0.09999999999999998;0.0;0.0;0.1428571428571429;0.0;0.0;0.0;0.18181818181818177;0.0;0.0;0.0;0.0;0.0;0.1333333333333333;0.06666666666666665;0.16666666666666663;0.16666666666666663;0.0;0.0;0.16666666666666663;0.0;0.0;0.0;0.0;0.0;0.1333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.08333333333333337;0.08695652173913049;0.1428571428571429;0.18181818181818177;0.0;0.0;0.09090909090909094;0.0;0.0;0.0;0.10526315789473684;0.0;0.0;0.4;0.1333333333333333;0.0;0.0;0.16666666666666663;0.0;0.0;0.07692307692307687;0.0;0.0;0.1333333333333333;0.1428571428571429;0.0;0.18181818181818177;0.0;0.08695652173913049;0.0;0.0;0.0;0.0;0.0;0.18181818181818177;0.5;0.125;0.07407407407407407;0.0;0.11111111111111116;0.0;0.0;0.0;0.0;0.125;0.41666666666666663;0.0;0.16666666666666663;0.15384615384615385;0.0;0.0;0.0;0.06451612903225812;0.0;0.09999999999999998;0.0;0.0;0.0;0.0;0.16666666666666663;0.05714285714285716;0.0;0.0;0.0;0.0;0.08333333333333337;0.0;0.0;0.06896551724137934;0.125;0.0;0.18181818181818177;0.15384615384615385;0.0;0.18181818181818177;0.06896551724137934;0.0;0.08695652173913049;0.15384615384615385;0.0;0.07999999999999996;0.0;0.0;0.08333333333333337;0.0;0.0;0.0;0.0;0.125;0.125;0.125;0.125
GO:0070830;0.0;0.0;0.0;0.0;0.1333333333333333;0.0;0.0714285714285714;0.07999999999999996;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0714285714285714;0.0;0.1333333333333333;0.06451612903225812;0.0;0.0625;0.0;0.0;0.0625;0.15384615384615385;0.0;0.07999999999999996;0.1333333333333333;0.0714285714285714;0.0;0.0;0.5;0.0;0.23529411764705888;0.0;0.41666666666666663;0.0;0.1428571428571429;0.125;0.125;0.09090909090909094;0.11764705882352944;0.11111111111111116;0.0;0.0;0.33333333333333337;1.0;0.0;0.0;0.0;0.0;0.09090909090909094;0.0;0.0;0.125;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.11764705882352944;0.0625;0.1428571428571429;0.1428571428571429;0.0;0.0;0.1428571428571429;0.0;0.0;0.0;0.0;0.0;0.11764705882352944;0.0;0.0;0.0;0.0;0.0;0.0;0.07692307692307687;0.07999999999999996;0.125;0.15384615384615385;0.0;0.0;0.08333333333333337;0.0;0.0;0.0;0.09523809523809523;0.0;0.0;0.33333333333333337;0.11764705882352944;0.0;0.0;0.1428571428571429;0.0;0.0;0.0714285714285714;0.0;0.0;0.11764705882352944;0.125;0.0;0.15384615384615385;0.0;0.07999999999999996;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.3076923076923077;0.11111111111111116;0.06896551724137934;0.0;0.09999999999999998;0.0;0.0;0.0;0.0;0.11111111111111116;0.3571428571428571;0.0;0.1428571428571429;0.1333333333333333;0.0;0.0;0.0;0.06060606060606055;0.0;0.09090909090909094;0.0;0.0;0.0;0.0;0.1428571428571429;0.05405405405405406;0.0;0.0;0.0;0.0;0.07692307692307687;0.0;0.0;0.06451612903225812;0.11111111111111116;0.0;0.15384615384615385;0.1333333333333333;0.0;0.15384615384615385;0.06451612903225812;0.0;0.07999999999999996;0.1333333333333333;0.0;0.07407407407407407;0.0;0.0;0.07692307692307687;0.0;0.0;0.0;0.0;0.11111111111111116;0.11111111111111116;0.11111111111111116;0.11111111111111116
GO:0030890;0.0;0.09677419354838712;0.09375;0.0;0.13793103448275867;0.0;0.0;0.0;0.0;0.09230769230769231;0.11363636363636365;0.0;0.11764705882352944;0.07999999999999996;0.07272727272727275;0.11538461538461542;0.16216216216216217;0.045454545454545414;0.17647058823529416;0.13793103448275867;0.0;0.09677419354838712;0.0;0.3076923076923077;0.0;0.0;0.14814814814814814;0.08163265306122447;0.0;0.13793103448275867;0.0;0.19047619047619047;0.23076923076923073;0.0;0.11764705882352944;0.0;0.08823529411764708;0.0;0.11764705882352944;0.1428571428571429;0.1333333333333333;0.1333333333333333;0.0;0.0;0.16129032258064513;0.1333333333333333;0.1724137931034483;0.0;0.0;1.0;0.1333333333333333;0.11764705882352944;0.10909090909090913;0.0;0.16666666666666663;0.0821917808219178;0.0;0.16666666666666663;0.28;0.16666666666666663;0.14814814814814814;0.11764705882352944;0.11111111111111116;0.11764705882352944;0.0;0.3076923076923077;0.0;0.08695652173913049;0.1428571428571429;0.1428571428571429;0.23076923076923073;0.13157894736842102;0.1428571428571429;0.3076923076923077;0.0;0.0;0.0;0.15384615384615385;0.12903225806451613;0.12244897959183676;0.0;0.08510638297872342;0.0;0.4;0.5925925925925926;0.0;0.0;0.1333333333333333;0.0;0.26086956521739135;0.0;0.0;0.22857142857142854;0.0;0.09677419354838712;0.0;0.14634146341463417;0.06451612903225812;0.0;0.0;0.1428571428571429;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.12903225806451613;0.1333333333333333;0.1578947368421053;0.14814814814814814;0.0625;0.04878048780487809;0.06557377049180324;0.0;0.09999999999999998;0.09090909090909094;0.0;0.14814814814814814;0.0;0.0;0.0;0.6470588235294117;0.11764705882352944;0.0;0.0;0.0;0.08333333333333337;0.0;0.0;0.09677419354838712;0.0;0.13793103448275867;0.0;0.11764705882352944;0.1333333333333333;0.15909090909090906;0.1333333333333333;0.0;0.0;0.18181818181818177;0.0;0.19718309859154926;0.06666666666666665;0.0;0.1578947368421053;0.13043478260869568;0.07792207792207795;0.09090909090909094;0.0;0.07017543859649122;0.0;0.0;0.0;0.11428571428571432;0.0;0.13793103448275867;0.0;0.14814814814814814;0.0;0.0;0.04878048780487809;0.13793103448275867;0.09999999999999998;0.0;0.11764705882352944;0.1333333333333333;0.0;0.18181818181818177;0.0;0.2727272727272727;0.125;0.0;0.0;0.0;0.0
GO:2000249;0.0;0.19999999999999996;0.1875;0.0;0.3076923076923077;0.0;0.0;0.0;0.0;0.07843137254901966;0.13793103448275867;0.0;0.1578947368421053;0.06557377049180324;0.10256410256410253;0.10526315789473684;0.125;0.0714285714285714;0.19999999999999996;0.3076923076923077;0.0;0.19999999999999996;0.0;0.2857142857142857;0.0;0.0;0.36363636363636365;0.12121212121212122;0.0;0.3076923076923077;0.0;0.1333333333333333;0.33333333333333337;0.0;0.10810810810810811;0.0;0.16666666666666663;0.0;0.10810810810810811;0.33333333333333337;0.2857142857142857;0.2857142857142857;0.0;0.0;0.25;0.19999999999999996;0.2857142857142857;0.0;0.0;0.1333333333333333;1.0;0.10810810810810811;0.09756097560975607;0.0;0.18181818181818177;0.06779661016949157;0.0;0.18181818181818177;0.33333333333333337;0.18181818181818177;0.36363636363636365;0.2222222222222222;0.09999999999999998;0.10810810810810811;0.0;0.2857142857142857;0.0;0.1333333333333333;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.17391304347826086;0.33333333333333337;0.2857142857142857;0.0;0.0;0.0;0.16000000000000003;0.2666666666666667;0.11428571428571432;0.0;0.12903225806451613;0.0;0.13793103448275867;0.17391304347826086;0.0;0.0;0.2857142857142857;0.0;0.10526315789473684;0.0;0.0;0.06060606060606055;0.0;0.19999999999999996;0.0;0.14814814814814814;0.1333333333333333;0.0;0.0;0.33333333333333337;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.2666666666666667;0.2857142857142857;0.2727272727272727;0.36363636363636365;0.125;0.07999999999999996;0.0888888888888889;0.0;0.08695652173913049;0.17647058823529416;0.0;0.36363636363636365;0.0;0.0;0.0;0.11111111111111116;0.2222222222222222;0.0;0.0;0.0;0.15000000000000002;0.0;0.0;0.19999999999999996;0.0;0.3076923076923077;0.0;0.07894736842105265;0.19999999999999996;0.12903225806451613;0.2857142857142857;0.0;0.0;0.21052631578947367;0.0;0.06153846153846154;0.1428571428571429;0.0;0.16666666666666663;0.125;0.06349206349206349;0.17647058823529416;0.0;0.09756097560975607;0.0;0.0;0.0;0.21052631578947367;0.0;0.3076923076923077;0.0;0.36363636363636365;0.0;0.0;0.07999999999999996;0.3076923076923077;0.16666666666666663;0.0;0.10810810810810811;0.19999999999999996;0.0;0.15000000000000002;0.0;0.11111111111111116;0.25;0.0;0.0;0.0;0.0
GO:2000484;0.0;0.13888888888888884;0.1351351351351351;0.0;0.11111111111111116;0.0;0.0;0.0;0.0;0.08333333333333337;0.0980392156862745;0.0;0.15384615384615385;0.07317073170731703;0.06451612903225812;0.10169491525423724;0.08695652173913049;0.039215686274509776;0.14634146341463417;0.11111111111111116;0.0;0.13888888888888884;0.0;0.17142857142857137;0.0;0.0;0.11764705882352944;0.39534883720930236;0.0;0.11111111111111116;0.0;0.07547169811320753;0.18181818181818177;0.0;0.8285714285714285;0.0;0.07317073170731703;0.0;0.18518518518518523;0.11428571428571432;0.10810810810810811;0.10810810810810811;0.0;0.0;0.10256410256410253;0.10810810810810811;0.10810810810810811;0.0;0.0;0.11764705882352944;0.10810810810810811;1.0;0.09677419354838712;0.0;0.13953488372093026;0.07499999999999996;0.0;0.13953488372093026;0.18181818181818177;0.13953488372093026;0.11764705882352944;0.09756097560975607;0.09836065573770492;0.18518518518518523;0.0;0.17142857142857137;0.0;0.07547169811320753;0.11428571428571432;0.11428571428571432;0.18181818181818177;0.38888888888888884;0.11428571428571432;0.17142857142857137;0.0;0.0;0.0;0.2093023255813954;0.10526315789473684;0.1071428571428571;0.0;0.07407407407407407;0.0;0.12;0.13636363636363635;0.0;0.0;0.10810810810810811;0.0;0.06557377049180324;0.0;0.0;0.09411764705882353;0.0;0.13888888888888884;0.0;0.19999999999999996;0.052631578947368474;0.0;0.0;0.1470588235294118;0.0;0.0;0.16216216216216217;0.0;0.0;0.0;0.0;0.10526315789473684;0.10810810810810811;0.1333333333333333;0.11764705882352944;0.05128205128205132;0.04166666666666663;0.05882352941176472;0.0;0.08955223880597019;0.07499999999999996;0.0;0.11764705882352944;0.0;0.0;0.0;0.10526315789473684;0.09756097560975607;0.0;0.0;0.0;0.2432432432432432;0.0;0.0;0.07894736842105265;0.0;0.11111111111111116;0.0;0.10344827586206895;0.10810810810810811;0.09433962264150941;0.10810810810810811;0.0;0.0;0.17948717948717952;0.0;0.09523809523809523;0.05405405405405406;0.0;0.1333333333333333;0.1132075471698113;0.0714285714285714;0.10256410256410253;0.0;0.0625;0.0;0.0;0.0;0.09523809523809523;0.0;0.11111111111111116;0.0;0.11764705882352944;0.0;0.0;0.04166666666666663;0.11111111111111116;0.08510638297872342;0.0;0.18518518518518523;0.24242424242424243;0.0;0.09523809523809523;0.0;0.06779661016949157;0.10256410256410253;0.0;0.0;0.0;0.0
GO:0032436;0.0;0.0714285714285714;0.06976744186046513;0.0;0.09999999999999998;0.0;0.0;0.0;0.0;0.3015873015873016;0.19999999999999996;0.0;0.0888888888888889;0.26027397260273977;0.14754098360655743;0.2777777777777778;0.07999999999999996;0.036363636363636376;0.1333333333333333;0.09999999999999998;0.0;0.0714285714285714;0.0;0.15384615384615385;0.0;0.0;0.10526315789473684;0.06666666666666665;0.0;0.09999999999999998;0.0;0.07017543859649122;0.16216216216216217;0.0;0.09677419354838712;0.0;0.06666666666666665;0.0;0.33333333333333337;0.10256410256410253;0.09756097560975607;0.09756097560975607;0.0;0.0;0.09302325581395354;0.09756097560975607;0.09756097560975607;0.0;0.0;0.10909090909090913;0.09756097560975607;0.09677419354838712;1.0;0.0;0.12765957446808507;0.2676056338028169;0.0;0.12765957446808507;0.16216216216216217;0.12765957446808507;0.10526315789473684;0.0888888888888889;0.2678571428571429;0.33333333333333337;0.0;0.15384615384615385;0.0;0.07017543859649122;0.10256410256410253;0.10256410256410253;0.16216216216216217;0.07999999999999996;0.10256410256410253;0.15384615384615385;0.0;0.0;0.0;0.12;0.09523809523809523;0.4042553191489362;0.0;0.06896551724137934;0.0;0.11111111111111116;0.125;0.0;0.0;0.09756097560975607;0.0;0.06153846153846154;0.0;0.0;0.18292682926829273;0.0;0.0714285714285714;0.0;0.11538461538461542;0.04761904761904767;0.0;0.0;0.10256410256410253;0.0;0.0;0.14634146341463417;0.0;0.0;0.0;0.0;0.09523809523809523;0.09756097560975607;0.12244897959183676;0.10526315789473684;0.046511627906976716;0.038461538461538436;0.1875;0.0;0.375;0.06818181818181823;0.0;0.10526315789473684;0.0;0.0;0.0;0.09836065573770492;0.0888888888888889;0.0;0.0;0.0;0.06382978723404253;0.0;0.0;0.125;0.0;0.09999999999999998;0.0;0.0625;0.21621621621621623;0.08771929824561409;0.09756097560975607;0.0;0.0;0.13636363636363635;0.0;0.06666666666666665;0.04878048780487809;0.0;0.12244897959183676;0.3125;0.2533333333333333;0.06818181818181823;0.0;0.1428571428571429;0.0;0.0;0.0;0.08695652173913049;0.0;0.09999999999999998;0.0;0.10526315789473684;0.0;0.0;0.038461538461538436;0.09999999999999998;0.19565217391304346;0.0;0.33333333333333337;0.09756097560975607;0.0;0.08695652173913049;0.0;0.06349206349206349;0.09302325581395354;0.0;0.0;0.0;0.0
GO:0031623;0.0;0.0;0.0;0.0;0.09523809523809523;0.18181818181818177;0.24137931034482762;0.1785714285714286;0.09090909090909094;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05882352941176472;0.0;0.09523809523809523;0.1470588235294118;0.0;0.1428571428571429;0.0;0.16000000000000003;0.1428571428571429;0.10526315789473684;0.0;0.1785714285714286;0.09523809523809523;0.19999999999999996;0.0;0.0;0.10526315789473684;0.0;0.07999999999999996;0.0;0.09523809523809523;0.0;0.09999999999999998;0.09090909090909094;0.09090909090909094;0.0714285714285714;0.08695652173913049;0.08333333333333337;0.0;0.0;0.09999999999999998;0.09090909090909094;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.09090909090909094;0.0;0.0;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.3157894736842105;0.21212121212121215;0.09999999999999998;0.09999999999999998;0.0;0.0;0.09999999999999998;0.0;0.19999999999999996;0.21052631578947367;0.17391304347826086;0.0;0.08695652173913049;0.0;0.0;0.0;0.09999999999999998;0.0;0.0;0.1724137931034483;0.2692307692307693;0.09090909090909094;0.10526315789473684;0.0;0.0;0.18518518518518523;0.0;0.15384615384615385;0.0;0.07407407407407407;0.0;0.0;0.09999999999999998;0.08695652173913049;0.0;0.0;0.09999999999999998;0.0;0.17391304347826086;0.24137931034482762;0.1333333333333333;0.16666666666666663;0.08695652173913049;0.09090909090909094;0.0;0.10526315789473684;0.0;0.06451612903225812;0.0;0.0;0.0;0.0;0.0;0.10526315789473684;0.09523809523809523;0.08333333333333337;0.19354838709677424;0.0;0.07692307692307687;0.4;0.4666666666666667;0.0;0.0;0.08333333333333337;0.08695652173913049;0.0;0.09999999999999998;0.09523809523809523;0.26315789473684215;0.0;0.0;0.05128205128205132;0.0;0.0714285714285714;0.09090909090909094;0.0;0.0;0.0;0.09999999999999998;0.1842105263157895;0.0;0.0;0.0;0.0;0.1724137931034483;0.0;0.2222222222222222;0.1470588235294118;0.08333333333333337;0.0;0.23529411764705888;0.09523809523809523;0.0;0.10526315789473684;0.1470588235294118;0.0;0.06451612903225812;0.09523809523809523;0.0;0.25;0.0;0.0;0.0625;0.0;0.0;0.0;0.0;0.08333333333333337;0.08333333333333337;0.08333333333333337;0.08333333333333337
GO:0051897;0.0;0.13043478260869568;0.125;0.0;0.19047619047619047;0.0;0.0;0.0;0.0;0.34042553191489366;0.13888888888888884;0.0;0.15384615384615385;0.2807017543859649;0.08510638297872342;0.13636363636363635;0.2068965517241379;0.05555555555555558;0.23076923076923073;0.19047619047619047;0.0;0.13043478260869568;0.0;0.30000000000000004;0.0;0.0;0.21052631578947367;0.09756097560975607;0.0;0.19047619047619047;0.0;0.10526315789473684;0.33333333333333337;0.0;0.13953488372093026;0.0;0.16000000000000003;0.0;0.13953488372093026;0.19999999999999996;0.18181818181818177;0.18181818181818177;0.0;0.0;0.21739130434782605;0.18181818181818177;0.18181818181818177;0.0;0.0;0.16666666666666663;0.18181818181818177;0.13953488372093026;0.12765957446808507;0.0;1.0;0.2909090909090909;0.0;0.8888888888888888;0.33333333333333337;0.8888888888888888;0.21052631578947367;0.15384615384615385;0.13043478260869568;0.13953488372093026;0.0;0.30000000000000004;0.0;0.10526315789473684;0.19999999999999996;0.19999999999999996;0.33333333333333337;0.12903225806451613;0.19999999999999996;0.30000000000000004;0.0;0.0;0.0;0.19354838709677424;0.17391304347826086;0.14634146341463417;0.0;0.22857142857142854;0.0;0.17142857142857137;0.2068965517241379;0.0;0.0;0.18181818181818177;0.0;0.08695652173913049;0.0;0.0;0.11428571428571432;0.0;0.13043478260869568;0.0;0.18181818181818177;0.08695652173913049;0.0;0.0;0.19999999999999996;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.17391304347826086;0.18181818181818177;0.19999999999999996;0.21052631578947367;0.08333333333333337;0.06060606060606055;0.07547169811320753;0.0;0.11538461538461542;0.12;0.0;0.21052631578947367;0.0;0.0;0.0;0.1428571428571429;0.15384615384615385;0.0;0.0;0.0;0.1071428571428571;0.0;0.0;0.13043478260869568;0.0;0.19047619047619047;0.0;0.13953488372093026;0.18181818181818177;0.19444444444444442;0.4444444444444444;0.0;0.0;0.24;0.0;0.1159420289855072;0.09090909090909094;0.0;0.19999999999999996;0.1578947368421053;0.2295081967213115;0.12;0.0;0.08163265306122447;0.0;0.0;0.0;0.14814814814814814;0.0;0.19047619047619047;0.0;0.21052631578947367;0.0;0.0;0.06060606060606055;0.19047619047619047;0.125;0.0;0.13953488372093026;0.18181818181818177;0.0;0.24;0.0;0.09090909090909094;0.16666666666666663;0.0;0.0;0.0;0.0
GO:0043406;0.0;0.050000000000000044;0.049180327868852514;0.0;0.06896551724137934;0.0;0.0;0.0;0.0;0.639344262295082;0.18181818181818177;0.0;0.06349206349206349;0.9642857142857143;0.11392405063291144;0.20833333333333337;0.09090909090909094;0.0273972602739726;0.09523809523809523;0.06896551724137934;0.0;0.050000000000000044;0.0;0.10526315789473684;0.0;0.0;0.0714285714285714;0.05128205128205132;0.0;0.06896551724137934;0.0;0.053333333333333344;0.10909090909090913;0.0;0.07499999999999996;0.0;0.06451612903225812;0.0;0.24637681159420288;0.07017543859649122;0.06779661016949157;0.06779661016949157;0.0;0.0;0.08333333333333337;0.06779661016949157;0.06779661016949157;0.0;0.0;0.0821917808219178;0.06779661016949157;0.07499999999999996;0.2676056338028169;0.0;0.2909090909090909;1.0;0.0;0.2909090909090909;0.10909090909090913;0.2909090909090909;0.0714285714285714;0.06349206349206349;0.20270270270270274;0.24637681159420288;0.0;0.10526315789473684;0.0;0.053333333333333344;0.07017543859649122;0.07017543859649122;0.10909090909090913;0.05882352941176472;0.07017543859649122;0.10526315789473684;0.0;0.0;0.0;0.08823529411764708;0.06666666666666665;0.5272727272727273;0.0;0.11111111111111116;0.0;0.08333333333333337;0.09090909090909094;0.0;0.0;0.06779661016949157;0.0;0.048192771084337394;0.0;0.0;0.173469387755102;0.0;0.050000000000000044;0.0;0.08571428571428574;0.033333333333333326;0.0;0.0;0.07017543859649122;0.0;0.0;0.10169491525423724;0.0;0.0;0.0;0.0;0.06666666666666665;0.06779661016949157;0.08955223880597019;0.0714285714285714;0.10526315789473684;0.02857142857142858;0.16049382716049387;0.0;0.3194444444444444;0.08333333333333337;0.0;0.0714285714285714;0.0;0.0;0.0;0.07594936708860756;0.06349206349206349;0.0;0.0;0.0;0.0461538461538461;0.0;0.0;0.08620689655172409;0.0;0.06896551724137934;0.0;0.07499999999999996;0.1454545454545455;0.09589041095890416;0.16666666666666663;0.0;0.0;0.09677419354838712;0.0;0.07547169811320753;0.03389830508474578;0.0;0.08955223880597019;0.2272727272727273;0.7230769230769231;0.048387096774193505;0.0;0.11111111111111116;0.0;0.0;0.0;0.0625;0.0;0.06896551724137934;0.0;0.0714285714285714;0.0;0.0;0.02857142857142858;0.06896551724137934;0.140625;0.0;0.24637681159420288;0.06779661016949157;0.0;0.09677419354838712;0.0;0.04938271604938271;0.06557377049180324;0.0;0.0;0.0;0.0
GO:0090557;0.2142857142857143;0.0;0.0;0.23076923076923073;0.1333333333333333;0.0;0.0714285714285714;0.07999999999999996;0.19999999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0714285714285714;0.0;0.1333333333333333;0.06451612903225812;0.0;0.0625;0.0;0.0;0.0625;0.15384615384615385;0.0;0.07999999999999996;0.1333333333333333;0.0714285714285714;0.0;0.0;0.15384615384615385;0.0;0.10526315789473684;0.0;0.1333333333333333;0.0;0.1428571428571429;0.125;0.125;0.09090909090909094;0.2666666666666667;0.11111111111111116;0.0;0.0;0.1428571428571429;0.125;0.0;0.0;0.0;0.0;0.09090909090909094;0.0;0.0;1.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.11764705882352944;0.0625;0.1428571428571429;0.1428571428571429;0.0;0.0;0.1428571428571429;0.0;0.0;0.0;0.0;0.0;0.11764705882352944;0.0;0.0;0.0;0.0;0.0;0.0;0.07692307692307687;0.07999999999999996;0.125;0.36363636363636365;0.0;0.0;0.08333333333333337;0.0;0.0;0.0;0.09523809523809523;0.0;0.0;0.1428571428571429;0.11764705882352944;0.0;0.0;0.1428571428571429;0.0;0.0;0.0714285714285714;0.0;0.0;0.11764705882352944;0.125;0.0;0.15384615384615385;0.0;0.07999999999999996;0.0;0.0;0.0;0.0;0.25;0.15384615384615385;0.1333333333333333;0.11111111111111116;0.06896551724137934;0.0;0.09999999999999998;0.0;0.0;0.0;0.0;0.17647058823529416;0.11764705882352944;0.0;0.33333333333333337;0.1333333333333333;0.0;0.0;0.0;0.06060606060606055;0.0;0.09090909090909094;0.0;0.0;0.0;0.0;0.1428571428571429;0.05405405405405406;0.0;0.0;0.0;0.0;0.07692307692307687;0.0;0.0;0.06451612903225812;0.11111111111111116;0.0;0.15384615384615385;0.1333333333333333;0.25;0.15384615384615385;0.06451612903225812;0.23076923076923073;0.07999999999999996;0.1333333333333333;0.0;0.07407407407407407;0.0;0.0;0.07692307692307687;0.0;0.0;0.0;0.0;0.11111111111111116;0.11111111111111116;0.11111111111111116;0.11111111111111116
GO:0090037;0.0;0.13043478260869568;0.125;0.0;0.19047619047619047;0.0;0.0;0.0;0.0;0.34042553191489366;0.13888888888888884;0.0;0.15384615384615385;0.2807017543859649;0.08510638297872342;0.13636363636363635;0.2068965517241379;0.05555555555555558;0.23076923076923073;0.19047619047619047;0.0;0.13043478260869568;0.0;0.30000000000000004;0.0;0.0;0.21052631578947367;0.09756097560975607;0.0;0.19047619047619047;0.0;0.10526315789473684;0.33333333333333337;0.0;0.13953488372093026;0.0;0.16000000000000003;0.0;0.13953488372093026;0.19999999999999996;0.18181818181818177;0.18181818181818177;0.0;0.0;0.21739130434782605;0.18181818181818177;0.18181818181818177;0.0;0.0;0.16666666666666663;0.18181818181818177;0.13953488372093026;0.12765957446808507;0.0;0.8888888888888888;0.2909090909090909;0.0;1.0;0.33333333333333337;0.8888888888888888;0.21052631578947367;0.15384615384615385;0.13043478260869568;0.13953488372093026;0.0;0.30000000000000004;0.0;0.10526315789473684;0.19999999999999996;0.19999999999999996;0.33333333333333337;0.12903225806451613;0.19999999999999996;0.30000000000000004;0.0;0.0;0.0;0.19354838709677424;0.17391304347826086;0.14634146341463417;0.0;0.22857142857142854;0.0;0.17142857142857137;0.2068965517241379;0.0;0.0;0.18181818181818177;0.0;0.08695652173913049;0.0;0.0;0.11428571428571432;0.0;0.13043478260869568;0.0;0.18181818181818177;0.08695652173913049;0.0;0.0;0.19999999999999996;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.17391304347826086;0.18181818181818177;0.19999999999999996;0.21052631578947367;0.08333333333333337;0.06060606060606055;0.07547169811320753;0.0;0.11538461538461542;0.12;0.0;0.21052631578947367;0.0;0.0;0.0;0.1428571428571429;0.15384615384615385;0.0;0.0;0.0;0.1071428571428571;0.0;0.0;0.13043478260869568;0.0;0.19047619047619047;0.0;0.13953488372093026;0.18181818181818177;0.19444444444444442;0.4444444444444444;0.0;0.0;0.24;0.0;0.1159420289855072;0.09090909090909094;0.0;0.19999999999999996;0.1578947368421053;0.2295081967213115;0.12;0.0;0.08163265306122447;0.0;0.0;0.0;0.14814814814814814;0.0;0.19047619047619047;0.0;0.21052631578947367;0.0;0.0;0.06060606060606055;0.19047619047619047;0.125;0.0;0.13953488372093026;0.18181818181818177;0.0;0.24;0.0;0.09090909090909094;0.16666666666666663;0.0;0.0;0.0;0.0
