;GO:0006281;GO:0034475;GO:0007131;GO:1904851;GO:0006123;GO:0006520;GO:0051170;GO:0006637;GO:0000187;GO:0030307;GO:0071051;GO:0042182;GO:0070126;GO:0070125;GO:0034427;GO:0010971;GO:1902042;GO:1902043;GO:0000707;GO:0007186;GO:0007066;GO:0007141;GO:0090263;GO:1902600;GO:0043278;GO:0009725;GO:0000467;GO:0042148;GO:0000387;GO:0000266;GO:0006412;GO:0006406;GO:0000077;GO:0051973;GO:0006606;GO:0016042;GO:0071049;GO:0035589;GO:0043967;GO:0043968;GO:1904874;GO:0043928;GO:1904871;GO:0046952;GO:0006784;GO:0043488;GO:1904837;GO:0000398;GO:0006417;GO:0045471;GO:0000165;GO:0106074;GO:0071035;GO:0072321;GO:0032508;GO:0071034;GO:0032543;GO:0071038;GO:0035774;GO:0016579;GO:0045638;GO:0006351;GO:0090521;GO:0046325;GO:0006310;GO:0000724;GO:0045039;GO:0000722;GO:0007602;GO:0000245;GO:0034080;GO:0008535;GO:0006357;GO:0006626;GO:0048034;GO:0006429;GO:0000492;GO:0051792;GO:0051790;GO:0006508;GO:0032212
GO:0072321;0.0;0.0;0.0;0.0;0.0;0.0;0.23529411764705882;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3157894736842105;0.0;0.0;0.8421052631578947;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0032508;0.25;0.1;0.2222222222222222;0.0;0.23529411764705882;0.13333333333333333;0.0;0.2857142857142857;0.0;0.0;0.1;0.3076923076923077;0.25;0.25;0.2;0.0;0.0;0.0;0.23529411764705882;0.2857142857142857;0.625;0.23529411764705882;0.0;0.0;0.0;0.0;0.2;0.25;0.25;0.5714285714285714;0.125;0.0;0.23529411764705882;0.0;0.0;0.0;0.0;0.23529411764705882;0.2857142857142857;0.2857142857142857;0.0;0.2;0.0;0.2857142857142857;0.11764705882352941;0.0;0.2857142857142857;0.1;0.0;0.0;0.2222222222222222;0.1111111111111111;0.19047619047619047;0.0;1.0;0.2222222222222222;0.11764705882352941;0.19047619047619047;0.0;0.1111111111111111;0.0;0.1111111111111111;0.125;0.0;0.25;0.2222222222222222;0.42105263157894735;0.5555555555555556;0.26666666666666666;0.25;0.3333333333333333;0.25;0.0;0.0;0.11764705882352941;0.2;0.23529411764705882;0.2222222222222222;0.2222222222222222;0.0;0.0
GO:0071034;0.6666666666666666;0.7272727272727273;0.2;0.0;0.3157894736842105;0.35294117647058826;0.0;0.375;0.0;0.0;0.7272727272727273;0.5333333333333333;0.2222222222222222;0.5555555555555556;0.7272727272727273;0.0;0.0;0.0;0.21052631578947367;0.25;0.2222222222222222;0.21052631578947367;0.0;0.0;0.0;0.0;0.7272727272727273;0.6666666666666666;0.2222222222222222;0.25;0.4444444444444444;0.0;0.21052631578947367;0.0;0.0;0.5333333333333333;0.0;0.21052631578947367;0.17391304347826086;0.17391304347826086;0.0;0.7272727272727273;0.0;0.5;0.42105263157894735;0.0;0.125;0.36363636363636365;0.0;0.0;0.2;0.8;0.782608695652174;0.0;0.2222222222222222;1.0;0.42105263157894735;0.782608695652174;0.0;0.3;0.0;0.4;0.1111111111111111;0.0;0.5555555555555556;0.5;0.19047619047619047;0.5;0.23529411764705882;0.2222222222222222;0.2;0.1111111111111111;0.0;0.0;0.42105263157894735;0.2727272727272727;0.10526315789473684;0.3;0.3;0.375;0.0
GO:0032543;0.47058823529411764;0.09523809523809523;0.10526315789473684;0.0;0.1111111111111111;0.25;0.0;0.4;0.0;0.0;0.09523809523809523;0.42857142857142855;0.11764705882352941;0.11764705882352941;0.38095238095238093;0.0;0.0;0.0;0.1111111111111111;0.13333333333333333;0.11764705882352941;0.1111111111111111;0.0;0.0;0.0;0.0;0.38095238095238093;0.11764705882352941;0.11764705882352941;0.13333333333333333;0.9411764705882353;0.0;0.1111111111111111;0.0;0.0;0.42857142857142855;0.0;0.1111111111111111;0.09090909090909091;0.09090909090909091;0.0;0.38095238095238093;0.0;0.26666666666666666;0.2222222222222222;0.0;0.13333333333333333;0.09523809523809523;0.0;0.0;0.10526315789473684;0.10526315789473684;0.36363636363636365;0.0;0.11764705882352941;0.42105263157894735;1.0;0.36363636363636365;0.0;0.42105263157894735;0.0;0.42105263157894735;0.11764705882352941;0.0;0.47058823529411764;0.42105263157894735;0.1;0.42105263157894735;0.125;0.11764705882352941;0.10526315789473684;0.11764705882352941;0.0;0.0;0.2222222222222222;0.38095238095238093;0.1111111111111111;0.3157894736842105;0.3157894736842105;0.5333333333333333;0.0
GO:0071038;0.5714285714285714;0.64;0.17391304347826086;0.0;0.2727272727272727;0.3;0.0;0.3157894736842105;0.0;0.0;0.64;0.4444444444444444;0.19047619047619047;0.47619047619047616;0.64;0.0;0.0;0.0;0.18181818181818182;0.21052631578947367;0.19047619047619047;0.18181818181818182;0.0;0.0;0.0;0.0;0.64;0.5714285714285714;0.19047619047619047;0.21052631578947367;0.38095238095238093;0.0;0.18181818181818182;0.0;0.0;0.4444444444444444;0.0;0.18181818181818182;0.15384615384615385;0.15384615384615385;0.0;0.64;0.0;0.42105263157894735;0.36363636363636365;0.0;0.10526315789473684;0.32;0.0;0.0;0.17391304347826086;0.782608695652174;0.9230769230769231;0.0;0.19047619047619047;0.782608695652174;0.36363636363636365;1.0;0.0;0.2608695652173913;0.0;0.34782608695652173;0.09523809523809523;0.0;0.47619047619047616;0.43478260869565216;0.16666666666666666;0.43478260869565216;0.2;0.19047619047619047;0.17391304347826086;0.09523809523809523;0.0;0.0;0.36363636363636365;0.72;0.09090909090909091;0.2608695652173913;0.2608695652173913;0.3157894736842105;0.0
GO:0035774;0.0;0.0;0.0;0.38095238095238093;0.0;0.0;0.0;0.0;0.38461538461538464;0.42105263157894735;0.0;0.0;0.0;0.0;0.25;0.36363636363636365;0.34782608695652173;0.43478260869565216;0.0;0.1111111111111111;0.0;0.0;0.47619047619047616;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.36363636363636365;0.0;0.0;0.0;0.09523809523809523;0.0;0.0;0.4444444444444444;0.25;0.38095238095238093;0.0;0.0;0.18181818181818182;0.0;0.0;0.3;0.0;0.09090909090909091;0.18181818181818182;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.3;0.0;0.0;0.38095238095238093;0.0;0.0;0.0;0.18181818181818182;0.10526315789473684;0.0;0.0;0.0;0.2608695652173913;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.34782608695652173
GO:0016579;0.4444444444444444;0.36363636363636365;0.1;0.0;0.21052631578947367;0.47058823529411764;0.0;0.375;0.0;0.0;0.36363636363636365;0.4;0.1111111111111111;0.4444444444444444;0.2727272727272727;0.0;0.0;0.0;0.10526315789473684;0.125;0.1111111111111111;0.10526315789473684;0.0;0.0;0.0;0.0;0.2727272727272727;0.3333333333333333;0.1111111111111111;0.125;0.5555555555555556;0.0;0.10526315789473684;0.0;0.0;0.4;0.0;0.10526315789473684;0.6086956521739131;0.6086956521739131;0.0;0.2727272727272727;0.0;0.25;0.42105263157894735;0.0;0.125;0.36363636363636365;0.0;0.0;0.7;0.4;0.2608695652173913;0.0;0.1111111111111111;0.3;0.42105263157894735;0.2608695652173913;0.0;1.0;0.0;0.4;0.1111111111111111;0.0;0.4444444444444444;0.4;0.09523809523809523;0.4;0.11764705882352941;0.1111111111111111;0.1;0.1111111111111111;0.0;0.0;0.21052631578947367;0.36363636363636365;0.10526315789473684;0.3;0.3;0.75;0.0
GO:0045638;0.0;0.0;0.0;0.35294117647058826;0.0;0.0;0.0;0.0;0.36363636363636365;0.5333333333333333;0.0;0.0;0.0;0.0;0.4;0.4444444444444444;0.5263157894736842;0.42105263157894735;0.0;0.5714285714285714;0.0;0.0;0.47058823529411764;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5882352941176471;0.4444444444444444;0.0;0.0;0.0;0.11764705882352941;0.0;0.0;0.42857142857142855;0.4;0.35294117647058826;0.0;0.0;0.4444444444444444;0.0;0.0;0.5;0.0;0.4444444444444444;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;1.0;0.0;0.0;0.47058823529411764;0.0;0.0;0.0;0.2222222222222222;0.5333333333333333;0.0;0.0;0.0;0.42105263157894735;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42105263157894735
GO:0006351;0.4444444444444444;0.09090909090909091;0.1;0.0;0.10526315789473684;0.23529411764705882;0.0;0.375;0.0;0.0;0.09090909090909091;0.4;0.1111111111111111;0.1111111111111111;0.36363636363636365;0.0;0.0;0.0;0.10526315789473684;0.125;0.1111111111111111;0.10526315789473684;0.0;0.0;0.0;0.0;0.36363636363636365;0.1111111111111111;0.1111111111111111;0.125;0.4444444444444444;0.0;0.10526315789473684;0.0;0.0;0.4;0.0;0.10526315789473684;0.08695652173913043;0.08695652173913043;0.0;0.36363636363636365;0.0;0.25;0.21052631578947367;0.0;0.125;0.09090909090909091;0.0;0.0;0.1;0.1;0.34782608695652173;0.0;0.1111111111111111;0.4;0.42105263157894735;0.34782608695652173;0.0;0.4;0.0;1.0;0.1111111111111111;0.0;0.4444444444444444;0.4;0.09523809523809523;0.4;0.11764705882352941;0.1111111111111111;0.1;0.1111111111111111;0.0;0.0;0.21052631578947367;0.36363636363636365;0.10526315789473684;0.3;0.3;0.5;0.0
GO:0090521;0.125;0.1;0.1111111111111111;0.0;0.11764705882352941;0.13333333333333333;0.0;0.14285714285714285;0.0;0.0;0.1;0.15384615384615385;0.125;0.125;0.1;0.0;0.0;0.0;0.11764705882352941;0.14285714285714285;0.125;0.11764705882352941;0.0;0.0;0.0;0.0;0.1;0.125;0.125;0.14285714285714285;0.125;0.0;0.11764705882352941;0.0;0.0;0.0;0.0;0.11764705882352941;0.09523809523809523;0.09523809523809523;0.0;0.1;0.0;0.14285714285714285;0.11764705882352941;0.0;0.14285714285714285;0.1;0.0;0.0;0.1111111111111111;0.1111111111111111;0.09523809523809523;0.0;0.125;0.1111111111111111;0.11764705882352941;0.09523809523809523;0.0;0.1111111111111111;0.0;0.1111111111111111;1.0;0.0;0.125;0.1111111111111111;0.10526315789473684;0.1111111111111111;0.13333333333333333;0.125;0.1111111111111111;0.125;0.0;0.0;0.11764705882352941;0.1;0.11764705882352941;0.1111111111111111;0.1111111111111111;0.0;0.0
GO:0046325;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.17391304347826086;0.375;0.0;0.0;0.0;0.0;0.38095238095238093;0.3157894736842105;0.4;0.3;0.0;0.13333333333333333;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.21052631578947367;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.5333333333333333;0.38095238095238093;0.3333333333333333;0.0;0.0;0.21052631578947367;0.0;0.0;0.35294117647058826;0.0;0.10526315789473684;0.21052631578947367;0.0;0.0;0.0;0.0;0.0;0.0;0.38095238095238093;0.0;0.47058823529411764;0.0;0.0;1.0;0.0;0.0;0.0;0.21052631578947367;0.125;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3
GO:0006310;0.875;0.4;0.8888888888888888;0.0;0.35294117647058826;0.4;0.0;0.42857142857142855;0.0;0.0;0.4;0.46153846153846156;0.25;0.625;0.5;0.0;0.0;0.0;0.23529411764705882;0.2857142857142857;0.25;0.23529411764705882;0.0;0.0;0.0;0.0;0.6;0.875;0.25;0.2857142857142857;0.5;0.0;0.23529411764705882;0.0;0.0;0.46153846153846156;0.0;0.23529411764705882;0.19047619047619047;0.19047619047619047;0.0;0.5;0.0;0.42857142857142855;0.35294117647058826;0.0;0.14285714285714285;0.4;0.0;0.0;0.2222222222222222;0.6666666666666666;0.47619047619047616;0.0;0.25;0.5555555555555556;0.47058823529411764;0.47619047619047616;0.0;0.4444444444444444;0.0;0.4444444444444444;0.125;0.0;1.0;0.8888888888888888;0.21052631578947367;0.8888888888888888;0.26666666666666666;0.25;0.2222222222222222;0.125;0.0;0.0;0.23529411764705882;0.3;0.11764705882352941;0.3333333333333333;0.3333333333333333;0.5714285714285714;0.0
GO:0000724;0.8888888888888888;0.36363636363636365;0.8;0.0;0.3157894736842105;0.35294117647058826;0.0;0.375;0.0;0.0;0.36363636363636365;0.4;0.2222222222222222;0.5555555555555556;0.45454545454545453;0.0;0.0;0.0;0.21052631578947367;0.25;0.2222222222222222;0.21052631578947367;0.0;0.0;0.2222222222222222;0.26666666666666666;0.5454545454545454;0.7777777777777778;0.2222222222222222;0.25;0.4444444444444444;0.0;0.5263157894736842;0.0;0.0;0.4;0.0;0.21052631578947367;0.17391304347826086;0.17391304347826086;0.0;0.45454545454545453;0.0;0.375;0.3157894736842105;0.0;0.125;0.36363636363636365;0.0;0.25;0.2;0.6;0.43478260869565216;0.0;0.2222222222222222;0.5;0.42105263157894735;0.43478260869565216;0.0;0.4;0.0;0.4;0.1111111111111111;0.0;0.8888888888888888;1.0;0.19047619047619047;0.8;0.23529411764705882;0.2222222222222222;0.2;0.1111111111111111;0.0;0.0;0.3157894736842105;0.2727272727272727;0.10526315789473684;0.3;0.3;0.5;0.0
GO:0045039;0.21052631578947367;0.08695652173913043;0.09523809523809523;0.0;0.1;0.1111111111111111;0.10526315789473684;0.23529411764705882;0.0;0.0;0.08695652173913043;0.25;0.10526315789473684;0.10526315789473684;0.17391304347826086;0.0;0.0;0.0;0.1;0.11764705882352941;0.10526315789473684;0.1;0.0;0.4;0.0;0.0;0.08695652173913043;0.10526315789473684;0.10526315789473684;0.5882352941176471;0.10526315789473684;0.09523809523809523;0.2;0.0;0.38095238095238093;0.0;0.1111111111111111;0.1;0.08333333333333333;0.08333333333333333;0.0;0.08695652173913043;0.0;0.23529411764705882;0.1;0.0;0.11764705882352941;0.08695652173913043;0.0;0.0;0.09523809523809523;0.09523809523809523;0.16666666666666666;0.8;0.42105263157894735;0.19047619047619047;0.1;0.16666666666666666;0.0;0.09523809523809523;0.0;0.09523809523809523;0.10526315789473684;0.0;0.21052631578947367;0.19047619047619047;1.0;0.38095238095238093;0.1111111111111111;0.10526315789473684;0.09523809523809523;0.10526315789473684;0.0;0.36363636363636365;0.1;0.08695652173913043;0.1;0.19047619047619047;0.19047619047619047;0.0;0.0
GO:0000722;0.7777777777777778;0.36363636363636365;0.8;0.21052631578947367;0.3157894736842105;0.35294117647058826;0.0;0.375;0.16666666666666666;0.23529411764705882;0.36363636363636365;0.4;0.1111111111111111;0.5555555555555556;0.45454545454545453;0.2;0.19047619047619047;0.19047619047619047;0.10526315789473684;0.125;0.5555555555555556;0.10526315789473684;0.21052631578947367;0.0;0.0;0.0;0.5454545454545454;0.7777777777777778;0.1111111111111111;0.5;0.4444444444444444;0.0;0.21052631578947367;0.2;0.0;0.4;0.0;0.10526315789473684;0.2608695652173913;0.2608695652173913;0.25;0.45454545454545453;0.21052631578947367;0.375;0.3157894736842105;0.3;0.125;0.36363636363636365;0.2222222222222222;0.0;0.1;0.3;0.43478260869565216;0.0;0.5555555555555556;0.5;0.42105263157894735;0.43478260869565216;0.18181818181818182;0.4;0.2222222222222222;0.4;0.1111111111111111;0.21052631578947367;0.8888888888888888;0.8;0.38095238095238093;1.0;0.11764705882352941;0.1111111111111111;0.3;0.1111111111111111;0.19047619047619047;0.0;0.3157894736842105;0.2727272727272727;0.10526315789473684;0.3;0.3;0.5;0.2857142857142857
GO:0007602;0.26666666666666666;0.10526315789473684;0.11764705882352941;0.125;0.125;0.14285714285714285;0.0;0.3076923076923077;0.38095238095238093;0.5714285714285714;0.10526315789473684;0.3333333333333333;0.13333333333333333;0.13333333333333333;0.21052631578947367;0.47058823529411764;0.4444444444444444;0.4444444444444444;0.125;0.15384615384615385;0.13333333333333333;0.125;0.5;0.0;0.26666666666666666;0.3333333333333333;0.10526315789473684;0.13333333333333333;0.13333333333333333;0.3076923076923077;0.13333333333333333;0.0;0.25;0.47058823529411764;0.0;0.0;0.0;0.125;0.1;0.1;0.15384615384615385;0.10526315789473684;0.125;0.3076923076923077;0.125;0.11764705882352941;0.15384615384615385;0.10526315789473684;0.5333333333333333;0.3076923076923077;0.11764705882352941;0.11764705882352941;0.2;0.0;0.26666666666666666;0.23529411764705882;0.125;0.2;0.10526315789473684;0.11764705882352941;0.5333333333333333;0.11764705882352941;0.13333333333333333;0.125;0.26666666666666666;0.23529411764705882;0.1111111111111111;0.11764705882352941;1.0;0.13333333333333333;0.11764705882352941;0.13333333333333333;0.4444444444444444;0.0;0.125;0.10526315789473684;0.125;0.23529411764705882;0.23529411764705882;0.0;0.4444444444444444
GO:0000245;0.25;0.1;0.1111111111111111;0.0;0.11764705882352941;0.13333333333333333;0.0;0.2857142857142857;0.0;0.0;0.1;0.3076923076923077;0.125;0.125;0.2;0.0;0.0;0.0;0.11764705882352941;0.14285714285714285;0.125;0.11764705882352941;0.0;0.0;0.0;0.0;0.1;0.125;0.125;0.2857142857142857;0.125;0.0;0.23529411764705882;0.0;0.0;0.0;0.0;0.11764705882352941;0.09523809523809523;0.09523809523809523;0.0;0.1;0.0;0.2857142857142857;0.11764705882352941;0.0;0.14285714285714285;0.1;0.0;0.0;0.1111111111111111;0.1111111111111111;0.19047619047619047;0.0;0.25;0.2222222222222222;0.11764705882352941;0.19047619047619047;0.0;0.1111111111111111;0.0;0.1111111111111111;0.125;0.0;0.25;0.2222222222222222;0.10526315789473684;0.1111111111111111;0.13333333333333333;1.0;0.1111111111111111;0.125;0.0;0.0;0.11764705882352941;0.1;0.11764705882352941;0.2222222222222222;0.2222222222222222;0.0;0.0
GO:0034080;0.2222222222222222;0.09090909090909091;0.1;0.0;0.10526315789473684;0.11764705882352941;0.0;0.25;0.0;0.0;0.09090909090909091;0.26666666666666666;0.1111111111111111;0.1111111111111111;0.18181818181818182;0.0;0.0;0.0;0.10526315789473684;0.125;0.1111111111111111;0.10526315789473684;0.0;0.0;0.0;0.0;0.09090909090909091;0.1111111111111111;0.1111111111111111;0.375;0.1111111111111111;0.0;0.21052631578947367;0.0;0.0;0.0;0.0;0.10526315789473684;0.08695652173913043;0.08695652173913043;0.0;0.09090909090909091;0.0;0.25;0.10526315789473684;0.0;0.125;0.09090909090909091;0.0;0.0;0.1;0.1;0.17391304347826086;0.0;0.3333333333333333;0.2;0.10526315789473684;0.17391304347826086;0.0;0.1;0.0;0.1;0.1111111111111111;0.0;0.2222222222222222;0.2;0.09523809523809523;0.3;0.11764705882352941;0.1111111111111111;1.0;0.1111111111111111;0.0;0.0;0.10526315789473684;0.09090909090909091;0.10526315789473684;0.2;0.2;0.0;0.0
GO:0008535;0.125;0.1;0.1111111111111111;0.0;0.11764705882352941;0.13333333333333333;0.0;0.14285714285714285;0.0;0.0;0.1;0.15384615384615385;0.125;0.125;0.1;0.0;0.0;0.0;0.11764705882352941;0.14285714285714285;0.125;0.11764705882352941;0.0;0.0;0.0;0.0;0.1;0.125;0.125;0.2857142857142857;0.125;0.0;0.11764705882352941;0.0;0.0;0.0;0.0;0.11764705882352941;0.09523809523809523;0.09523809523809523;0.0;0.1;0.0;0.14285714285714285;0.11764705882352941;0.0;0.14285714285714285;0.1;0.0;0.0;0.1111111111111111;0.1111111111111111;0.09523809523809523;0.0;0.25;0.1111111111111111;0.11764705882352941;0.09523809523809523;0.0;0.1111111111111111;0.0;0.1111111111111111;0.125;0.0;0.125;0.1111111111111111;0.10526315789473684;0.1111111111111111;0.13333333333333333;0.125;0.1111111111111111;1.0;0.0;0.0;0.11764705882352941;0.1;0.11764705882352941;0.1111111111111111;0.1111111111111111;0.0;0.0
GO:0006357;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.4;0.4444444444444444;0.0;0.0;0.0;0.0;0.5217391304347826;0.38095238095238093;0.36363636363636365;0.36363636363636365;0.0;0.47058823529411764;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.6666666666666666;0.0;0.0;0.0;0.1;0.0;0.0;0.35294117647058826;0.5217391304347826;0.3;0.0;0.0;0.5714285714285714;0.0;0.0;0.7368421052631579;0.0;0.38095238095238093;0.19047619047619047;0.0;0.0;0.0;0.0;0.0;0.0;0.2608695652173913;0.0;0.42105263157894735;0.0;0.0;0.3;0.0;0.0;0.0;0.19047619047619047;0.4444444444444444;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6363636363636364
GO:0006626;0.0;0.0;0.0;0.0;0.0;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09523809523809523;0.0;0.0;0.38095238095238093;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.36363636363636365;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0048034;0.23529411764705882;0.19047619047619047;0.10526315789473684;0.0;0.2222222222222222;0.25;0.0;0.5333333333333333;0.0;0.0;0.19047619047619047;0.2857142857142857;0.11764705882352941;0.23529411764705882;0.38095238095238093;0.0;0.0;0.0;0.1111111111111111;0.13333333333333333;0.11764705882352941;0.1111111111111111;0.0;0.0;0.0;0.0;0.19047619047619047;0.23529411764705882;0.11764705882352941;0.13333333333333333;0.23529411764705882;0.0;0.1111111111111111;0.0;0.0;0.2857142857142857;0.0;0.1111111111111111;0.09090909090909091;0.09090909090909091;0.0;0.19047619047619047;0.0;0.26666666666666666;0.8888888888888888;0.0;0.13333333333333333;0.19047619047619047;0.0;0.0;0.10526315789473684;0.10526315789473684;0.36363636363636365;0.0;0.11764705882352941;0.42105263157894735;0.2222222222222222;0.36363636363636365;0.0;0.21052631578947367;0.0;0.21052631578947367;0.11764705882352941;0.0;0.23529411764705882;0.3157894736842105;0.1;0.3157894736842105;0.125;0.11764705882352941;0.10526315789473684;0.11764705882352941;0.0;0.0;1.0;0.19047619047619047;0.1111111111111111;0.42105263157894735;0.42105263157894735;0.5333333333333333;0.0
GO:0006429;0.3;0.08333333333333333;0.09090909090909091;0.0;0.09523809523809523;0.42105263157894735;0.0;0.3333333333333333;0.0;0.0;0.08333333333333333;0.35294117647058826;0.1;0.1;0.25;0.0;0.0;0.0;0.09523809523809523;0.1111111111111111;0.1;0.09523809523809523;0.0;0.0;0.0;0.0;0.25;0.1;0.1;0.2222222222222222;0.4;0.0;0.19047619047619047;0.0;0.0;0.35294117647058826;0.0;0.09523809523809523;0.08;0.08;0.0;0.25;0.0;0.3333333333333333;0.19047619047619047;0.0;0.1111111111111111;0.08333333333333333;0.0;0.0;0.09090909090909091;0.8181818181818182;0.24;0.0;0.2;0.2727272727272727;0.38095238095238093;0.72;0.0;0.36363636363636365;0.0;0.36363636363636365;0.1;0.0;0.3;0.2727272727272727;0.08695652173913043;0.2727272727272727;0.10526315789473684;0.1;0.09090909090909091;0.1;0.0;0.0;0.19047619047619047;1.0;0.09523809523809523;0.2727272727272727;0.2727272727272727;0.4444444444444444;0.0
GO:0000492;0.11764705882352941;0.09523809523809523;0.10526315789473684;0.0;0.1111111111111111;0.125;0.0;0.13333333333333333;0.0;0.0;0.09523809523809523;0.14285714285714285;0.11764705882352941;0.11764705882352941;0.09523809523809523;0.0;0.0;0.0;0.1111111111111111;0.13333333333333333;0.11764705882352941;0.1111111111111111;0.0;0.0;0.0;0.0;0.09523809523809523;0.11764705882352941;0.11764705882352941;0.26666666666666666;0.11764705882352941;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.1111111111111111;0.09090909090909091;0.09090909090909091;0.0;0.09523809523809523;0.0;0.13333333333333333;0.1111111111111111;0.0;0.13333333333333333;0.09523809523809523;0.0;0.0;0.10526315789473684;0.10526315789473684;0.09090909090909091;0.0;0.23529411764705882;0.10526315789473684;0.1111111111111111;0.09090909090909091;0.0;0.10526315789473684;0.0;0.10526315789473684;0.11764705882352941;0.0;0.11764705882352941;0.10526315789473684;0.1;0.10526315789473684;0.125;0.11764705882352941;0.10526315789473684;0.11764705882352941;0.0;0.0;0.1111111111111111;0.09523809523809523;1.0;0.10526315789473684;0.10526315789473684;0.0;0.0
GO:0051792;0.3333333333333333;0.2727272727272727;0.2;0.0;0.3157894736842105;0.35294117647058826;0.0;0.375;0.0;0.0;0.2727272727272727;0.4;0.2222222222222222;0.4444444444444444;0.2727272727272727;0.0;0.0;0.0;0.21052631578947367;0.25;0.2222222222222222;0.21052631578947367;0.0;0.0;0.0;0.0;0.2727272727272727;0.3333333333333333;0.2222222222222222;0.25;0.3333333333333333;0.0;0.21052631578947367;0.0;0.0;0.5333333333333333;0.0;0.21052631578947367;0.17391304347826086;0.17391304347826086;0.0;0.2727272727272727;0.0;0.375;0.42105263157894735;0.0;0.125;0.2727272727272727;0.0;0.0;0.2;0.1;0.2608695652173913;0.0;0.2222222222222222;0.3;0.3157894736842105;0.2608695652173913;0.0;0.3;0.0;0.3;0.1111111111111111;0.0;0.3333333333333333;0.3;0.19047619047619047;0.3;0.23529411764705882;0.2222222222222222;0.2;0.1111111111111111;0.0;0.0;0.42105263157894735;0.2727272727272727;0.10526315789473684;1.0;0.9;0.375;0.0
GO:0051790;0.3333333333333333;0.2727272727272727;0.2;0.0;0.3157894736842105;0.35294117647058826;0.0;0.375;0.0;0.0;0.2727272727272727;0.4;0.2222222222222222;0.4444444444444444;0.2727272727272727;0.0;0.0;0.0;0.21052631578947367;0.25;0.2222222222222222;0.21052631578947367;0.0;0.0;0.0;0.0;0.2727272727272727;0.3333333333333333;0.2222222222222222;0.25;0.3333333333333333;0.0;0.21052631578947367;0.0;0.0;0.5333333333333333;0.0;0.21052631578947367;0.17391304347826086;0.17391304347826086;0.0;0.2727272727272727;0.0;0.375;0.42105263157894735;0.0;0.125;0.2727272727272727;0.0;0.0;0.2;0.1;0.2608695652173913;0.0;0.2222222222222222;0.3;0.3157894736842105;0.2608695652173913;0.0;0.3;0.0;0.3;0.1111111111111111;0.0;0.3333333333333333;0.3;0.19047619047619047;0.3;0.23529411764705882;0.2222222222222222;0.2;0.1111111111111111;0.0;0.0;0.42105263157894735;0.2727272727272727;0.10526315789473684;0.9;1.0;0.375;0.0
