;GO:0007050;GO:0018108;GO:1901985;GO:0032091;GO:1902715;GO:0006913;GO:0045892;GO:0002437;GO:0045893;GO:0070286;GO:0035556;GO:0033138;GO:0035397;GO:0046827;GO:0030260;GO:0060271;GO:0032088;GO:0060317;GO:0060999;GO:0042102;GO:0045657;GO:0030217;GO:0002323;GO:0010629;GO:0097011;GO:0045860;GO:0010628;GO:0050680;GO:0032355;GO:0018105;GO:2000484;GO:0030336;GO:0018107;GO:0060143;GO:0033280;GO:0008285;GO:0043123;GO:0046598;GO:0003352;GO:0045944;GO:0010718;GO:0050850;GO:0032507;GO:0000165;GO:0019064;GO:0023041;GO:0034765;GO:0070588;GO:0032464;GO:1904030;GO:0050731;GO:0050852;GO:0051149;GO:0050829;GO:0038043;GO:0090200;GO:0007169;GO:0060732;GO:0045086;GO:0030516;GO:0001973;GO:0071663;GO:0045087;GO:0006948;GO:0070374;GO:0035723;GO:0051835;GO:0050900;GO:0010524;GO:0071901;GO:0071902;GO:0030511
GO:0060732;0.5;0.0;0.631578947368421;0.26666666666666666;0.5;0.0;0.6;0.0;0.7;0.0;0.5333333333333333;0.8;0.4444444444444444;0.42105263157894735;0.0;0.0;0.5454545454545454;0.0;0.47619047619047616;0.5263157894736842;0.5263157894736842;0.0;0.0;0.5;0.0;0.8;0.625;0.5;0.0;0.0;0.5;0.47058823529411764;0.0;0.625;0.0;0.5333333333333333;0.5555555555555556;0.4444444444444444;0.5;0.6666666666666666;0.625;0.5555555555555556;0.13333333333333333;0.42105263157894735;0.0;0.5333333333333333;0.375;0.0;0.5555555555555556;0.38095238095238093;0.8;0.1;0.625;0.0;0.11764705882352941;0.5263157894736842;0.11764705882352941;1.0;0.7777777777777778;0.2;0.4444444444444444;0.47058823529411764;0.0;0.0;0.7619047619047619;0.47058823529411764;0.5882352941176471;0.0;0.45454545454545453;0.6666666666666666;0.7619047619047619;0.5555555555555556
GO:0045086;0.125;0.0;0.7368421052631579;0.26666666666666666;0.6;0.0;0.6;0.0;0.7;0.0;0.5333333333333333;0.7;0.4444444444444444;0.42105263157894735;0.0;0.0;0.5454545454545454;0.0;0.09523809523809523;0.42105263157894735;0.5263157894736842;0.0;0.0;0.625;0.0;0.7;0.75;0.5;0.0;0.0;0.6;0.47058823529411764;0.0;0.5;0.0;0.5333333333333333;0.4444444444444444;0.4444444444444444;0.5;0.6666666666666666;0.625;0.4444444444444444;0.13333333333333333;0.42105263157894735;0.0;0.5333333333333333;0.375;0.0;0.4444444444444444;0.38095238095238093;0.7;0.1;0.625;0.0;0.11764705882352941;0.5263157894736842;0.11764705882352941;0.7777777777777778;1.0;0.2;0.1111111111111111;0.5882352941176471;0.0;0.0;0.6666666666666666;0.11764705882352941;0.5882352941176471;0.0;0.45454545454545453;0.5714285714285714;0.6666666666666666;0.5555555555555556
GO:0030516;0.1111111111111111;0.0;0.19047619047619047;0.23529411764705882;0.18181818181818182;0.0;0.18181818181818182;0.0;0.18181818181818182;0.0;0.11764705882352941;0.18181818181818182;0.2;0.19047619047619047;0.0;0.0;0.16666666666666666;0.0;0.08695652173913043;0.19047619047619047;0.38095238095238093;0.0;0.0;0.2222222222222222;0.0;0.18181818181818182;0.2222222222222222;0.2222222222222222;0.0;0.0;0.18181818181818182;0.21052631578947367;0.0;0.4444444444444444;0.0;0.23529411764705882;0.2;0.2;0.2222222222222222;0.17391304347826086;0.2222222222222222;0.2;0.11764705882352941;0.09523809523809523;0.0;0.11764705882352941;0.2222222222222222;0.0;0.2;0.17391304347826086;0.18181818181818182;0.09090909090909091;0.4444444444444444;0.0;0.10526315789473684;0.47619047619047616;0.10526315789473684;0.2;0.2;1.0;0.1;0.21052631578947367;0.0;0.0;0.17391304347826086;0.10526315789473684;0.21052631578947367;0.0;0.16666666666666666;0.17391304347826086;0.17391304347826086;0.2
GO:0001973;0.125;0.21052631578947367;0.10526315789473684;0.13333333333333333;0.1;0.0;0.1;0.0;0.1;0.125;0.13333333333333333;0.4;0.1111111111111111;0.10526315789473684;0.0;0.125;0.09090909090909091;0.125;0.09523809523809523;0.10526315789473684;0.42105263157894735;0.125;0.125;0.125;0.25;0.1;0.125;0.125;0.0;0.21052631578947367;0.1;0.11764705882352941;0.21052631578947367;0.125;0.0;0.13333333333333333;0.1111111111111111;0.1111111111111111;0.125;0.09523809523809523;0.125;0.1111111111111111;0.13333333333333333;0.10526315789473684;0.11764705882352941;0.13333333333333333;0.125;0.0;0.1111111111111111;0.38095238095238093;0.4;0.1;0.125;0.0;0.11764705882352941;0.42105263157894735;0.11764705882352941;0.4444444444444444;0.1111111111111111;0.1;1.0;0.11764705882352941;0.0;0.0;0.09523809523809523;0.11764705882352941;0.11764705882352941;0.13333333333333333;0.09090909090909091;0.09523809523809523;0.09523809523809523;0.1111111111111111
GO:0071663;0.13333333333333333;0.0;0.4444444444444444;0.2857142857142857;0.5263157894736842;0.0;0.3157894736842105;0.0;0.42105263157894735;0.0;0.14285714285714285;0.42105263157894735;0.5882352941176471;0.4444444444444444;0.0;0.0;0.2857142857142857;0.0;0.1;0.5555555555555556;0.5555555555555556;0.0;0.0;0.4;0.0;0.42105263157894735;0.5333333333333333;0.4;0.0;0.0;0.5263157894736842;0.375;0.0;0.5333333333333333;0.0;0.42857142857142855;0.47058823529411764;0.47058823529411764;0.4;0.4;0.5333333333333333;0.47058823529411764;0.14285714285714285;0.1111111111111111;0.0;0.14285714285714285;0.4;0.0;0.47058823529411764;0.3;0.42105263157894735;0.10526315789473684;0.5333333333333333;0.0;0.125;0.4444444444444444;0.125;0.47058823529411764;0.5882352941176471;0.21052631578947367;0.11764705882352941;1.0;0.0;0.0;0.4;0.125;0.25;0.0;0.38095238095238093;0.2;0.2;0.47058823529411764
GO:0045087;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5454545454545454;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0;0.3333333333333333;0.0;0.0;0.0;0.36363636363636365;0.0;0.0;0.0;0.0;0.0;0.3076923076923077;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.6153846153846154;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.36363636363636365;0.0;0.0;0.0;0.0
GO:0006948;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11764705882352941;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23529411764705882;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0070374;0.10526315789473684;0.0;0.8181818181818182;0.2222222222222222;0.34782608695652173;0.0;0.43478260869565216;0.0;0.5217391304347826;0.0;0.4444444444444444;0.8695652173913043;0.47619047619047616;0.36363636363636365;0.0;0.0;0.24;0.0;0.08333333333333333;0.36363636363636365;0.45454545454545453;0.0;0.0;0.5263157894736842;0.0;0.8695652173913043;0.631578947368421;0.42105263157894735;0.0;0.0;0.34782608695652173;0.4;0.0;0.42105263157894735;0.0;0.4444444444444444;0.7619047619047619;0.38095238095238093;0.42105263157894735;0.5;0.42105263157894735;0.7619047619047619;0.1111111111111111;0.36363636363636365;0.0;0.4444444444444444;0.3157894736842105;0.0;0.38095238095238093;0.75;0.8695652173913043;0.08695652173913043;0.5263157894736842;0.0;0.1;0.6363636363636364;0.1;0.7619047619047619;0.6666666666666666;0.17391304347826086;0.09523809523809523;0.4;0.0;0.0;1.0;0.1;0.5;0.0;0.4;0.75;0.8333333333333334;0.6666666666666666
GO:0035723;0.13333333333333333;0.2222222222222222;0.1111111111111111;0.14285714285714285;0.10526315789473684;0.0;0.10526315789473684;0.0;0.10526315789473684;0.13333333333333333;0.14285714285714285;0.42105263157894735;0.11764705882352941;0.1111111111111111;0.0;0.13333333333333333;0.09523809523809523;0.13333333333333333;0.1;0.1111111111111111;0.4444444444444444;0.13333333333333333;0.13333333333333333;0.13333333333333333;0.26666666666666666;0.10526315789473684;0.13333333333333333;0.13333333333333333;0.0;0.2222222222222222;0.10526315789473684;0.125;0.2222222222222222;0.13333333333333333;0.0;0.14285714285714285;0.11764705882352941;0.11764705882352941;0.13333333333333333;0.1;0.13333333333333333;0.11764705882352941;0.14285714285714285;0.1111111111111111;0.125;0.14285714285714285;0.13333333333333333;0.0;0.11764705882352941;0.4;0.42105263157894735;0.10526315789473684;0.13333333333333333;0.0;0.125;0.4444444444444444;0.125;0.47058823529411764;0.11764705882352941;0.10526315789473684;0.11764705882352941;0.125;0.0;0.0;0.1;1.0;0.125;0.14285714285714285;0.09523809523809523;0.1;0.1;0.11764705882352941
GO:0051835;0.13333333333333333;0.0;0.5555555555555556;0.2857142857142857;0.5263157894736842;0.0;0.21052631578947367;0.0;0.42105263157894735;0.0;0.14285714285714285;0.5263157894736842;0.23529411764705882;0.2222222222222222;0.0;0.0;0.19047619047619047;0.0;0.1;0.5555555555555556;0.5555555555555556;0.0;0.0;0.26666666666666666;0.0;0.21052631578947367;0.26666666666666666;0.26666666666666666;0.0;0.0;0.5263157894736842;0.25;0.0;0.8;0.0;0.2857142857142857;0.5882352941176471;0.23529411764705882;0.26666666666666666;0.4;0.6666666666666666;0.5882352941176471;0.14285714285714285;0.1111111111111111;0.0;0.14285714285714285;0.26666666666666666;0.0;0.7058823529411765;0.4;0.5263157894736842;0.10526315789473684;0.6666666666666666;0.0;0.125;0.6666666666666666;0.125;0.5882352941176471;0.5882352941176471;0.21052631578947367;0.11764705882352941;0.25;0.0;0.0;0.5;0.125;1.0;0.0;0.47619047619047616;0.2;0.2;0.5882352941176471
GO:0050900;0.15384615384615385;0.125;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.15384615384615385;0.16666666666666666;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.15384615384615385;0.0;0.0;0.0;0.15384615384615385;0.15384615384615385;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.125;0.14285714285714285;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.11764705882352941;0.0;0.0;0.14285714285714285;0.0;0.14285714285714285;0.0;0.0;0.0;0.13333333333333333;0.0;0.36363636363636365;0.0;0.0;0.14285714285714285;0.0;1.0;0.10526315789473684;0.0;0.0;0.0
GO:0010524;0.4;0.08695652173913043;0.43478260869565216;0.21052631578947367;0.4166666666666667;0.0;0.3333333333333333;0.0;0.3333333333333333;0.1;0.42105263157894735;0.4166666666666667;0.36363636363636365;0.43478260869565216;0.0;0.1;0.23076923076923078;0.1;0.4;0.43478260869565216;0.43478260869565216;0.1;0.1;0.3;0.1;0.4166666666666667;0.4;0.4;0.0;0.08695652173913043;0.4166666666666667;0.38095238095238093;0.08695652173913043;0.5;0.0;0.42105263157894735;0.45454545454545453;0.36363636363636365;0.4;0.32;0.5;0.45454545454545453;0.3157894736842105;0.34782608695652173;0.09523809523809523;0.42105263157894735;0.6;0.0;0.45454545454545453;0.32;0.4166666666666667;0.08333333333333333;0.5;0.0;0.09523809523809523;0.43478260869565216;0.09523809523809523;0.45454545454545453;0.45454545454545453;0.16666666666666666;0.09090909090909091;0.38095238095238093;0.0;0.0;0.4;0.09523809523809523;0.47619047619047616;0.10526315789473684;1.0;0.32;0.4;0.45454545454545453
GO:0071901;0.10526315789473684;0.0;0.7272727272727273;0.4444444444444444;0.34782608695652173;0.0;0.5217391304347826;0.0;0.43478260869565216;0.0;0.1111111111111111;0.782608695652174;0.19047619047619047;0.18181818181818182;0.0;0.0;0.32;0.0;0.08333333333333333;0.36363636363636365;0.36363636363636365;0.0;0.0;0.631578947368421;0.0;0.8695652173913043;0.5263157894736842;0.5263157894736842;0.0;0.0;0.34782608695652173;0.5;0.0;0.21052631578947367;0.0;0.5555555555555556;0.19047619047619047;0.19047619047619047;0.42105263157894735;0.4166666666666667;0.21052631578947367;0.19047619047619047;0.1111111111111111;0.09090909090909091;0.0;0.1111111111111111;0.21052631578947367;0.0;0.19047619047619047;0.9166666666666666;0.782608695652174;0.08695652173913043;0.42105263157894735;0.0;0.1;0.36363636363636365;0.1;0.6666666666666666;0.5714285714285714;0.17391304347826086;0.09523809523809523;0.2;0.0;0.0;0.75;0.1;0.2;0.0;0.32;1.0;0.9166666666666666;0.38095238095238093
GO:0071902;0.10526315789473684;0.0;0.8181818181818182;0.3333333333333333;0.43478260869565216;0.0;0.43478260869565216;0.0;0.5217391304347826;0.0;0.1111111111111111;0.8695652173913043;0.38095238095238093;0.36363636363636365;0.0;0.0;0.24;0.0;0.08333333333333333;0.45454545454545453;0.45454545454545453;0.0;0.0;0.5263157894736842;0.0;0.9565217391304348;0.631578947368421;0.42105263157894735;0.0;0.0;0.43478260869565216;0.2;0.0;0.5263157894736842;0.0;0.4444444444444444;0.47619047619047616;0.38095238095238093;0.42105263157894735;0.5;0.5263157894736842;0.47619047619047616;0.1111111111111111;0.09090909090909091;0.0;0.1111111111111111;0.21052631578947367;0.0;0.47619047619047616;0.8333333333333334;0.8695652173913043;0.08695652173913043;0.5263157894736842;0.0;0.1;0.45454545454545453;0.1;0.7619047619047619;0.6666666666666666;0.17391304347826086;0.09523809523809523;0.2;0.0;0.0;0.8333333333333334;0.1;0.2;0.0;0.4;0.9166666666666666;1.0;0.47619047619047616
GO:0030511;0.5;0.0;0.5263157894736842;0.26666666666666666;0.5;0.0;0.4;0.0;0.4;0.0;0.5333333333333333;0.5;0.5555555555555556;0.42105263157894735;0.0;0.0;0.2727272727272727;0.0;0.47619047619047616;0.5263157894736842;0.5263157894736842;0.0;0.0;0.375;0.0;0.5;0.5;0.5;0.0;0.0;0.5;0.47058823529411764;0.0;0.625;0.0;0.5333333333333333;0.7777777777777778;0.4444444444444444;0.5;0.38095238095238093;0.625;0.7777777777777778;0.13333333333333333;0.42105263157894735;0.0;0.5333333333333333;0.375;0.0;0.5555555555555556;0.38095238095238093;0.5;0.1;0.625;0.0;0.11764705882352941;0.7368421052631579;0.11764705882352941;0.5555555555555556;0.5555555555555556;0.2;0.1111111111111111;0.47058823529411764;0.0;0.0;0.6666666666666666;0.11764705882352941;0.5882352941176471;0.0;0.45454545454545453;0.38095238095238093;0.47619047619047616;1.0
